"matchday","H","A","Tore_H","Tore_A","prob_home_win","prob_draw","prob_away_win"
22,"VfB Concordia Britz 1916","BFC Meteor 06",0,0,NA,NA,NA
22,"Berliner SV 1892","BFC Preussen II",5,0,NA,NA,NA
22,"Türkiyemspor Berlin","SV Stern Britz 1889",3,0,NA,NA,NA
22,"FC Internationale Berlin 1980","Köpenicker FC",2,4,NA,NA,NA
22,"Berliner SC II","BSV Eintracht Mahlsdorf II",1,2,NA,NA,NA
22,"BSV Al-Dersimspor","SC Borsigwalde 1910",2,2,NA,NA,NA
22,"SV Empor Berlin II","FSV Berolina Stralau 1901",2,2,NA,NA,NA
22,"TSV Rudow Berlin","FC Viktoria 1889 Berlin II",3,5,NA,NA,NA
22,"BFC Meteor 06","VfB Concordia Britz 1916",0,0,NA,NA,NA
22,"BFC Preussen II","Berliner SV 1892",0,5,NA,NA,NA
22,"SV Stern Britz 1889","Türkiyemspor Berlin",0,3,NA,NA,NA
22,"Köpenicker FC","FC Internationale Berlin 1980",4,2,NA,NA,NA
22,"BSV Eintracht Mahlsdorf II","Berliner SC II",2,1,NA,NA,NA
22,"SC Borsigwalde 1910","BSV Al-Dersimspor",2,2,NA,NA,NA
22,"FSV Berolina Stralau 1901","SV Empor Berlin II",2,2,NA,NA,NA
23,"TSV Rudow Berlin","FC Internationale Berlin 1980",2,1,NA,NA,NA
23,"BSV Eintracht Mahlsdorf II","BFC Meteor 06",1,6,NA,NA,NA
23,"FC Viktoria 1889 Berlin II","Köpenicker FC",3,0,NA,NA,NA
23,"SV Stern Britz 1889","SV Empor Berlin II",0,4,NA,NA,NA
23,"BSV Al-Dersimspor","Berliner SC II",1,3,NA,NA,NA
23,"Türkiyemspor Berlin","Berliner SV 1892",1,4,NA,NA,NA
23,"BFC Preussen II","FSV Berolina Stralau 1901",3,0,NA,NA,NA
23,"SC Borsigwalde 1910","VfB Concordia Britz 1916",1,4,NA,NA,NA
23,"FC Internationale Berlin 1980","TSV Rudow Berlin",1,2,NA,NA,NA
23,"BFC Meteor 06","BSV Eintracht Mahlsdorf II",6,1,NA,NA,NA
23,"Köpenicker FC","FC Viktoria 1889 Berlin II",0,3,NA,NA,NA
23,"SV Empor Berlin II","SV Stern Britz 1889",4,0,NA,NA,NA
23,"Berliner SC II","BSV Al-Dersimspor",3,1,NA,NA,NA
23,"Berliner SV 1892","Türkiyemspor Berlin",4,1,NA,NA,NA
23,"FSV Berolina Stralau 1901","BFC Preussen II",0,3,NA,NA,NA
23,"VfB Concordia Britz 1916","SC Borsigwalde 1910",4,1,NA,NA,NA
24,"BFC Meteor 06","SC Borsigwalde 1910",NA,NA,0.589,0.24,0.171
24,"VfB Concordia Britz 1916","SV Stern Britz 1889",NA,NA,0.431,0.303,0.266
24,"Köpenicker FC","BFC Preussen II",NA,NA,0.195,0.255,0.55
24,"SV Empor Berlin II","TSV Rudow Berlin",NA,NA,0.101,0.201,0.698
24,"Berliner SC II","FC Viktoria 1889 Berlin II",NA,NA,0.218,0.27,0.512
24,"FSV Berolina Stralau 1901","BSV Eintracht Mahlsdorf II",NA,NA,0.242,0.286,0.472
24,"FC Internationale Berlin 1980","Türkiyemspor Berlin",NA,NA,0.353,0.337,0.31
24,"Berliner SV 1892","BSV Al-Dersimspor",NA,NA,0.645,0.22,0.136
24,"SC Borsigwalde 1910","BFC Meteor 06",NA,NA,NA,NA,NA
24,"SV Stern Britz 1889","VfB Concordia Britz 1916",NA,NA,NA,NA,NA
24,"BFC Preussen II","Köpenicker FC",NA,NA,NA,NA,NA
24,"TSV Rudow Berlin","SV Empor Berlin II",NA,NA,NA,NA,NA
24,"FC Viktoria 1889 Berlin II","Berliner SC II",NA,NA,NA,NA,NA
24,"BSV Eintracht Mahlsdorf II","FSV Berolina Stralau 1901",NA,NA,NA,NA,NA
24,"Türkiyemspor Berlin","FC Internationale Berlin 1980",NA,NA,NA,NA,NA
24,"BSV Al-Dersimspor","Berliner SV 1892",NA,NA,NA,NA,NA
25,"SV Stern Britz 1889","Köpenicker FC",NA,NA,0.181,0.246,0.573
25,"SC Borsigwalde 1910","BFC Preussen II",NA,NA,0.234,0.28,0.486
25,"Türkiyemspor Berlin","BFC Meteor 06",NA,NA,0.188,0.25,0.562
25,"Berliner SC II","SV Empor Berlin II",NA,NA,0.512,0.27,0.219
25,"FC Viktoria 1889 Berlin II","BSV Eintracht Mahlsdorf II",NA,NA,0.416,0.309,0.275
25,"BSV Al-Dersimspor","VfB Concordia Britz 1916",NA,NA,0.543,0.257,0.2
25,"Berliner SV 1892","FC Internationale Berlin 1980",NA,NA,0.589,0.24,0.171
25,"TSV Rudow Berlin","FSV Berolina Stralau 1901",NA,NA,0.748,0.184,0.069
25,"Köpenicker FC","SV Stern Britz 1889",NA,NA,NA,NA,NA
25,"BFC Preussen II","SC Borsigwalde 1910",NA,NA,NA,NA,NA
25,"BFC Meteor 06","Türkiyemspor Berlin",NA,NA,NA,NA,NA
25,"SV Empor Berlin II","Berliner SC II",NA,NA,NA,NA,NA
25,"BSV Eintracht Mahlsdorf II","FC Viktoria 1889 Berlin II",NA,NA,NA,NA,NA
25,"VfB Concordia Britz 1916","BSV Al-Dersimspor",NA,NA,NA,NA,NA
25,"FC Internationale Berlin 1980","Berliner SV 1892",NA,NA,NA,NA,NA
25,"FSV Berolina Stralau 1901","TSV Rudow Berlin",NA,NA,NA,NA,NA
26,"BSV Al-Dersimspor","FC Viktoria 1889 Berlin II",NA,NA,0.21,0.264,0.525
26,"BFC Meteor 06","BFC Preussen II",NA,NA,0.369,0.33,0.302
26,"FC Internationale Berlin 1980","SV Stern Britz 1889",NA,NA,0.658,0.215,0.127
26,"Berliner SV 1892","TSV Rudow Berlin",NA,NA,0.267,0.304,0.429
26,"FSV Berolina Stralau 1901","Köpenicker FC",NA,NA,0.309,0.336,0.356
26,"VfB Concordia Britz 1916","BSV Eintracht Mahlsdorf II",NA,NA,0.155,0.23,0.615
26,"SV Empor Berlin II","SC Borsigwalde 1910",NA,NA,0.195,0.255,0.55
26,"Berliner SC II","Türkiyemspor Berlin",NA,NA,0.316,0.343,0.341
26,"FC Viktoria 1889 Berlin II","BSV Al-Dersimspor",NA,NA,NA,NA,NA
26,"BFC Preussen II","BFC Meteor 06",NA,NA,NA,NA,NA
26,"SV Stern Britz 1889","FC Internationale Berlin 1980",NA,NA,NA,NA,NA
26,"TSV Rudow Berlin","Berliner SV 1892",NA,NA,NA,NA,NA
26,"Köpenicker FC","FSV Berolina Stralau 1901",NA,NA,NA,NA,NA
26,"BSV Eintracht Mahlsdorf II","VfB Concordia Britz 1916",NA,NA,NA,NA,NA
26,"SC Borsigwalde 1910","SV Empor Berlin II",NA,NA,NA,NA,NA
26,"Türkiyemspor Berlin","Berliner SC II",NA,NA,NA,NA,NA
27,"Köpenicker FC","BFC Meteor 06",NA,NA,0.195,0.255,0.55
27,"BSV Eintracht Mahlsdorf II","SV Empor Berlin II",NA,NA,0.695,0.202,0.103
27,"FSV Berolina Stralau 1901","FC Viktoria 1889 Berlin II",NA,NA,0.218,0.27,0.512
27,"TSV Rudow Berlin","Berliner SC II",NA,NA,0.748,0.184,0.069
27,"SV Stern Britz 1889","Berliner SV 1892",NA,NA,0.113,0.207,0.68
27,"SC Borsigwalde 1910","FC Internationale Berlin 1980",NA,NA,0.48,0.283,0.238
27,"BFC Preussen II","VfB Concordia Britz 1916",NA,NA,0.817,0.161,0.022
27,"Türkiyemspor Berlin","BSV Al-Dersimspor",NA,NA,0.448,0.296,0.257
27,"BFC Meteor 06","Köpenicker FC",NA,NA,NA,NA,NA
27,"SV Empor Berlin II","BSV Eintracht Mahlsdorf II",NA,NA,NA,NA,NA
27,"FC Viktoria 1889 Berlin II","FSV Berolina Stralau 1901",NA,NA,NA,NA,NA
27,"Berliner SC II","TSV Rudow Berlin",NA,NA,NA,NA,NA
27,"Berliner SV 1892","SV Stern Britz 1889",NA,NA,NA,NA,NA
27,"FC Internationale Berlin 1980","SC Borsigwalde 1910",NA,NA,NA,NA,NA
27,"VfB Concordia Britz 1916","BFC Preussen II",NA,NA,NA,NA,NA
27,"BSV Al-Dersimspor","Türkiyemspor Berlin",NA,NA,NA,NA,NA
28,"FC Internationale Berlin 1980","BSV Eintracht Mahlsdorf II",NA,NA,0.267,0.304,0.429
28,"SV Empor Berlin II","BFC Preussen II",NA,NA,0.113,0.207,0.68
28,"Berliner SC II","SV Stern Britz 1889",NA,NA,0.617,0.23,0.153
28,"VfB Concordia Britz 1916","Köpenicker FC",NA,NA,0.21,0.264,0.525
28,"FC Viktoria 1889 Berlin II","Türkiyemspor Berlin",NA,NA,0.558,0.252,0.19
28,"BFC Meteor 06","FSV Berolina Stralau 1901",NA,NA,0.717,0.194,0.089
28,"Berliner SV 1892","SC Borsigwalde 1910",NA,NA,0.48,0.283,0.238
28,"BSV Al-Dersimspor","TSV Rudow Berlin",NA,NA,0.137,0.221,0.642
28,"BSV Eintracht Mahlsdorf II","FC Internationale Berlin 1980",NA,NA,NA,NA,NA
28,"BFC Preussen II","SV Empor Berlin II",NA,NA,NA,NA,NA
28,"SV Stern Britz 1889","Berliner SC II",NA,NA,NA,NA,NA
28,"Köpenicker FC","VfB Concordia Britz 1916",NA,NA,NA,NA,NA
28,"Türkiyemspor Berlin","FC Viktoria 1889 Berlin II",NA,NA,NA,NA,NA
28,"FSV Berolina Stralau 1901","BFC Meteor 06",NA,NA,NA,NA,NA
28,"SC Borsigwalde 1910","Berliner SV 1892",NA,NA,NA,NA,NA
28,"TSV Rudow Berlin","BSV Al-Dersimspor",NA,NA,NA,NA,NA
29,"BFC Preussen II","FC Internationale Berlin 1980",NA,NA,0.683,0.206,0.111
29,"BFC Meteor 06","FC Viktoria 1889 Berlin II",NA,NA,0.496,0.276,0.228
29,"SC Borsigwalde 1910","Berliner SC II",NA,NA,0.527,0.264,0.209
29,"TSV Rudow Berlin","Türkiyemspor Berlin",NA,NA,0.706,0.198,0.096
29,"BSV Eintracht Mahlsdorf II","Berliner SV 1892",NA,NA,0.316,0.343,0.341
29,"FSV Berolina Stralau 1901","VfB Concordia Britz 1916",NA,NA,0.558,0.252,0.19
29,"SV Stern Britz 1889","BSV Al-Dersimspor",NA,NA,0.226,0.275,0.499
29,"Köpenicker FC","SV Empor Berlin II",NA,NA,0.589,0.24,0.171
29,"FC Internationale Berlin 1980","BFC Preussen II",NA,NA,NA,NA,NA
29,"FC Viktoria 1889 Berlin II","BFC Meteor 06",NA,NA,NA,NA,NA
29,"Berliner SC II","SC Borsigwalde 1910",NA,NA,NA,NA,NA
29,"Türkiyemspor Berlin","TSV Rudow Berlin",NA,NA,NA,NA,NA
29,"Berliner SV 1892","BSV Eintracht Mahlsdorf II",NA,NA,NA,NA,NA
29,"VfB Concordia Britz 1916","FSV Berolina Stralau 1901",NA,NA,NA,NA,NA
29,"BSV Al-Dersimspor","SV Stern Britz 1889",NA,NA,NA,NA,NA
29,"SV Empor Berlin II","Köpenicker FC",NA,NA,NA,NA,NA
30,"TSV Rudow Berlin","SC Borsigwalde 1910",NA,NA,0.631,0.224,0.144
30,"BSV Al-Dersimspor","BFC Preussen II",NA,NA,0.155,0.23,0.615
30,"FC Viktoria 1889 Berlin II","SV Stern Britz 1889",NA,NA,0.79,0.17,0.041
30,"FC Internationale Berlin 1980","BFC Meteor 06",NA,NA,0.181,0.246,0.573
30,"Berliner SC II","Köpenicker FC",NA,NA,0.309,0.336,0.356
30,"Türkiyemspor Berlin","BSV Eintracht Mahlsdorf II",NA,NA,0.276,0.31,0.415
30,"Berliner SV 1892","FSV Berolina Stralau 1901",NA,NA,0.631,0.224,0.144
30,"SV Empor Berlin II","VfB Concordia Britz 1916",NA,NA,0.416,0.309,0.275
30,"SC Borsigwalde 1910","TSV Rudow Berlin",NA,NA,NA,NA,NA
30,"BFC Preussen II","BSV Al-Dersimspor",NA,NA,NA,NA,NA
30,"SV Stern Britz 1889","FC Viktoria 1889 Berlin II",NA,NA,NA,NA,NA
30,"BFC Meteor 06","FC Internationale Berlin 1980",NA,NA,NA,NA,NA
30,"Köpenicker FC","Berliner SC II",NA,NA,NA,NA,NA
30,"BSV Eintracht Mahlsdorf II","Türkiyemspor Berlin",NA,NA,NA,NA,NA
30,"FSV Berolina Stralau 1901","Berliner SV 1892",NA,NA,NA,NA,NA
30,"VfB Concordia Britz 1916","SV Empor Berlin II",NA,NA,NA,NA,NA
