ID,Name,Team,Spiele,Tore,Assists,Gelbe.Karten,Gelb.Rote.Karten,Rote.Karten,Einwechslung,Auswechslung,Spielzeit,X11.des.Tages,Nummer,playtime_ratio,avg_playtime_per_game,scorerpoints_per_game,best_player_appearances,best_player_ratio,total_points,matches_played,match_diff,points_per_game,normalized_points_per_game,weighted_score,most_position,second_position,position_percentage,second_position_percentage
849598,Tim Niedenhoff,Berliner SC II,7,0,4,0,0,0,1,2,494,0,19,0.422,0.784,0.571,2,0.286,11,6,1,1.833,0.611,0.614,ZM,ZDM,71%,14%
849600,Görkem Yilmaz,Türkiyemspor Berlin,11,1,0,0,0,0,0,2,919,2,4,0.785,0.928,0.091,0,0,6,3,8,2,0.667,0.688,RV,ST,9%,9%
849601,Enrique Freitag,FC Internationale Berlin 1980,11,0,0,0,0,0,0,2,970,0,8,0.829,0.98,0,4,0.364,14,11,0,1.273,0.424,0.724,ZDM,ZM,55%,36%
849613,Etem Tonk,BSV Al-Dersimspor,10,0,0,0,0,0,0,1,883,0,24,0.755,0.981,0,2,0.2,16,11,-1,1.455,0.485,0.677,IV,ZDM,60%,20%
849622,Dominique Leitner,Berliner SC II,13,2,0,0,0,0,0,0,1170,0,5,1,1,0.154,5,0.385,17,13,0,1.308,0.436,0.79,IV,NA,100%,0%
850594,Dennis Fischer,Berliner SV 1892,4,0,0,0,0,0,4,0,81,0,2,0.069,0.225,0,0,0,10,6,-2,1.667,0.556,0.288,LM,LV,75%,25%
854386,Tom Wessel,SV Empor Berlin II,3,0,0,0,0,0,1,1,159,0,24,0.136,0.589,0,0,0,1,2,1,0.5,0.167,0.225,IV,LM,33%,33%
860630,Kamil Ryszard Borowski,SV Stern Britz 1889,4,0,0,0,0,0,0,2,302,0,NA,0.258,0.839,0,0,0,0,4,0,0,0,0.245,IV,NA,100%,0%
870868,Linus Fürstenow,TSV Rudow Berlin,12,0,0,0,0,0,0,0,1080,0,4,0.923,1,0,6,0.5,29,12,0,2.417,0.806,0.949,IV,NA,100%,0%
871111,Philipp Nikolajewski,FSV Berolina Stralau 1901,12,0,0,0,0,0,4,0,839,0,14,0.717,0.777,0,0,0,1,8,4,0.125,0.042,0.387,IV,RV,58%,8%
872446,Oguz Rencber,Berliner SC II,2,0,0,0,0,0,1,1,70,0,NA,0.06,0.389,0,1,0.5,1,1,1,1,0.333,0.379,LM,NA,50%,0%
872943,Emilio Son,FSV Berolina Stralau 1901,3,0,0,0,0,0,3,0,83,0,7,0.071,0.307,0,0,0,0,0,3,0,0,0.083,NA,NA,NA%,0%
877594,Nico Hauf,SV Stern Britz 1889,9,0,0,0,0,0,4,1,481,0,13,0.411,0.594,0,0,0,1,5,4,0.2,0.067,0.269,IV,ST,22%,11%
886558,Elias Thürigen,SV Empor Berlin II,8,0,0,0,0,0,1,0,675,0,5,0.577,0.938,0,2,0.25,5,8,0,0.625,0.208,0.519,IV,NA,100%,0%
889788,Viktor Kreisel,FSV Berolina Stralau 1901,1,0,0,0,0,0,1,1,15,0,20,0.013,0.167,0,0,0,0,0,1,0,0,0.037,NA,NA,NA%,0%
890602,Simon Albrecht,SV Empor Berlin II,1,0,0,0,0,0,0,1,57,0,NA,0.049,0.633,0,0,0,0,1,0,0,0,0.141,ZM,NA,100%,0%
906538,Albert Bauder,FC Internationale Berlin 1980,7,2,0,0,0,0,4,3,279,0,9,0.238,0.443,0.286,1,0.143,4,3,4,1.333,0.444,0.381,ST,NA,43%,0%
908725,Robin Koller,SV Stern Britz 1889,2,0,0,0,0,0,1,0,111,0,NA,0.095,0.617,0,0,0,1,1,1,1,0.333,0.285,TW,NA,50%,0%
912413,Marc Michas,BSV Eintracht Mahlsdorf II,10,1,5,0,0,0,2,5,669,2,10,0.572,0.743,0.6,1,0.1,16,8,2,2,0.667,0.617,ZM,ST,40%,30%
928175,Habib Jalloh,Türkiyemspor Berlin,6,4,0,0,1,0,1,2,460,1,16,0.393,0.852,0.667,0,0,6,5,1,1.2,0.4,0.448,LM,NA,83%,0%
931868,Mohammed Hassane,TSV Rudow Berlin,12,2,0,0,0,0,0,1,1035,1,17,0.885,0.958,0.167,2,0.167,29,12,0,2.417,0.806,0.83,ZDM,RM,50%,25%
933040,Ian Häberle,FSV Berolina Stralau 1901,11,0,0,0,0,0,0,2,917,0,22,0.784,0.926,0,0,0,11,11,0,1,0.333,0.554,IV,ZM,73%,18%
939983,Niklas Isberner,BSV Eintracht Mahlsdorf II,10,0,0,0,0,0,4,1,544,0,4,0.465,0.604,0,1,0.1,10,6,4,1.667,0.556,0.513,IV,RV,40%,10%
939988,Leorant Abduli,BSV Al-Dersimspor,1,0,0,0,0,0,1,0,39,0,23,0.033,0.433,0,0,0,0,0,1,0,0,0.097,NA,NA,NA%,0%
946138,Ali Mert Koca,Türkiyemspor Berlin,5,0,0,0,0,0,2,1,276,0,15,0.236,0.613,0,0,0,0,2,3,0,0,0.193,RM,NA,40%,0%
946153,Ertugrul Aktas,Türkiyemspor Berlin,8,0,0,0,0,0,0,0,720,1,13,0.615,1,0,0,0,9,6,2,1.5,0.5,0.585,TW,ST,50%,12%
946158,Talha Sennur,TSV Rudow Berlin,8,6,0,0,0,0,1,4,622,1,24,0.532,0.864,0.75,2,0.25,10,4,4,2.5,0.833,0.741,ST,ZOM,38%,12%
946160,Milan Daus,FC Internationale Berlin 1980,10,1,0,0,0,0,1,2,803,0,10,0.686,0.892,0.1,5,0.5,16,10,0,1.6,0.533,0.748,ST,LM,60%,20%
952736,Devis Meißner,BSV Eintracht Mahlsdorf II,1,1,1,0,0,0,0,1,55,0,NA,0.047,0.611,2,2,2,4,8,-7,0.5,0.167,0.803,TW,RM,700%,100%
953241,Magnus Crone,SC Borsigwalde 1910,8,2,0,0,0,0,0,5,609,0,14,0.521,0.846,0.25,2,0.25,16,10,-2,1.6,0.533,0.614,RM,ST,62%,38%
956353,Fabio Rondinelli,SC Borsigwalde 1910,6,0,0,0,0,0,2,4,355,0,9,0.303,0.657,0,1,0.167,8,5,1,1.6,0.533,0.486,RM,LM,67%,17%
990217,Tim Paschke,Berliner SV 1892,5,2,0,0,0,0,4,1,112,0,13,0.096,0.249,0.4,0,0,0,1,4,0,0,0.079,RM,NA,20%,0%
990236,Stefano Tedesco,Berliner SV 1892,10,0,0,0,0,0,1,1,795,0,22,0.679,0.883,0,1,0.1,18,9,1,2,0.667,0.677,IV,NA,90%,0%
994879,Simon Böhm,BFC Meteor 06,10,8,1,5,0,0,1,6,794,5,11,0.679,0.882,0.9,3,0.3,21,9,1,2.333,0.778,0.781,ST,NA,90%,0%
1008335,Marcus Grund,BSV Eintracht Mahlsdorf II,3,0,0,0,0,0,3,0,65,1,NA,0.056,0.241,0,0,0,0,0,3,0,0,0.065,NA,NA,NA%,0%
1012823,Danilo Arsic,Berliner SC II,4,2,0,0,0,0,1,2,206,1,11,0.176,0.572,0.5,1,0.25,2,3,1,0.667,0.222,0.331,ST,NA,75%,0%
1019739,Philipp Macketanz,SV Empor Berlin II,6,0,0,0,0,0,4,0,277,0,15,0.237,0.513,0,0,0,1,3,3,0.333,0.111,0.218,IV,LV,33%,17%
1021635,Patrick Büch,FC Viktoria 1889 Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1053158,Akiyasu Tsuchiya,FSV Berolina Stralau 1901,8,0,0,0,0,0,3,5,350,0,6,0.299,0.486,0,0,0,7,5,3,1.4,0.467,0.374,ZM,ST,50%,12%
1059166,Kenan Halilcevic,BSV Eintracht Mahlsdorf II,11,8,2,0,0,0,0,9,845,1,17,0.722,0.854,0.909,2,0.182,22,11,0,2,0.667,0.709,LM,RM,82%,9%
1074492,Demba Mendy,SV Empor Berlin II,9,2,0,0,0,0,2,2,643,0,9,0.55,0.794,0.222,3,0.333,7,8,1,0.875,0.292,0.54,ST,CF,44%,22%
1075243,Adrian Thiemann,Köpenicker FC,10,0,0,0,0,0,0,0,900,0,1,0.769,1,0,3,0.3,10,10,0,1,0.333,0.654,TW,NA,100%,0%
1077595,David Mpembele Nzongo,SC Borsigwalde 1910,3,0,0,0,0,0,3,0,78,0,25,0.067,0.289,0,0,0,0,0,3,0,0,0.078,NA,NA,NA%,0%
1080229,Tobias Reuter,FSV Berolina Stralau 1901,12,0,0,0,0,0,1,2,970,0,4,0.829,0.898,0,1,0.083,8,11,1,0.727,0.242,0.55,ZM,IV,58%,8%
1081154,Achmed El-Noumeiri,BSV Al-Dersimspor,2,0,0,0,0,0,1,1,58,0,NA,0.05,0.322,0,0,0,0,0,2,0,0,0.079,NA,NA,NA%,0%
1083348,Darnell Bruns,VfB Concordia Britz 1916,8,1,0,0,0,0,2,2,520,0,11,0.444,0.722,0.125,0,0,0,6,2,0,0,0.278,ST,LM,38%,25%
1083352,Leon Ketel,VfB Concordia Britz 1916,5,0,0,0,0,0,0,1,405,0,1,0.346,0.9,0,0,0,0,5,0,0,0,0.284,TW,NA,100%,0%
1083354,Merlin Schulz,VfB Concordia Britz 1916,1,0,0,0,0,0,1,0,13,0,8,0.011,0.144,0,4,4,10,10,-9,1,0.333,1.365,IV,NA,1100%,0%
1084756,Leon Ibrom,Berliner SC II,11,2,0,0,0,0,0,1,913,0,4,0.78,0.922,0.182,2,0.182,14,11,0,1.273,0.424,0.643,IV,RV,91%,9%
1084792,Rene Lohmeier,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1084796,Sam Misgayski,SV Empor Berlin II,1,0,0,0,0,0,1,0,8,0,22,0.007,0.089,0,0,0,0,0,1,0,0,0.02,NA,NA,NA%,0%
1089199,Pablo Guillen,FSV Berolina Stralau 1901,9,0,0,0,0,0,1,6,658,0,8,0.562,0.812,0,0,0,5,8,1,0.625,0.208,0.414,ZM,ST,44%,33%
1091094,Luca Wojan,SV Stern Britz 1889,10,1,0,0,0,0,0,5,833,0,22,0.712,0.926,0.1,0,0,10,10,0,1,0.333,0.532,ZM,ZDM,40%,30%
1098901,Onur Kalkan,BSV Al-Dersimspor,6,0,0,0,0,0,1,3,334,0,63,0.285,0.619,0,0,0,4,5,1,0.8,0.267,0.316,IV,NA,83%,0%
1102126,Tarek Borchmeier,Köpenicker FC,12,0,0,0,0,0,0,4,962,0,13,0.822,0.891,0,1,0.083,12,12,0,1,0.333,0.583,ZM,LM,75%,17%
1102130,Roman Ilinseer,Köpenicker FC,11,8,1,0,0,0,4,7,695,2,18,0.594,0.702,0.818,1,0.091,5,7,4,0.714,0.238,0.441,ST,NA,64%,0%
1102140,Abdoulaye Djibril Diallo,Türkiyemspor Berlin,5,2,0,0,0,0,0,2,439,1,NA,0.375,0.976,0.4,3,0.6,11,8,-3,1.375,0.458,0.671,ZM,RV,100%,60%
1102174,Baris Güngör,BSV Al-Dersimspor,3,0,1,0,0,0,1,1,163,0,NA,0.139,0.604,0.333,0,0,3,2,1,1.5,0.5,0.362,ZM,ZOM,33%,33%
1102194,Pascal Bräkow,SV Empor Berlin II,12,0,0,0,0,0,0,4,1024,0,2,0.875,0.948,0,1,0.083,8,12,0,0.667,0.222,0.566,RM,RV,33%,25%
1102198,Pjotr Xaver Strelets,SV Empor Berlin II,3,0,0,0,0,0,2,1,69,0,NA,0.059,0.256,0,1,0.333,1,1,2,1,0.333,0.302,LV,NA,33%,0%
1102215,Amin Malik Chahed,FC Internationale Berlin 1980,4,0,0,0,0,0,4,0,46,0,77,0.039,0.128,0,0,0,0,0,4,0,0,0.037,NA,NA,NA%,0%
1102271,Niklas Jost,Berliner SV 1892,12,1,0,0,0,0,0,0,1080,0,4,0.923,1,0.083,2,0.167,24,12,0,2,0.667,0.794,IV,RV,58%,17%
1102273,Mario Mikic,Berliner SV 1892,2,0,0,0,0,0,1,1,94,0,14,0.08,0.522,0,0,0,0,1,1,0,0,0.128,RV,NA,50%,0%
1102310,Paul Busche,Berliner SV 1892,11,1,0,0,0,0,5,5,580,1,7,0.496,0.586,0.091,2,0.182,12,6,5,2,0.667,0.587,ZM,LM,18%,9%
1105603,Firooz Ahmadi,Berliner SV 1892,1,0,0,0,0,0,1,0,16,0,NA,0.014,0.178,0,0,0,0,0,1,0,0,0.04,NA,NA,NA%,0%
1109767,Oskar Schlembach,FC Viktoria 1889 Berlin II,3,1,0,0,0,0,2,1,105,0,21,0.09,0.389,0.333,0,0,3,1,2,3,1,0.505,ZDM,NA,33%,0%
1117111,Joshua Tröger,Berliner SV 1892,10,1,0,0,0,0,2,4,710,0,24,0.607,0.789,0.1,4,0.4,21,8,2,2.625,0.875,0.81,RV,RM,40%,30%
1118199,Muzaffer Kirimoglu,Türkiyemspor Berlin,7,0,0,0,0,0,3,0,428,0,9,0.366,0.679,0,0,0,5,5,2,1,0.333,0.379,ST,NA,57%,0%
1118240,Samet Sennur,TSV Rudow Berlin,8,1,0,0,0,0,3,4,477,0,11,0.408,0.662,0.125,2,0.25,10,4,4,2.5,0.833,0.663,ST,ZOM,38%,12%
1119437,Jasper Büll,FC Internationale Berlin 1980,1,0,0,0,0,0,1,0,3,0,NA,0.003,0.033,0,0,0,0,0,1,0,0,0.008,NA,NA,NA%,0%
1119568,Ibrahim Diallo,FSV Berolina Stralau 1901,6,0,1,0,0,0,4,2,220,0,10,0.188,0.407,0.167,3,0.5,11,8,-2,1.375,0.458,0.471,ZM,RV,83%,50%
1119607,Jordy Gase,VfB Concordia Britz 1916,10,1,0,0,0,0,3,6,506,0,25,0.432,0.562,0.1,0,0,0,1,9,0,0,0.242,ST,NA,10%,0%
1119739,Dominik Thonfeld,TSV Rudow Berlin,6,0,1,0,0,0,5,1,136,0,23,0.116,0.252,0.167,0,0,0,1,5,0,0,0.085,ZM,NA,17%,0%
1132985,Ayham Heimur,BFC Meteor 06,13,3,5,2,0,0,2,9,863,0,92,0.738,0.738,0.615,2,0.154,18,11,2,1.636,0.545,0.633,LM,RM,31%,15%
1135576,Jakob Klautzsch,FC Viktoria 1889 Berlin II,3,0,0,0,0,0,0,1,225,0,NA,0.192,0.833,0,0,0,4,3,0,1.333,0.444,0.402,LV,ZM,67%,33%
1150915,Tilman Schinzel,SV Empor Berlin II,7,0,0,0,0,0,0,0,630,0,14,0.538,1,0,2,0.286,6,8,-1,0.75,0.25,0.547,IV,ZDM,100%,14%
1151082,Simon Stefanovic,FC Viktoria 1889 Berlin II,12,0,0,0,0,0,1,1,999,0,7,0.854,0.925,0,4,0.333,19,12,0,1.583,0.528,0.752,LV,IV,58%,17%
1155862,Leon Schmeißer,BSV Eintracht Mahlsdorf II,6,3,1,0,0,0,0,4,451,0,20,0.385,0.835,0.667,1,0.167,12,6,0,2,0.667,0.599,RM,ST,50%,33%
1170035,Rayk Stahnke,Köpenicker FC,2,0,0,0,0,0,2,0,38,0,26,0.032,0.211,0,0,0,0,0,2,0,0,0.052,NA,NA,NA%,0%
1173011,Deniz Gassen,VfB Concordia Britz 1916,7,0,0,0,0,0,5,1,292,0,10,0.25,0.463,0,1,0.143,0,2,5,0,0,0.211,ZM,NA,29%,0%
1181874,Julius Böke,BFC Meteor 06,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1185789,Jakob Oevermann,Berliner SC II,4,1,0,0,0,0,2,0,261,0,15,0.223,0.725,0.25,1,0.25,4,2,2,2,0.667,0.554,IV,NA,50%,0%
1186665,Thomaz Klingl,FC Internationale Berlin 1980,1,0,0,0,0,0,0,0,90,0,10,0.077,1,0,0,0,3,1,0,3,1,0.623,ST,NA,100%,0%
1198078,Ole Bresemann,FSV Berolina Stralau 1901,9,2,2,0,0,0,4,4,518,2,9,0.443,0.64,0.444,1,0.111,6,5,4,1.2,0.4,0.454,ST,NA,56%,0%
1202663,Eric Stier,FSV Berolina Stralau 1901,12,2,3,0,0,0,2,6,858,2,5,0.733,0.794,0.417,2,0.167,10,10,2,1,0.333,0.562,ST,RF,75%,8%
1239218,Soner Gültepe,Berliner SV 1892,6,0,0,0,0,0,6,0,60,0,26,0.051,0.111,0,0,0,0,0,6,0,0,0.038,NA,NA,NA%,0%
1256639,Falk Marquard,SV Empor Berlin II,1,0,0,0,0,0,0,0,90,0,NA,0.077,1,0,1,1,1,1,0,1,0.333,0.656,ZM,NA,100%,0%
1263535,Jonathan Stolp,SV Empor Berlin II,8,3,0,0,0,0,3,2,569,0,7,0.486,0.79,0.375,0,0,3,5,3,0.6,0.2,0.384,CF,LM,25%,12%
1263543,Lucas Hufnagel,FSV Berolina Stralau 1901,1,0,0,0,0,0,1,0,21,0,NA,0.018,0.233,0,0,0,0,0,1,0,0,0.052,NA,NA,NA%,0%
1275859,Hong Phuc Dinh,SV Empor Berlin II,4,2,0,0,0,0,2,2,189,0,17,0.162,0.525,0.5,0,0,1,2,2,0.5,0.167,0.22,LM,ST,25%,25%
1296888,Oguzhan Codura,Türkiyemspor Berlin,5,0,0,0,0,0,1,3,312,0,10,0.267,0.693,0,0,0,6,4,1,1.5,0.5,0.419,ST,NA,80%,0%
1317878,Firat Yildirim,SC Borsigwalde 1910,6,0,0,0,0,0,1,1,437,0,15,0.374,0.809,0,2,0.333,5,4,2,1.25,0.417,0.541,ZDM,ZOM,33%,33%
1325188,Marcel Frobenius,SV Stern Britz 1889,7,0,0,0,0,0,3,0,423,0,37,0.362,0.671,0,1,0.143,1,4,3,0.25,0.083,0.319,RV,LV,43%,14%
1326499,Stefan Nicola,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1334973,Florian Nikolai Thalhofer,Türkiyemspor Berlin,6,0,0,0,0,0,2,2,317,1,17,0.271,0.587,0,0,0,9,4,2,2.25,0.75,0.499,RV,LM,50%,17%
1336298,Fredy Balde,BFC Meteor 06,6,1,1,0,0,0,4,1,173,1,8,0.148,0.32,0.333,1,0.167,3,2,4,1.5,0.5,0.358,LM,NA,17%,0%
1336637,Alexander Gajda,BFC Preussen II,9,1,0,0,0,0,6,2,316,0,14,0.27,0.39,0.111,1,0.111,6,3,6,2,0.667,0.459,RV,NA,33%,0%
1338125,Nikolaos Kaggelidids,Berliner SC II,10,1,0,0,0,0,0,2,824,0,3,0.704,0.916,0.1,0,0,13,10,0,1.3,0.433,0.568,LV,RV,90%,10%
1338340,David Nagel,FC Viktoria 1889 Berlin II,7,2,1,0,0,0,2,4,380,0,4,0.325,0.603,0.429,2,0.286,7,6,1,1.167,0.389,0.46,IV,NA,71%,0%
1344500,Marius Schreiber,BSV Eintracht Mahlsdorf II,1,0,1,0,0,0,0,0,90,0,8,0.077,1,1,0,0,3,1,0,3,1,0.623,LV,NA,100%,0%
1344722,Nils Szerwinski,BFC Preussen II,6,1,0,0,0,0,6,0,153,0,21,0.131,0.283,0.167,0,0,0,0,6,0,0,0.096,NA,NA,NA%,0%
1352394,Malte Meißner,VfB Concordia Britz 1916,8,0,0,0,0,0,1,0,675,0,33,0.577,0.938,0,2,0.25,4,8,0,0.5,0.167,0.502,TW,RM,88%,12%
1355989,Khaled El-Okkla,SC Borsigwalde 1910,10,0,0,0,0,0,2,1,702,1,27,0.6,0.78,0,4,0.4,11,8,2,1.375,0.458,0.639,IV,NA,80%,0%
1358063,Tommes Diallo,SV Stern Britz 1889,6,0,0,0,0,0,0,0,540,0,2,0.462,1,0,3,0.5,11,8,-2,1.375,0.458,0.672,ZM,RV,83%,50%
1359263,Marcos Terzopulos-Koutsoubas,BFC Meteor 06,3,0,0,2,0,0,1,1,157,0,5,0.134,0.581,0,0,0,3,1,2,3,1,0.556,RV,NA,33%,0%
1359284,Dennis Pyplatz,SV Stern Britz 1889,11,1,0,0,0,0,4,4,614,0,24,0.525,0.62,0.091,1,0.091,3,7,4,0.429,0.143,0.366,ZDM,ZM,27%,27%
1362203,Stefan Glaser,Berliner SC II,11,0,4,0,0,0,2,3,888,0,9,0.759,0.897,0.364,3,0.273,13,9,2,1.444,0.481,0.681,ST,RM,64%,9%
1368732,David Chukwu,SC Borsigwalde 1910,3,0,0,0,0,0,2,0,126,0,NA,0.108,0.467,0,0,0,3,1,2,3,1,0.526,LV,NA,33%,0%
1370808,Daniel Bader,VfB Concordia Britz 1916,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1370831,Moreno Schneider,FC Internationale Berlin 1980,6,0,0,0,0,0,1,0,483,0,19,0.413,0.894,0,2,0.333,6,5,1,1.2,0.4,0.563,RM,CF,33%,17%
1371280,Pascal-Rene Jüterbock,BFC Meteor 06,6,1,2,1,0,0,4,1,285,1,84,0.244,0.528,0.5,0,0,6,2,4,3,1,0.579,LM,RM,17%,17%
1371324,Leeroy-Life Leffke,FSV Berolina Stralau 1901,7,0,0,0,0,0,7,0,113,0,13,0.097,0.179,0,0,0,0,0,7,0,0,0.065,NA,NA,NA%,0%
1375485,Ferhat Ömür,Türkiyemspor Berlin,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1384597,Nico Hasenbank,VfB Concordia Britz 1916,2,0,0,0,0,0,1,0,106,0,NA,0.091,0.589,0,0,0,0,1,1,0,0,0.145,ZM,NA,50%,0%
1384826,Benedikt Schmidtmann,VfB Concordia Britz 1916,11,0,0,0,0,0,2,2,802,0,23,0.685,0.81,0,2,0.182,1,10,1,0.1,0.033,0.435,LV,RV,45%,27%
1389946,Arne-Luca Auctun,VfB Concordia Britz 1916,12,1,0,0,0,0,0,1,1012,0,19,0.865,0.937,0.083,2,0.167,1,12,0,0.083,0.028,0.508,IV,NA,92%,0%
1390295,Ömer Tanis,Türkiyemspor Berlin,12,1,0,0,0,0,2,0,981,0,8,0.838,0.908,0.083,2,0.167,15,11,1,1.364,0.455,0.665,ZDM,LM,50%,17%
1395099,Marvin Knape,FC Viktoria 1889 Berlin II,2,0,0,0,0,0,1,0,91,0,20,0.078,0.506,0,0,0,0,1,1,0,0,0.125,RV,NA,50%,0%
1401763,Luca Carius,Köpenicker FC,11,0,0,0,0,0,0,0,990,0,6,0.846,1,0,3,0.273,12,11,0,1.091,0.364,0.681,IV,LM,82%,9%
1423572,Meiko Hesse,BFC Preussen II,10,0,0,0,0,0,4,5,638,0,6,0.545,0.709,0,0,0,13,6,4,2.167,0.722,0.594,ZDM,ZM,40%,20%
1424435,Alfredo-Manuel Villanueva Bravo,FSV Berolina Stralau 1901,3,1,0,0,0,0,0,2,230,0,10,0.197,0.852,0.333,0,0,1,2,1,0.5,0.167,0.296,LF,ST,33%,33%
1424468,Julian Bufe,BSV Eintracht Mahlsdorf II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1424472,Tom Rostock,Köpenicker FC,2,0,0,0,0,0,0,2,90,0,NA,0.077,0.5,0,0,0,4,2,0,2,0.667,0.39,RM,ZM,50%,50%
1424475,Oliver Spigaht,BSV Eintracht Mahlsdorf II,6,0,1,0,0,0,4,1,195,0,6,0.167,0.361,0.167,0,0,6,2,4,3,1,0.522,RM,NA,33%,0%
1442249,Jeremy Herrmann,FC Viktoria 1889 Berlin II,11,0,0,0,0,0,1,2,850,0,26,0.726,0.859,0,0,0,16,10,1,1.6,0.533,0.603,ZDM,ZM,36%,27%
1442312,Lukas-Noah Littler,FC Viktoria 1889 Berlin II,5,0,0,0,0,0,1,0,391,0,2,0.334,0.869,0,0,0,4,4,1,1,0.333,0.407,IV,NA,60%,0%
1442314,Mirko Wach,FC Viktoria 1889 Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1447154,Bryan Lilja,Berliner SC II,1,0,0,0,0,0,0,1,76,0,18,0.065,0.844,0,0,0,3,1,0,3,1,0.588,LM,NA,100%,0%
1450648,Kenan Özen,Türkiyemspor Berlin,8,0,0,0,0,0,5,3,231,0,6,0.197,0.321,0,0,0,8,5,3,1.6,0.533,0.337,ZDM,IV,38%,12%
1472494,Lennart Nerlich,BFC Meteor 06,12,1,1,4,0,0,0,0,1080,2,5,0.923,1,0.167,4,0.333,24,12,0,2,0.667,0.844,IV,NA,100%,0%
1472506,Jannik Jantzen,BFC Meteor 06,10,2,5,5,0,0,1,7,716,3,27,0.612,0.796,0.7,4,0.4,18,9,1,2,0.667,0.729,ZDM,ZOM,50%,20%
1474129,Milan Stricker,FSV Berolina Stralau 1901,1,0,0,0,0,0,0,1,57,0,NA,0.049,0.633,0,1,1,0,1,0,0,0,0.441,ST,NA,100%,0%
1474135,Georg Schönfelder,FSV Berolina Stralau 1901,10,0,0,0,0,0,0,2,868,0,3,0.742,0.964,0,0,0,9,10,0,0.9,0.3,0.535,IV,NA,100%,0%
1485731,Chae-Hyun Jeong,FC Viktoria 1889 Berlin II,10,0,1,0,0,0,1,5,777,0,11,0.664,0.863,0.1,0,0,14,9,1,1.556,0.519,0.579,RM,LM,60%,10%
1507227,Marvin Müller,BSV Eintracht Mahlsdorf II,1,0,1,1,0,0,0,0,90,0,NA,0.077,1,1,0,0,6,3,-2,2,0.667,0.49,ZDM,RM,300%,100%
1529436,Anton Neumann,Köpenicker FC,10,0,0,0,0,0,1,6,711,0,14,0.608,0.79,0,2,0.2,7,10,0,0.7,0.233,0.494,ZM,LV,80%,20%
1530046,Amir-Mohamad Yassine,VfB Concordia Britz 1916,6,1,0,0,0,0,6,0,161,0,26,0.138,0.298,0.167,0,0,0,0,6,0,0,0.101,NA,NA,NA%,0%
1531048,Tolgahan Can Eskin,Türkiyemspor Berlin,5,0,0,0,0,0,3,1,210,0,21,0.179,0.467,0,1,0.2,6,2,3,3,1,0.607,LM,NA,40%,0%
1531473,Björn Heydemann,BSV Eintracht Mahlsdorf II,2,1,0,0,0,0,0,1,157,0,NA,0.134,0.872,0.5,0,0,6,2,0,3,1,0.615,ST,NA,100%,0%
1543040,Tom-Niclas Hamann,Köpenicker FC,7,1,0,0,0,0,3,0,439,0,23,0.375,0.697,0.143,0,0,5,4,3,1.25,0.417,0.419,IV,NA,57%,0%
1549054,Jonas Becker,TSV Rudow Berlin,9,0,0,0,0,0,1,2,654,3,3,0.559,0.807,0,0,0,22,8,1,2.75,0.917,0.696,IV,NA,89%,0%
1553439,Tamer Emre Ertürkler,Türkiyemspor Berlin,7,0,0,0,0,0,4,2,315,0,17,0.269,0.5,0,0,0,3,3,4,1,0.333,0.314,ST,NA,43%,0%
1556419,Jesse Kreuschner,Berliner SC II,4,0,0,0,0,0,0,0,360,0,31,0.308,1,0,0,0,8,4,0,2,0.667,0.559,TW,NA,100%,0%
1556587,Vito Everett Dieckert,FC Viktoria 1889 Berlin II,8,1,0,0,0,0,1,3,555,0,9,0.474,0.771,0.125,2,0.25,13,7,1,1.857,0.619,0.619,ZM,ZDM,50%,25%
1571578,Tim Höfer,Köpenicker FC,1,0,0,0,0,0,0,0,90,0,NA,0.077,1,0,1,1,0,1,0,0,0,0.523,TW,NA,100%,0%
1585477,Ben Fidanboy,Berliner SC II,5,1,1,0,0,0,4,0,218,0,28,0.186,0.484,0.4,0,0,3,1,4,3,1,0.553,RV,NA,20%,0%
1598790,Luca Raoul Al-Habash,Berliner SC II,1,0,0,0,0,0,0,1,61,0,NA,0.052,0.678,0,0,0,3,1,0,3,1,0.551,RM,NA,100%,0%
1608375,Chidera Iwuozor,Berliner SV 1892,6,0,0,0,0,0,2,4,276,0,6,0.236,0.511,0,0,0,6,4,2,1.5,0.5,0.373,LM,LV,33%,17%
1611107,Erhan Kücükosman,Berliner SC II,6,0,0,0,0,0,3,3,355,0,10,0.303,0.657,0,0,0,7,3,3,2.333,0.778,0.533,RM,ST,33%,17%
