ID,Name,Team,Nummer
990092,Konrad Clemens Emil Ladendorf,Polar Pinguin Berlin,
997748,Mohamed Mahawech,Polar Pinguin Berlin,
1117050,Jonathan Maurer,Sp.Vg. Blau Weiß 1890 Berlin,
114483,Darryl Julian Geurts,Sp.Vg. Blau Weiß 1890 Berlin,
1163228,Nils Köhne,Sp.Vg. Blau Weiß 1890 Berlin,
1232142,Niklas Struck,Sp.Vg. Blau Weiß 1890 Berlin,
133195,Glodi Danila-Doda Zingu,Sp.Vg. Blau Weiß 1890 Berlin,
1465520,Guilherme Henrique Lopes De Oliveira,Sp.Vg. Blau Weiß 1890 Berlin,
1606953,Gentonis Ademaj,Sp.Vg. Blau Weiß 1890 Berlin,
1775816,Furkan Kemer,Sp.Vg. Blau Weiß 1890 Berlin,
1788264,Ahmed Omairat,Sp.Vg. Blau Weiß 1890 Berlin,
1878344,Emre Rosin,Sp.Vg. Blau Weiß 1890 Berlin,
196093,Niklas Wiebach,Sp.Vg. Blau Weiß 1890 Berlin,
2233338,Kaim Kaya,Sp.Vg. Blau Weiß 1890 Berlin,
2357358,Nireas Igkmpinompa,Sp.Vg. Blau Weiß 1890 Berlin,
2371700,Mert-Zihni Tuncer,Sp.Vg. Blau Weiß 1890 Berlin,
2394201,Oleksandr Kuz,Sp.Vg. Blau Weiß 1890 Berlin,
2457751,Alexander Todorov,Sp.Vg. Blau Weiß 1890 Berlin,
289946,Michael Hinz,Sp.Vg. Blau Weiß 1890 Berlin,
302248,Philip Schulz,Sp.Vg. Blau Weiß 1890 Berlin,
309799,Gelicio Aurelio Banze,Sp.Vg. Blau Weiß 1890 Berlin,
346893,Maurice Froelian,Sp.Vg. Blau Weiß 1890 Berlin,
364701,Tim Grabow,Sp.Vg. Blau Weiß 1890 Berlin,
396086,Neil-Nigel Bier,Sp.Vg. Blau Weiß 1890 Berlin,
489703,Marcel Rausch,Sp.Vg. Blau Weiß 1890 Berlin,
489704,Florian Kohls,Sp.Vg. Blau Weiß 1890 Berlin,
540252,Mike Brömer,Sp.Vg. Blau Weiß 1890 Berlin,
554275,Simon Schrade,Sp.Vg. Blau Weiß 1890 Berlin,
558583,Mohamed Saloun Tour√©,Sp.Vg. Blau Weiß 1890 Berlin,
562338,Fabian Engel,Sp.Vg. Blau Weiß 1890 Berlin,
583631,Fynn Johannes Rocktäschel,Sp.Vg. Blau Weiß 1890 Berlin,
838399,Lionel Salla,Sp.Vg. Blau Weiß 1890 Berlin,
845407,Justin Maple,Sp.Vg. Blau Weiß 1890 Berlin,
909936,Marcel Steiner,Sp.Vg. Blau Weiß 1890 Berlin,
1119739,Dominik Thonfeld,TSV Rudow Berlin,
113983,Fabian Fritsche,TSV Rudow Berlin,
114923,Omid Saberdest,TSV Rudow Berlin,
1366316,Ali Iraqui,TSV Rudow Berlin,
1549054,Jonas Becker,TSV Rudow Berlin,
1617176,Elias Burda,TSV Rudow Berlin,
1889079,Yannick Emanuel Wöhle,TSV Rudow Berlin,
2132646,Abdullah Bayram,TSV Rudow Berlin,
2346194,Süleyman Aktas,TSV Rudow Berlin,
2346195,Ahmad Haj Youssef,TSV Rudow Berlin,
2377145,Leon Merke,TSV Rudow Berlin,
2417264,Aron Murseli,TSV Rudow Berlin,
2470085,Hasan Iraqui,TSV Rudow Berlin,
2470086,Teoman Anik,TSV Rudow Berlin,
289951,Lucas Robbin Bähr,TSV Rudow Berlin,
358358,Melih Hortum,TSV Rudow Berlin,
371537,Martin Gromotka,TSV Rudow Berlin,
540422,Leonard Kirschner,TSV Rudow Berlin,
627319,Matteo Günther,TSV Rudow Berlin,
665786,Nemanja Samardzic,TSV Rudow Berlin,
666744,Mushakir Razeek,TSV Rudow Berlin,
693057,Merdan Baba,TSV Rudow Berlin,
821531,Luca Ehrich,TSV Rudow Berlin,
870868,Linus Fürstenow,TSV Rudow Berlin,
892549,Noah Fakhro,TSV Rudow Berlin,
931868,Mohammed Hassane,TSV Rudow Berlin,
1057850,Benjamin Sommer,VfB Fortuna Biesdorf,
1148410,Felix Wieschollek,VfB Fortuna Biesdorf,
1261283,Maximilian Sangel,VfB Fortuna Biesdorf,
1344522,Darvin Schramm,VfB Fortuna Biesdorf,
1474133,Ole Eric Petschner,VfB Fortuna Biesdorf,
1488321,Toni Kaftan,VfB Fortuna Biesdorf,
165291,Jean-Claude Nanevie,VfB Fortuna Biesdorf,
1890440,Kambiz Walizada,VfB Fortuna Biesdorf,
1891971,David Dang Tran,VfB Fortuna Biesdorf,
1892782,Yussef Jradi,VfB Fortuna Biesdorf,
1892787,Emmanuel Bessong Ngam,VfB Fortuna Biesdorf,
1937240,Paulo Krause Barrufet,VfB Fortuna Biesdorf,
1979838,Liam Engfer,VfB Fortuna Biesdorf,
2045364,Mohammad Mansour,VfB Fortuna Biesdorf,
2089320,Alex Steinke,VfB Fortuna Biesdorf,
2261424,Ibrahim Haj Youssef,VfB Fortuna Biesdorf,
2285443,Jonas Maroske,VfB Fortuna Biesdorf,
2300584,Justus Thore Schwandt,VfB Fortuna Biesdorf,
238370,Dennis März,VfB Fortuna Biesdorf,
2407420,Tim Stuff,VfB Fortuna Biesdorf,
351055,Benjamin Kadur,VfB Fortuna Biesdorf,
357915,Rico Pohlmann,VfB Fortuna Biesdorf,
527502,Urim Nerjovaj,VfB Fortuna Biesdorf,
557905,Angelino Neidhardt,VfB Fortuna Biesdorf,
635261,Miguel Hartwig,VfB Fortuna Biesdorf,
665308,Philip Kadur,VfB Fortuna Biesdorf,
666811,Pascal Treibert,VfB Fortuna Biesdorf,
737003,Moritz Künne,VfB Fortuna Biesdorf,
849634,Leonard Sowa,VfB Fortuna Biesdorf,
1018957,Lorenzo Pablo Mbile Sanchez,SSC Südwest 1947,
1051581,Lukas Schulze,SSC Südwest 1947,
1116939,Manuel Hahn,SSC Südwest 1947,
1119735,Juan Cernescu,SSC Südwest 1947,
1338340,David Nagel,SSC Südwest 1947,
1359793,Martin Oliver Kascha,SSC Südwest 1947,
1556591,Richard Rumler,SSC Südwest 1947,
1577700,Mohamed Rayen Chafra,SSC Südwest 1947,
1613629,Melvin Glaser,SSC Südwest 1947,
1724998,Gian-Luca Blume,SSC Südwest 1947,
1765236,Felix Seddig,SSC Südwest 1947,
1844094,Zahm Rad,SSC Südwest 1947,
1890011,Edin Sejdic,SSC Südwest 1947,
1892808,Berk Karadayi,SSC Südwest 1947,
2159348,Vincent Wolff,SSC Südwest 1947,
2164074,Lars Schoeneich,SSC Südwest 1947,
2171071,Jeldrik Greiner,SSC Südwest 1947,
2200249,James-Patrick Weiß,SSC Südwest 1947,
2211826,Julian Tomov,SSC Südwest 1947,
2230962,Gustavo Santos Pereira,SSC Südwest 1947,
2232285,Jakob Heredia,SSC Südwest 1947,
2376582,Mateusz Smolarkiewicz,SSC Südwest 1947,
268825,Cüneyt Gündogdu,SSC Südwest 1947,
346890,Toni Stroehlke,SSC Südwest 1947,
364699,Philipp Olsowski,SSC Südwest 1947,
554258,Maximilian Heckert,SSC Südwest 1947,
564202,Rene Schulze,SSC Südwest 1947,
586002,Deniz Stach,SSC Südwest 1947,
629531,Ahmad Nassri,SSC Südwest 1947,
732548,Lenard Greiner,SSC Südwest 1947,
787222,Enes Oguz Timur Schick,SSC Südwest 1947,
833296,Til Schramm,SSC Südwest 1947,
849184,Pascal Assenbaum,SSC Südwest 1947,
849276,Philipp Lionel Kuhles,SSC Südwest 1947,
1202654,Amat Chaw,TSV Mariendorf 1897,
1296929,Mehmet-Can Senocak,TSV Mariendorf 1897,
1356165,Malte Fürst,TSV Mariendorf 1897,
1434884,Ali Mohammed Kasola,TSV Mariendorf 1897,
1530035,Vincent Bühler,TSV Mariendorf 1897,
1556982,Louis Kromat,TSV Mariendorf 1897,
1717941,Noah Faubourg,TSV Mariendorf 1897,
1892813,Tugay Ulusoy,TSV Mariendorf 1897,
2031931,Omran Iraqi,TSV Mariendorf 1897,
2051556,Rui Marcel Peixoto,TSV Mariendorf 1897,
2055024,Abdulkarim Mechlaoui,TSV Mariendorf 1897,
2133852,Marten Schröder,TSV Mariendorf 1897,
2211450,Mohammed Aljorani,TSV Mariendorf 1897,
2239379,Wesa Den Araujo Van-Dunem,TSV Mariendorf 1897,
2406638,Arad Zardoshtian,TSV Mariendorf 1897,
2463234,Jegor Kiuskins,TSV Mariendorf 1897,
2469874,Daniel Veilert,TSV Mariendorf 1897,
2469879,Bendix Kadji,TSV Mariendorf 1897,
260745,Pascal Jan Wedemann,TSV Mariendorf 1897,
602026,Alianni Urgelles Montoya,TSV Mariendorf 1897,
626155,Erik-Paul Pfannschmidt,TSV Mariendorf 1897,
665385,Yusuf Yorguner,TSV Mariendorf 1897,
678219,David Rosner,TSV Mariendorf 1897,
733543,Eren Özer,TSV Mariendorf 1897,
767982,Benjamin Tutic,TSV Mariendorf 1897,
870865,Jannis Krieger,TSV Mariendorf 1897,
94532,Julian Austermann,TSV Mariendorf 1897,
94712,Pascal Matthias,TSV Mariendorf 1897,
114838,Süleyman Kapan,Berlin Türkspor,
1264965,Umut Satici,Berlin Türkspor,
1551632,Mame Cheikh Diop,Berlin Türkspor,
1617091,Tristan Krien,Berlin Türkspor,
1697525,Leon Haake,Berlin Türkspor,
1873213,Mapalo Korntreff,Berlin Türkspor,
1915207,Frank Maikoga,Berlin Türkspor,
2068382,Isaac Olaoluwa Akinsete,Berlin Türkspor,
2188843,Artin Zardoshtian,Berlin Türkspor,
2291260,Benjamin Heymann,Berlin Türkspor,
420083,Leon Bätge,Berlin Türkspor,
45029,Emre Turan,Berlin Türkspor,
537868,Sefa Kahraman,Berlin Türkspor,
670797,Kürsat Mahmut Cicek,Berlin Türkspor,
838407,Panagiotis Vassiliadis,Berlin Türkspor,
870836,Joe Williams,Berlin Türkspor,
889415,Ahmad Rmieh,Berlin Türkspor,
939992,Halit Bacak,Berlin Türkspor,
1052222,Nils Ehritt,Frohnauer SC 1946,
1426545,Marlon Mörcke,Frohnauer SC 1946,
1439799,Philipp Walter,Frohnauer SC 1946,
1439801,Lasse Eickhoff,Frohnauer SC 1946,
1439802,Lucas Rindermann,Frohnauer SC 1946,
1439803,Levi Arend,Frohnauer SC 1946,
1602549,Luis Seiffert,Frohnauer SC 1946,
1617836,Amir Sassi,Frohnauer SC 1946,
1819221,Lars Weber,Frohnauer SC 1946,
1892793,Tidjan Barnes,Frohnauer SC 1946,
1905237,Maximilian Mundt,Frohnauer SC 1946,
1917045,Buba Ceesay,Frohnauer SC 1946,
2044780,Jacob Schäfer,Frohnauer SC 1946,
2061473,Oscar Adams Llorente,Frohnauer SC 1946,
2170597,Benjamin Ritschl,Frohnauer SC 1946,
2194620,Isaac Manu Kyere,Frohnauer SC 1946,
2315596,Rangga Musiol,Frohnauer SC 1946,
2327023,Said Bachar,Frohnauer SC 1946,
2379250,Nico Horvat,Frohnauer SC 1946,
2396031,Charlie Werner,Frohnauer SC 1946,
2455807,Dominik Kuppler,Frohnauer SC 1946,
273708,Tobias Hampel,Frohnauer SC 1946,
363856,Mike Ryberg,Frohnauer SC 1946,
364314,Simon Wollesen,Frohnauer SC 1946,
496083,Sebastian Paul,Frohnauer SC 1946,
554078,Dominik Lindhammer,Frohnauer SC 1946,
626171,Nando Hofmann,Frohnauer SC 1946,
763421,Erik Hollnagel,Frohnauer SC 1946,
777731,Adrian Domke,Frohnauer SC 1946,
848203,Andre Stache,Frohnauer SC 1946,
1081182,Marvin Michels,SC Charlottenburg,
1105605,Leo Heye,SC Charlottenburg,
1117615,Justin Seidel,SC Charlottenburg,
134714,Janos Löbe,SC Charlottenburg,
1488635,Adrian Droszczak,SC Charlottenburg,
1585482,Omar Saif,SC Charlottenburg,
1710827,Eliot Tolaj,SC Charlottenburg,
1710831,Nana Kwame Badu-Amoah,SC Charlottenburg,
1826107,Lasse Engelsing,SC Charlottenburg,
1980684,Nizar Mestetef,SC Charlottenburg,
1985784,Timo Henning Jasper,SC Charlottenburg,
2079666,Kingsley Chigozie Onyemaobi,SC Charlottenburg,
2181029,Jonathan Schäfer,SC Charlottenburg,
2280422,Lukas Neitzel,SC Charlottenburg,
2375517,Abdoul Moumouni Kader Traore,SC Charlottenburg,
2409749,Aron Mugerwa,SC Charlottenburg,
2449090,Micah Tim Helge,SC Charlottenburg,
2452592,Noah Schmitt,SC Charlottenburg,
434945,Marc Reichel,SC Charlottenburg,
478528,Timo Brinkmann,SC Charlottenburg,
495616,Necmi Ulucay,SC Charlottenburg,
508525,Tugay Göcer,SC Charlottenburg,
554434,Kai Hörschlein,SC Charlottenburg,
554638,Patrick Maykowski,SC Charlottenburg,
557542,Ahmad Al-Khalaf,SC Charlottenburg,
578440,Fatih Kücük,SC Charlottenburg,
670925,Ahmad Selman,SC Charlottenburg,
718904,Ben Lehmann,SC Charlottenburg,
1034772,Simon von Hallen,SV Empor Berlin,
1084761,David Schäfer,SV Empor Berlin,
1256639,Falk Marquard,SV Empor Berlin,
1266763,Valentin Samuel Kurz,SV Empor Berlin,
1352216,Benedikt Mehl,SV Empor Berlin,
1404837,Paul Nickel,SV Empor Berlin,
154349,Max Zander,SV Empor Berlin,
1850728,Stanley Schulz,SV Empor Berlin,
1966211,Lucas Samuel Mc Isaac Ibanez,SV Empor Berlin,
1979836,Vincent Lange,SV Empor Berlin,
2055523,Arthur Pschyrembel,SV Empor Berlin,
2084397,Leopold Neumeier,SV Empor Berlin,
2233337,Luis Ploschenz,SV Empor Berlin,
2274248,Jason Kofi Appiah,SV Empor Berlin,
302247,Maurice Peitz,SV Empor Berlin,
312159,Mathias Felix Wenger,SV Empor Berlin,
32364,Quentin Paul Albrecht,SV Empor Berlin,
441881,Daniel Alankus,SV Empor Berlin,
485537,Michele La Pietra,SV Empor Berlin,
495599,David Garnczarek,SV Empor Berlin,
496045,Roman Hübner,SV Empor Berlin,
496051,Dennis Wegner,SV Empor Berlin,
508533,Trung Hieu Ngo,SV Empor Berlin,
633055,Marian Ruhberg,SV Empor Berlin,
665320,Can Sakar,SV Empor Berlin,
666810,Tom Stutzke,SV Empor Berlin,
681126,Tarik Khettal,SV Empor Berlin,
681356,Hendrik Kühn,SV Empor Berlin,
681357,Leonardo Meirelles-Hartmann,SV Empor Berlin,
710855,Lukas Boateng,SV Empor Berlin,
739799,Nikolai Wolany,SV Empor Berlin,
763854,Arnaud Salla,SV Empor Berlin,
832713,Tim Falk,SV Empor Berlin,
890602,Simon Albrecht,SV Empor Berlin,
939984,Joris Möller,SV Empor Berlin,
1045699,Florent Iseni,FSV Spandauer Kickers,
114001,Jack Krumnow,FSV Spandauer Kickers,
1353320,Max Steinfels,FSV Spandauer Kickers,
1353384,Luke Möllers,FSV Spandauer Kickers,
1370547,Tchanawe Tunde Kris-Walick Odoubiyi Cocou,FSV Spandauer Kickers,
1771761,Felix Erkelenz,FSV Spandauer Kickers,
1771773,Matti-Arne Waltersdorf,FSV Spandauer Kickers,
1842754,Jakub Ado Klepczynski,FSV Spandauer Kickers,
1892822,Vincent Kuckei,FSV Spandauer Kickers,
1892906,Tiziano Szuwarski,FSV Spandauer Kickers,
2030725,Isaac Vefonge Wana,FSV Spandauer Kickers,
2033298,Abbas Jizzini,FSV Spandauer Kickers,
2096542,Serhii Zhemchuzhnyi,FSV Spandauer Kickers,
2278345,Elias Wesner,FSV Spandauer Kickers,
2417497,Zef Hassan,FSV Spandauer Kickers,
2430153,Arda Sahin,FSV Spandauer Kickers,
2446586,Matti Kittler,FSV Spandauer Kickers,
2457647,Yunus Acar,FSV Spandauer Kickers,
2457649,Luca Pomorin,FSV Spandauer Kickers,
260743,Tugay Uzan,FSV Spandauer Kickers,
312633,Gino Krumnow,FSV Spandauer Kickers,
499200,Fabian Senninger,FSV Spandauer Kickers,
519258,Okan Tastan,FSV Spandauer Kickers,
557103,Julian Mosni,FSV Spandauer Kickers,
562750,Dominik Dampke,FSV Spandauer Kickers,
585513,Steffen Sawallich,FSV Spandauer Kickers,
665791,Samuel Agyei-Yeboah,FSV Spandauer Kickers,
755026,David Gezer,FSV Spandauer Kickers,
788680,Nils Gardeike,FSV Spandauer Kickers,
794970,Khasan Dzhaukhar,FSV Spandauer Kickers,
905766,Klaus Oldorff,FSV Spandauer Kickers,
1261234,Nico Samuel Wobeser,SFC Stern 1900,
1292090,Cihan Caliskan,SFC Stern 1900,
1359548,Oliver Gantzberg,SFC Stern 1900,
1366319,Omar Hajjaj,SFC Stern 1900,
1390296,Nicolas Fäßler,SFC Stern 1900,
1527417,Jordan Thurau,SFC Stern 1900,
1607311,Jörn Reher,SFC Stern 1900,
1827483,Ibrahim Kalil Keita,SFC Stern 1900,
1873236,Colin Drost,SFC Stern 1900,
1878829,Mik Dankou,SFC Stern 1900,
1892834,Nikolas Dickersbach,SFC Stern 1900,
1892911,Ali Elmahdawi,SFC Stern 1900,
1980182,Nizar Jouini,SFC Stern 1900,
2125248,Elias Fürstenau,SFC Stern 1900,
2125280,Alagie Peterson Jobe,SFC Stern 1900,
2133618,Mert Torun,SFC Stern 1900,
2154709,Ali Shaarawy,SFC Stern 1900,
2211854,Darron Adamou,SFC Stern 1900,
2290934,Leon Krost,SFC Stern 1900,
665780,Lukas Rohana,SFC Stern 1900,
673299,Tim Schönfuß-Hahm,SFC Stern 1900,
833734,Marvin Özdal,SFC Stern 1900,
838410,Florian Medrane,SFC Stern 1900,
838414,Luca Rohr,SFC Stern 1900,
838418,Eddie Udeoka,SFC Stern 1900,
842022,Julian Hartmann,SFC Stern 1900,
849633,Can Kilian Cakin,SFC Stern 1900,
1131297,Yannick Wilhelm,Füchse Berlin,
1435135,Nils Lox,Füchse Berlin,
1530047,Kaan Tüysüz,Füchse Berlin,
1530057,Maximilian Dreger,Füchse Berlin,
156802,Kevin Otremba,Füchse Berlin,
1589226,Victor Sunday,Füchse Berlin,
1628263,Maxim Cygankov,Füchse Berlin,
1746990,Karim Naziru Zoungrana,Füchse Berlin,
1873198,Can Türker,Füchse Berlin,
1923641,Mirsad Bushaj,Füchse Berlin,
2035911,Furkan Yildirim,Füchse Berlin,
2173334,Bekir Gündogdu,Füchse Berlin,
2209447,Raven Rabiega,Füchse Berlin,
2255212,Cengizhan Haney,Füchse Berlin,
2262472,Lamine Ouedraogo,Füchse Berlin,
2314860,Salem Bourakkadi,Füchse Berlin,
2317314,Niklas Armbrecht,Füchse Berlin,
2436886,Pedro Henrique Heerdt,Füchse Berlin,
2464396,Pelal Eliraqui,Füchse Berlin,
27522,Thomas Brechler,Füchse Berlin,
448656,Artem Cygankov,Füchse Berlin,
767837,Kevin Zecha,Füchse Berlin,
804130,Emre-Mert Aslan,Füchse Berlin,
937432,Dominik Klecha,Füchse Berlin,
939982,Bedirhan Sivaci,Füchse Berlin,
1005452,Otmar Baumann,1. FC Wilmersdorf,
1117061,Arthur Langhammer,1. FC Wilmersdorf,
1130579,Baran Akpinar,1. FC Wilmersdorf,
1131184,Yasar Can Cinar,1. FC Wilmersdorf,
1258572,James Ifeanyichukwu Ndubueze,1. FC Wilmersdorf,
1311242,Maurice Miguel Noel Opfermann Arcones,1. FC Wilmersdorf,
1370804,Bardya Ahmadisad-Yekta,1. FC Wilmersdorf,
1634087,Emir Ipek,1. FC Wilmersdorf,
1759288,Rodrigo Flores Kaya,1. FC Wilmersdorf,
1780355,Jan Hendrik Kuschke,1. FC Wilmersdorf,
179677,Rhami Ghandour,1. FC Wilmersdorf,
1873349,Robin Loch,1. FC Wilmersdorf,
1962492,Mackawy Eltahir,1. FC Wilmersdorf,
2186792,Vincent Falk,1. FC Wilmersdorf,
2250839,Mohammed Izal,1. FC Wilmersdorf,
2318691,Serkan Akyol,1. FC Wilmersdorf,
2356729,Nelson Okech,1. FC Wilmersdorf,
2376487,Apollo Immanuel Döhl,1. FC Wilmersdorf,
27632,Joel Samake,1. FC Wilmersdorf,
309569,Kemal Atici,1. FC Wilmersdorf,
463205,Jan Ilskens,1. FC Wilmersdorf,
592923,Max Ilskens,1. FC Wilmersdorf,
598827,Jonas Techie-Menson,1. FC Wilmersdorf,
671853,Nii Bruce Weber,1. FC Wilmersdorf,
736011,Enes Aydin,1. FC Wilmersdorf,
833674,Marvin Kupfer,1. FC Wilmersdorf,
902367,Marcel Potempa,1. FC Wilmersdorf,
902375,Nicolas Russo,1. FC Wilmersdorf,
905759,Hamza Dabanoglu,1. FC Wilmersdorf,
909944,Elias Migdal,1. FC Wilmersdorf,
1274217,Niklas Lehmann,SV Blau-Weiß Hohen Neuendorf,
1368729,Daniel Chukwu,SV Blau-Weiß Hohen Neuendorf,
1371222,Matteo Münzberg,SV Blau-Weiß Hohen Neuendorf,
151640,Dag Rüdiger,SV Blau-Weiß Hohen Neuendorf,
1610419,Yeri Said Schock Negrete,SV Blau-Weiß Hohen Neuendorf,
1627952,Yorick Otte,SV Blau-Weiß Hohen Neuendorf,
1627954,Lucas Diels,SV Blau-Weiß Hohen Neuendorf,
1771382,Kubilay Dündar,SV Blau-Weiß Hohen Neuendorf,
1812119,Leon Draski,SV Blau-Weiß Hohen Neuendorf,
1855258,Leandro Röttgen,SV Blau-Weiß Hohen Neuendorf,
1873167,Tarik Housein,SV Blau-Weiß Hohen Neuendorf,
1873220,Patrik Schremf,SV Blau-Weiß Hohen Neuendorf,
1878366,Marvin Schipper,SV Blau-Weiß Hohen Neuendorf,
1927568,Tobias Liebig,SV Blau-Weiß Hohen Neuendorf,
1977524,Edgar Lange,SV Blau-Weiß Hohen Neuendorf,
1997853,Jannes Lendner,SV Blau-Weiß Hohen Neuendorf,
2074651,Berken Sevim,SV Blau-Weiß Hohen Neuendorf,
2137479,Felix Vogt,SV Blau-Weiß Hohen Neuendorf,
2274087,Jeremy Domke,SV Blau-Weiß Hohen Neuendorf,
2301897,Xaver Witczak,SV Blau-Weiß Hohen Neuendorf,
2318874,Marlon Klebow,SV Blau-Weiß Hohen Neuendorf,
2323267,Dennis Pagel,SV Blau-Weiß Hohen Neuendorf,
2377295,Ron Günther,SV Blau-Weiß Hohen Neuendorf,
2456582,Noe-Samuel Bacanu,SV Blau-Weiß Hohen Neuendorf,
2465048,Sebastian Maronde,SV Blau-Weiß Hohen Neuendorf,
260889,Jean-Marc Soine,SV Blau-Weiß Hohen Neuendorf,
273725,Nick Przesang,SV Blau-Weiß Hohen Neuendorf,
357601,Norman Anton,SV Blau-Weiß Hohen Neuendorf,
554205,Martin Urbanski,SV Blau-Weiß Hohen Neuendorf,
554293,Timo Kopmann,SV Blau-Weiß Hohen Neuendorf,
561837,Sebastian Wolf,SV Blau-Weiß Hohen Neuendorf,
581709,Julian Butt,SV Blau-Weiß Hohen Neuendorf,
608303,Robin Sankowsky,SV Blau-Weiß Hohen Neuendorf,
672376,Kevin Ghaderi,SV Blau-Weiß Hohen Neuendorf,
781814,Thomas Stoltz,SV Blau-Weiß Hohen Neuendorf,
833293,Tim Niederau,SV Blau-Weiß Hohen Neuendorf,
1081195,Avni Kablan,SC Staaken,
1370850,Ferris Freiwald,SC Staaken,
1384595,Nassim Badran,SC Staaken,
1416830,Firas El Dayekh,SC Staaken,
1435293,Daniel Tutzschke,SC Staaken,
1436644,Fabio Hackbarth,SC Staaken,
1444365,Kevin Flemming,SC Staaken,
1472506,Jannik Jantzen,SC Staaken,
1842752,Florian Jaekel,SC Staaken,
1844074,Jakob Lummert,SC Staaken,
1849744,Pascal Uhl,SC Staaken,
1979461,Azad Cinar,SC Staaken,
1979466,Jan Heumer,SC Staaken,
