Rank,Team,Name,Nr,Pos,Spiele,Tore
409,Türkiyemspor Berlin,Florian Nikolai Thalhofer,17,RV,15,0
410,BSV Eintracht Mahlsdorf II,Marius Schreiber,8,LV,1,0
411,VfB Concordia Britz 1916,Malte Meißner,33,TW,9,0
412,SC Borsigwalde 1910,Khaled El-Okkla,27,IV,17,0
413,SV Stern Britz 1889,Tommes Diallo,2,RV,7,0
414,BFC Meteor 06,Marcos Terzopulos-Koutsoubas,5,RV,3,0
415,Berliner SC II,Stefan Glaser,9,ST,15,0
416,SC Borsigwalde 1910,David Chukwu,NA,LV,11,0
417,FSV Berolina Stralau 1901,Leeroy-Life Leffke,13,NA,9,0
418,Türkiyemspor Berlin,Ferhat Ömür,68,NA,0,0
419,VfB Concordia Britz 1916,Nico Hasenbank,NA,ZM,2,0
420,VfB Concordia Britz 1916,Benedikt Schmidtmann,23,RV,21,0
421,FC Viktoria 1889 Berlin II,Marvin Knape,20,RV,6,0
422,Köpenicker FC,Luca Carius,6,IV,22,0
423,Berliner SC II,Stephan Ngah,NA,RM,1,0
424,BFC Preussen II,Meiko Hesse,6,ZDM,18,0
425,FC Viktoria 1889 Berlin II,Johannes Schwarz,NA,ZM,4,0
426,BSV Eintracht Mahlsdorf II,Julian Bufe,NA,NA,0,0
427,Köpenicker FC,Tom Rostock,NA,RM,6,0
428,BSV Eintracht Mahlsdorf II,Oliver Spigaht,6,RM,15,0
429,FC Viktoria 1889 Berlin II,Lukas-Noah Littler,2,IV,12,0
430,FC Viktoria 1889 Berlin II,Mirko Wach,NA,NA,0,0
431,Berliner SC II,Bryan Lilja,18,LM,6,0
432,Türkiyemspor Berlin,Kenan Özen,6,ZDM,15,0
433,BFC Preussen II,Guilherme Henrique Lopes De Oliveira,NA,NA,0,0
434,FSV Berolina Stralau 1901,Milan Stricker,NA,ST,8,0
435,FC Viktoria 1889 Berlin II,Jeong Chaehyun,11,RM,14,0
436,BSV Eintracht Mahlsdorf II,Marvin Müller,NA,ZDM,1,0
437,Köpenicker FC,Anton Neumann,14,ZM,12,0
438,VfB Concordia Britz 1916,Aykut Tezel,NA,ST,3,0
439,BSV Al-Dersimspor,Zana-Kazim Baba,NA,ST,7,0
440,Türkiyemspor Berlin,Tolgahan Can Eskin,21,LM,5,0
441,TSV Rudow Berlin,Jonas Becker,3,IV,20,0
442,Türkiyemspor Berlin,Tamer Emre Ertürkler,17,ST,8,0
443,Berliner SC II,Jesse Kreuschner,31,TW,9,0
444,Köpenicker FC,Tim Höfer,NA,TW,1,0
445,Berliner SC II,Luca Raoul Al-Habash,NA,RM,3,0
446,Berliner SV 1892,Chidera Iwuozor,6,LM,8,0
447,BFC Preussen II,Amir Sassi,NA,NA,0,0
448,SV Stern Britz 1889,Stephane Franklin Yoko,12,NA,1,0
449,FSV Berolina Stralau 1901,David Bode,18,IV,11,0
450,FC Viktoria 1889 Berlin II,Nico Pohlan,NA,NA,0,0
451,FSV Berolina Stralau 1901,Arian Saiti,17,RV,16,0
452,BFC Meteor 06,Rick Mickael Ella,70,LM,8,0
453,FC Viktoria 1889 Berlin II,Nico Starkowski,29,TW,1,0
454,TSV Rudow Berlin,Eliot Tolaj,15,IV,16,0
455,BSV Eintracht Mahlsdorf II,Justin Engfer,20,RV,6,0
456,FC Internationale Berlin 1980,Marcos Adrian Castro Barbera,12,NA,15,0
457,SV Empor Berlin II,Kolja Gramse,NA,NA,1,0
458,BFC Meteor 06,Leo Suilmann,1,TW,7,0
459,FC Internationale Berlin 1980,Jim Bratschke,77,RM,6,0
460,SV Empor Berlin II,Niclas Nixdorf,3,IV,17,0
461,SV Empor Berlin II,Jannick Wollmann,NA,IV,3,0
462,Berliner SC II,Paul Schlicht,1,TW,13,0
463,BSV Eintracht Mahlsdorf II,Tami Benkert,NA,ZM,1,0
464,SV Stern Britz 1889,Benis Leci,30,IV,18,0
465,BSV Eintracht Mahlsdorf II,Sune Tore Schröter,NA,NA,2,0
466,FC Viktoria 1889 Berlin II,Leart Halimi,27,RM,3,0
467,BSV Eintracht Mahlsdorf II,Lukas Otto,NA,NA,0,0
468,FC Internationale Berlin 1980,Bryson Rodney Pink,NA,NA,2,0
469,Köpenicker FC,Alieu Nyassi,NA,NA,2,0
470,Türkiyemspor Berlin,Mustafa Kenan Yigitoglu,NA,IV,9,0
471,Berliner SC II,Tom Köster,NA,TW,1,0
472,BSV Eintracht Mahlsdorf II,Noah Wulf,NA,IV,1,0
473,FSV Berolina Stralau 1901,Andreas Friese,23,TW,16,0
474,SV Stern Britz 1889,Miran Aykus,5,IV,9,0
475,FC Viktoria 1889 Berlin II,Hadi El-Hayek,23,NA,2,0
476,Türkiyemspor Berlin,Koray Aktas,21,TW,9,0
477,Berliner SC II,Zahm Rad,NA,ZM,2,0
478,SV Empor Berlin II,Stanley Schulz,NA,IV,2,0
479,VfB Concordia Britz 1916,Burak Tatli,44,ST,3,0
480,BSV Al-Dersimspor,Kaan Ucbaglar,44,LM,9,0
481,FC Internationale Berlin 1980,Kaan Ucbaglar,44,LM,5,0
482,SV Stern Britz 1889,Ahmed Saygi,NA,NA,1,0
483,FC Internationale Berlin 1980,Marko Fischer,4,LV,4,0
484,BFC Preussen II,Marko Fischer,4,LV,2,0
485,BFC Meteor 06,Tyrone Mengesha,NA,NA,3,0
486,BFC Preussen II,Tim Henseler,NA,NA,4,0
487,Türkiyemspor Berlin,Görkem Tozlu,NA,NA,4,0
488,SC Borsigwalde 1910,Ahmad Chehade,NA,LV,6,0
489,FC Internationale Berlin 1980,Giovanni Marigo,2,RV,23,0
490,VfB Concordia Britz 1916,Enes Noah Öztürk,18,RV,2,0
491,BFC Preussen II,Adam Lamkaddam,32,NA,1,0
492,VfB Concordia Britz 1916,Merdan Köse,4,IV,16,0
493,Türkiyemspor Berlin,Erdem Celik,18,RM,4,0
494,SC Borsigwalde 1910,Philip Bartoschek,17,ZOM,11,0
495,SV Empor Berlin II,Aaron Yusuff,NA,TW,12,0
496,BSV Eintracht Mahlsdorf II,Max Koyuncu,9,NA,2,0
497,BSV Eintracht Mahlsdorf II,Fabian Clemen,NA,NA,0,0
498,BSV Eintracht Mahlsdorf II,Carl Dopke,1,TW,4,0
499,FSV Berolina Stralau 1901,Yussef Jradi,11,LV,20,0
500,BFC Preussen II,Maximilian Schatz,24,ZM,6,0
501,FC Viktoria 1889 Berlin II,Patrick Kühn,1,TW,20,0
502,BFC Preussen II,Leo Sommerfeld,NA,IV,2,0
503,SV Empor Berlin II,Alvenzio Ettah,19,ZM,19,0
504,Köpenicker FC,Florian Hildebrand,NA,NA,1,0
505,Berliner SC II,Felix Klebe,26,RM,4,0
506,Berliner SC II,Fabian Niedenhoff,NA,ZM,1,0
507,SC Borsigwalde 1910,Kai Neumann,21,ZM,5,0
508,SC Borsigwalde 1910,Eren Motuk,5,IV,17,0
509,SC Borsigwalde 1910,Elias Jamil Erisen,NA,LV,2,0
510,SV Stern Britz 1889,Joshua Ridzewski,NA,LM,1,0
511,SV Empor Berlin II,Emile Ako,NA,RM,7,0
512,BSV Al-Dersimspor,Ryan Smith Mabom Njiki,NA,ZM,4,0
513,BSV Eintracht Mahlsdorf II,Benjamin Mohwinkel,NA,TW,1,0
514,BSV Al-Dersimspor,Merdie Tshondo,20,RV,5,0
515,SV Empor Berlin II,Vincent Lange,NA,IV,1,0
516,SV Empor Berlin II,Robert Kurth,22,NA,3,0
517,BFC Preussen II,Tiago de Sousa Oliveira,NA,NA,1,0
518,SV Empor Berlin II,Oskar Kühn,23,TW,7,0
519,Berliner SV 1892,Linus Hechtfisch,23,TW,6,0
520,SC Borsigwalde 1910,Wilfred Arnaud Njankou Tchouwa,NA,NA,2,0
521,Türkiyemspor Berlin,Hüseyin Tunay,NA,LM,0,0
522,BSV Eintracht Mahlsdorf II,Maximilian Widmer,NA,LM,12,0
523,Berliner SC II,Vincent Spiegel,15,IV,1,0
524,BSV Eintracht Mahlsdorf II,Phillip Streiter,22,TW,22,0
525,SV Empor Berlin II,Janne Henrik Bloch,33,TW,2,0
526,BSV Eintracht Mahlsdorf II,Leonhard Buchmann,14,NA,1,0
527,FC Viktoria 1889 Berlin II,Alexander Dikarev,NA,ZM,1,0
528,FC Viktoria 1889 Berlin II,Dmytro Karika,30,TW,3,0
529,Berliner SC II,Moritz Brune,17,NA,0,0
530,BFC Preussen II,Christian Müller,25,ZDM,11,0
531,Köpenicker FC,Noah Maximilian Laske,19,RV,14,0
532,Berliner SC II,Yigit Öncü,24,ZM,2,0
533,Köpenicker FC,Oskar Klauke,20,LV,11,0
534,FC Internationale Berlin 1980,Juan José Swett Barros,23,NA,0,0
535,SV Stern Britz 1889,Jonas Lück,18,TW,8,0
536,FSV Berolina Stralau 1901,Cihat Yildirim,NA,ZDM,0,0
537,Türkiyemspor Berlin,Kemo Andresen,NA,RM,6,0
538,BFC Preussen II,Kemo Andresen,NA,RM,1,0
539,TSV Rudow Berlin,Mert Arslan,NA,TW,0,0
540,Köpenicker FC,Marques Brunow,NA,NA,6,0
541,Türkiyemspor Berlin,Yeifre Diaz Chacon,NA,NA,1,0
542,VfB Concordia Britz 1916,Mehmet Akif Bakiroglugil,18,NA,2,0
543,Berliner SC II,Simon Riedel,14,RV,18,0
544,FC Internationale Berlin 1980,Jacques Kahra,NA,IV,1,0
545,SV Stern Britz 1889,Matias Ignacio Bottiglieri,NA,ST,3,0
546,FC Internationale Berlin 1980,Lancine Braunert,NA,NA,0,0
547,Berliner SV 1892,Ali Ismail Gashi,12,RM,5,0
548,Türkiyemspor Berlin,Ali Ismail Gashi,12,RM,9,0
549,VfB Concordia Britz 1916,Ilai Harder,NA,NA,0,0
550,SC Borsigwalde 1910,Joao Victor Braga De Souza,2,IV,15,0
551,SV Empor Berlin II,Julian Duczmal,NA,ZM,4,0
552,SC Borsigwalde 1910,Mehdi Bencheikh,NA,IV,4,0
553,BSV Al-Dersimspor,Jonathan Schäfer,18,LV,19,0
554,SC Borsigwalde 1910,Oskar Denis Cuesta,11,NA,6,0
555,FC Internationale Berlin 1980,Cristobal Del Fierro,1,NA,20,0
556,FC Viktoria 1889 Berlin II,Ognyan Stefanov,16,NA,7,0
557,SV Empor Berlin II,Rafael Mentrup,21,LM,20,0
558,SV Empor Berlin II,Laszlo Braun,22,ST,13,0
559,SV Empor Berlin II,Daniil Savenko,18,NA,4,0
560,FC Viktoria 1889 Berlin II,Emmanuel Sokowonci Daniel,32,NA,0,0
561,FC Internationale Berlin 1980,Roger Gonzalez I Hermosa,40,TW,4,0
562,FC Internationale Berlin 1980,Maximilian Louis Alexis Caspar de Rosnay,NA,NA,5,0
563,SC Borsigwalde 1910,Yannick Djekonbe,20,NA,2,0
564,BSV Eintracht Mahlsdorf II,Artur Reder,NA,NA,2,0
565,BSV Eintracht Mahlsdorf II,Tim Pötig,15,RV,19,0
566,BSV Eintracht Mahlsdorf II,Kilian Oliver Reinke,21,LV,20,0
567,FC Internationale Berlin 1980,Sebastian Basaure Larrain,NA,NA,1,0
568,FSV Berolina Stralau 1901,Adnan Shah,NA,NA,0,0
569,BFC Meteor 06,Leon Splanemann,NA,NA,0,0
570,VfB Concordia Britz 1916,Lukas Czernitzky,12,TW,2,0
571,SC Borsigwalde 1910,Adam Barnat,6,LM,9,0
572,VfB Concordia Britz 1916,Philip Wieser,17,ZM,19,0
573,FC Viktoria 1889 Berlin II,Minyoung Lee,NA,NA,1,0
574,VfB Concordia Britz 1916,Omar Mohamed Ibrahim Hassan Ali,NA,ST,8,0
575,TSV Rudow Berlin,Pascal Ulrich,NA,NA,0,0
576,BFC Meteor 06,Steven Demarr Saunders,14,RM,14,0
577,Berliner SC II,Eric Ekandille,28,RM,3,0
578,Berliner SC II,Eike Barth,25,ST,9,0
579,Köpenicker FC,Anton Louis Süring,NA,LV,2,0
580,Köpenicker FC,Lennart Will,NA,NA,2,0
581,FC Internationale Berlin 1980,Jamie Dell Bullock,3,LV,15,0
582,SV Empor Berlin II,Keita Udo,12,ZM,8,0
583,TSV Rudow Berlin,Süleyman Aktas,29,TW,9,0
584,FC Internationale Berlin 1980,Zachariah Mohamed Dukuly,21,NA,4,0
585,Köpenicker FC,Luca Seeber,12,TW,4,0
586,SV Empor Berlin II,Laurens Cerny,20,ZM,18,0
587,FC Viktoria 1889 Berlin II,Sebastian Naicker,31,NA,3,0
588,VfB Concordia Britz 1916,Nicht öffentlich,NA,NA,4,0
589,Türkiyemspor Berlin,Mohamad El-Ali,42,NA,2,0
590,TSV Rudow Berlin,Leon Merke,NA,TW,1,0
591,Berliner SC II,Konstantin Joseski,NA,RV,5,0
592,Berliner SC II,Nino Zamorano,22,NA,5,0
593,Köpenicker FC,Iven Wiecker,NA,NA,3,0
594,SC Borsigwalde 1910,Sadjad Rassuli,NA,ZDM,4,0
595,FC Internationale Berlin 1980,Nikita Ovcharov,NA,NA,1,0
596,SC Borsigwalde 1910,Mohammad Kassem,NA,TW,3,0
597,Türkiyemspor Berlin,Rafael Pereira,NA,NA,1,0
598,SC Borsigwalde 1910,Johan Ferney Marin Macareno,NA,NA,0,0
599,SV Empor Berlin II,Tim Fechtner,NA,NA,1,0
600,SV Stern Britz 1889,John Coker,NA,ST,7,0
