ID,Name,Team,Spiele,Tore,Assists,Gelbe.Karten,Gelb.Rote.Karten,Rote.Karten,Einwechslung,Auswechslung,Spielzeit,X11.des.Tages,Nummer,team_goals,scorerpoints_ratio,match_played,playtime_ratio,total_points,matches_played,match_diff,points_per_game,best_player_appearances,best_player_ratio,weighted_score,most_position,second_position,position_percentage,second_position_percentage
1359548,Oliver Gantzberg,SFC Stern 1900,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,1,1,0.6,ZOM,NA,100%,0%
1366319,Omar Hajjaj,SFC Stern 1900,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,0,0,0.55,IV,NA,100%,0%
1390296,Nicolas Fäßler,SFC Stern 1900,1,0,0,0,0,0,0,1,76,0,NA,1,0,1,0.844,0,1,0,0,0,0,0.5,ST,NA,100%,0%
1527417,Jordan Thurau,SFC Stern 1900,1,1,0,0,0,0,1,0,45,0,NA,1,1,1,0.5,0,1,0,0,0,0,0.55,NA,NA,0%,0%
1607311,Jörn Reher,SFC Stern 1900,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1827483,Ibrahim Kalil Keita,SFC Stern 1900,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,1,-1,0,0,0,0.25,NA,NA,0%,0%
1873236,Colin Drost,SFC Stern 1900,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1873246,Hamid Sen,SFC Stern 1900,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1878829,Mik Dankou,SFC Stern 1900,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1892834,Nikolas Dickersbach,SFC Stern 1900,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,0,0,0.55,TW,NA,100%,0%
1892911,Ali Elmahdawi,SFC Stern 1900,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1980182,Nizar Jouini,SFC Stern 1900,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2125248,Elias Fürstenau,SFC Stern 1900,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2125280,Alagie Peterson Jobe,SFC Stern 1900,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2133618,Mert Torun,SFC Stern 1900,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2154709,Ali Shaarawy,SFC Stern 1900,1,0,0,0,0,0,0,1,45,0,NA,1,0,1,0.5,0,1,0,0,0,0,0.4,LM,NA,100%,0%
2211854,Darron Adamou,SFC Stern 1900,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2290934,Leon Krost,SFC Stern 1900,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,0,0,0.55,RV,NA,100%,0%
665780,Lukas Rohana,SFC Stern 1900,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,0,0,0.55,ZDM,NA,100%,0%
673299,Tim Schönfuß-Hahm,SFC Stern 1900,1,0,0,0,0,0,0,1,33,0,NA,1,0,1,0.367,0,1,0,0,0,0,0.36,IV,NA,100%,0%
833734,Marvin Özdal,SFC Stern 1900,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
838410,Florian Medrane,SFC Stern 1900,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,0,0,0.55,RM,NA,100%,0%
838414,Luca Rohr,SFC Stern 1900,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,0,0,0.55,ZDM,NA,100%,0%
838418,Eddie Udeoka,SFC Stern 1900,1,0,0,0,0,0,0,1,68,0,NA,1,0,1,0.756,0,1,0,0,0,0,0.48,LV,NA,100%,0%
842022,Julian Hartmann,SFC Stern 1900,1,0,0,0,0,0,1,0,14,0,NA,1,0,1,0.156,0,1,0,0,0,0,0.3,NA,NA,0%,0%
849633,Can Kilian Cakin,SFC Stern 1900,1,0,0,0,0,0,1,0,22,0,NA,1,0,1,0.244,0,1,0,0,0,0,0.32,NA,NA,0%,0%
1131297,Yannick Wilhelm,Füchse Berlin,1,0,0,1,0,0,0,0,90,0,NA,4,0,1,1,3,1,0,1,0,0,0.8,LV,NA,100%,0%
1435135,Nils Lox,Füchse Berlin,0,0,0,0,0,0,0,0,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1530047,Kaan Tüysüz,Füchse Berlin,1,0,0,0,0,0,0,0,90,0,NA,4,0,1,1,3,1,0,1,0,0,0.8,IV,NA,100%,0%
1530057,Maximilian Dreger,Füchse Berlin,0,0,0,0,0,0,0,0,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
156802,Kevin Otremba,Füchse Berlin,1,0,0,0,0,0,0,0,90,0,NA,4,0,1,1,3,1,0,1,1,1,0.85,TW,NA,100%,0%
1589226,Victor Sunday,Füchse Berlin,1,2,0,0,0,0,0,1,56,0,NA,4,0.5,1,0.622,3,1,0,1,1,1,0.81,ST,NA,100%,0%
1628263,Maxim Cygankov,Füchse Berlin,0,0,0,0,0,0,0,0,0,0,NA,4,0,1,0,3,1,-1,1,0,0,0.5,RV,NA,0%,0%
1746990,Karim Naziru Zoungrana,Füchse Berlin,1,0,0,0,0,0,0,0,90,0,NA,4,0,1,1,3,1,0,1,0,0,0.8,ZDM,NA,100%,0%
1873198,Can Türker,Füchse Berlin,0,0,0,0,0,0,0,0,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1923641,Mirsad Bushaj,Füchse Berlin,1,1,0,1,0,0,0,1,64,0,NA,4,0.25,1,0.711,3,1,0,1,0,0,0.75,ZDM,NA,100%,0%
2035911,Furkan Yildirim,Füchse Berlin,1,0,0,1,0,0,1,0,26,0,NA,4,0,1,0.289,3,1,0,1,0,0,0.59,NA,NA,0%,0%
2173334,Bekir Gündogdu,Füchse Berlin,0,0,0,0,0,0,0,0,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2209447,Raven Rabiega,Füchse Berlin,1,0,0,0,0,0,1,0,13,0,NA,4,0,1,0.144,3,1,0,1,0,0,0.54,NA,NA,0%,0%
2255212,Cengizhan Haney,Füchse Berlin,1,0,1,0,0,0,0,1,64,0,NA,4,0.25,1,0.711,3,1,0,1,0,0,0.75,LM,NA,100%,0%
2262472,Lamine Ouedraogo,Füchse Berlin,1,0,0,0,0,0,0,1,77,0,NA,4,0,1,0.856,3,1,0,1,0,0,0.76,NA,NA,0%,0%
2314860,Salem Bourakkadi,Füchse Berlin,1,0,0,1,0,0,1,0,13,0,NA,4,0,1,0.144,3,1,0,1,0,0,0.54,NA,NA,0%,0%
2317314,Niklas Armbrecht,Füchse Berlin,0,0,0,0,0,0,0,0,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2436886,Pedro Henrique Heerdt,Füchse Berlin,1,0,0,0,0,0,1,0,26,0,NA,4,0,0,0.289,0,0,1,0,0,0,0.09,NA,NA,0%,0%
2464396,Pelal Eliraqui,Füchse Berlin,0,0,0,0,0,0,0,0,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
27522,Thomas Brechler,Füchse Berlin,1,0,0,1,0,0,1,0,34,0,NA,4,0,1,0.378,3,1,0,1,0,0,0.61,NA,NA,0%,0%
448656,Artem Cygankov,Füchse Berlin,1,0,0,0,0,0,0,0,90,0,NA,4,0,1,1,3,1,0,1,0,0,0.8,RV,NA,100%,0%
767837,Kevin Zecha,Füchse Berlin,0,0,0,0,0,0,0,0,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
804130,Emre-Mert Aslan,Füchse Berlin,0,0,0,0,0,0,0,0,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
937432,Dominik Klecha,Füchse Berlin,1,0,0,0,0,0,0,0,90,0,NA,4,0,1,1,3,1,0,1,0,0,0.8,IV,NA,100%,0%
939982,Bedirhan Sivaci,Füchse Berlin,1,0,1,0,0,0,0,1,77,0,NA,4,0.25,1,0.856,3,1,0,1,0,0,0.79,ZOM,NA,100%,0%
1005452,Otmar Baumann,1. FC Wilmersdorf,1,0,0,0,0,0,0,0,90,0,NA,2,0,1,1,1,1,0,0.333,0,0,0.63,IV,NA,100%,0%
1117061,Arthur Langhammer,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1130579,Baran Akpinar,1. FC Wilmersdorf,1,0,0,0,0,0,0,1,62,0,NA,2,0,1,0.689,1,1,0,0.333,0,0,0.54,RV,NA,100%,0%
1131184,Yasar Can Cinar,1. FC Wilmersdorf,1,1,0,0,0,0,1,0,28,0,NA,2,0.5,1,0.311,1,1,0,0.333,0,0,0.5,NA,NA,0%,0%
1311242,Maurice Miguel Noel Opfermann Arcones,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1366321,Yousef El-Meguid,1. FC Wilmersdorf,1,0,0,0,0,0,0,1,58,0,NA,2,0,0,0.644,0,0,1,0,0,0,0.19,NA,NA,0%,0%
1370804,Bardya Ahmadisad-Yekta,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1634087,Emir Ipek,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1759288,Rodrigo Flores Kaya,1. FC Wilmersdorf,1,0,0,0,0,0,0,1,62,0,NA,2,0,0,0.689,0,0,1,0,0,0,0.21,NA,NA,0%,0%
1780355,Jan Hendrik Kuschke,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
179677,Rhami Ghandour,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1873349,Robin Loch,1. FC Wilmersdorf,1,0,0,0,0,0,1,0,1,0,NA,2,0,1,0.011,1,1,0,0.333,0,0,0.34,NA,NA,0%,0%
1962492,Mackawy Eltahir,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2186792,Vincent Falk,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2250839,Mohammed Izal,1. FC Wilmersdorf,1,0,0,0,0,0,0,1,69,0,NA,2,0,1,0.767,1,1,0,0.333,0,0,0.56,LM,NA,100%,0%
2318691,Serkan Akyol,1. FC Wilmersdorf,1,0,0,0,0,0,0,1,89,0,NA,2,0,1,0.989,1,1,0,0.333,0,0,0.63,ZM,NA,100%,0%
2356729,Nelson Okech,1. FC Wilmersdorf,1,0,0,0,0,0,1,0,32,0,NA,2,0,1,0.356,1,1,0,0.333,0,0,0.44,NA,NA,0%,0%
2376487,Apollo Immanuel Döhl,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
27632,Joel Samake,1. FC Wilmersdorf,1,0,0,0,0,0,0,0,90,0,NA,2,0,1,1,1,1,0,0.333,0,0,0.63,TW,NA,100%,0%
309569,Kemal Atici,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
463205,Jan Ilskens,1. FC Wilmersdorf,1,0,0,0,0,0,1,0,21,0,NA,2,0,1,0.233,1,1,0,0.333,0,0,0.4,NA,NA,0%,0%
592923,Max Ilskens,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,1,0,1,1,-1,0.333,0,0,0.33,NA,NA,0%,0%
598827,Jonas Techie-Menson,1. FC Wilmersdorf,1,0,0,0,0,0,0,0,90,0,NA,2,0,1,1,1,1,0,0.333,0,0,0.63,LV,NA,100%,0%
671853,Nii Bruce Weber,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
736011,Enes Aydin,1. FC Wilmersdorf,1,0,0,0,0,0,0,0,90,0,NA,2,0,1,1,1,1,0,0.333,0,0,0.63,IV,NA,100%,0%
833674,Marvin Kupfer,1. FC Wilmersdorf,1,1,0,0,0,0,0,0,90,0,NA,2,0.5,1,1,1,1,0,0.333,1,1,0.76,ST,NA,100%,0%
840007,Valentin Henneke,1. FC Wilmersdorf,1,0,0,0,0,0,0,0,90,0,NA,2,0,1,1,1,1,0,0.333,0,0,0.63,ZM,NA,100%,0%
902375,Nicolas Russo,1. FC Wilmersdorf,1,0,0,0,0,0,1,0,28,0,NA,2,0,1,0.311,1,1,0,0.333,0,0,0.43,NA,NA,0%,0%
905759,Hamza Dabanoglu,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
909944,Elias Migdal,1. FC Wilmersdorf,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1118216,Tim Marscheider,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1274217,Niklas Lehmann,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1368729,Daniel Chukwu,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1371222,Matteo Münzberg,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
151640,Dag Rüdiger,SV Blau-Weiß Hohen Neuendorf,1,0,0,1,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,NA,NA,0%,0%
1610419,Yeri Said Schock Negrete,SV Blau-Weiß Hohen Neuendorf,1,0,0,0,0,0,1,0,33,0,NA,0,0,0,0.367,0,0,1,0,0,0,0.11,NA,NA,0%,0%
1627952,Yorick Otte,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1627954,Lucas Diels,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1771382,Kubilay Dündar,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1812119,Leon Draski,SV Blau-Weiß Hohen Neuendorf,1,0,1,1,0,0,0,1,85,0,NA,0,0,0,0.944,0,0,1,0,0,0,0.28,NA,NA,0%,0%
1855258,Leandro Röttgen,SV Blau-Weiß Hohen Neuendorf,1,1,1,0,0,0,1,0,33,0,NA,0,0,0,0.367,0,0,1,0,0,0,0.11,NA,NA,0%,0%
1873167,Tarik Housein,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1873220,Patrik Schremf,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1878366,Marvin Schipper,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1927568,Tobias Liebig,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1977524,Edgar Lange,SV Blau-Weiß Hohen Neuendorf,1,0,0,0,0,0,1,0,45,0,NA,0,0,0,0.5,0,0,1,0,0,0,0.15,NA,NA,0%,0%
1997853,Jannes Lendner,SV Blau-Weiß Hohen Neuendorf,1,0,0,0,0,0,0,1,57,0,NA,0,0,0,0.633,0,0,1,0,0,0,0.19,NA,NA,0%,0%
2074651,Berken Sevim,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2137479,Felix Vogt,SV Blau-Weiß Hohen Neuendorf,1,0,0,1,0,0,0,1,45,0,NA,0,0,0,0.5,0,0,1,0,0,0,0.15,NA,NA,0%,0%
2274087,Jeremy Domke,SV Blau-Weiß Hohen Neuendorf,1,0,0,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,LV,NA,100%,0%
2301896,Mika Strobel,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2301897,Xaver Witczak,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2318874,Marlon Klebow,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2323267,Dennis Pagel,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2377295,Ron Günther,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,RM,NA,0%,0%
2456582,Noe-Samuel Bacanu,SV Blau-Weiß Hohen Neuendorf,1,0,0,0,0,0,1,0,5,0,NA,0,0,0,0.056,0,0,1,0,0,0,0.02,NA,NA,0%,0%
2465048,Sebastian Maronde,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
260889,Jean-Marc Soine,SV Blau-Weiß Hohen Neuendorf,1,1,0,1,0,0,1,0,13,0,NA,0,0,0,0.144,0,0,1,0,0,0,0.04,NA,NA,0%,0%
273725,Nick Przesang,SV Blau-Weiß Hohen Neuendorf,1,0,1,0,0,0,0,1,57,0,NA,0,0,0,0.633,0,0,1,0,0,0,0.19,NA,NA,0%,0%
357601,Norman Anton,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
554205,Martin Urbanski,SV Blau-Weiß Hohen Neuendorf,1,0,0,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,NA,NA,0%,0%
554293,Timo Kopmann,SV Blau-Weiß Hohen Neuendorf,1,0,0,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,NA,NA,0%,0%
561837,Sebastian Wolf,SV Blau-Weiß Hohen Neuendorf,1,0,0,0,0,0,0,1,77,0,NA,0,0,0,0.856,0,0,1,0,0,0,0.26,NA,NA,0%,0%
581709,Julian Butt,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
608303,Robin Sankowsky,SV Blau-Weiß Hohen Neuendorf,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
672376,Kevin Ghaderi,SV Blau-Weiß Hohen Neuendorf,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
781814,Thomas Stoltz,SV Blau-Weiß Hohen Neuendorf,1,0,0,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,NA,NA,0%,0%
833293,Tim Niederau,SV Blau-Weiß Hohen Neuendorf,1,1,0,0,1,0,0,0,72,0,NA,0,0,0,0.8,0,0,1,0,0,0,0.24,NA,NA,0%,0%
1081195,Avni Kablan,SC Staaken,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1370850,Ferris Freiwald,SC Staaken,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1384595,Nassim Badran,SC Staaken,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1416830,Firas El Dayekh,SC Staaken,1,0,0,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,NA,NA,0%,0%
1435293,Daniel Tutzschke,SC Staaken,1,0,0,0,0,0,0,1,80,0,NA,0,0,0,0.889,0,0,1,0,0,0,0.27,ZM,NA,100%,0%
1436644,Fabio Hackbarth,SC Staaken,1,0,0,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,IV,NA,100%,0%
1444365,Kevin Flemming,SC Staaken,1,0,0,0,0,0,1,0,17,0,NA,0,0,0,0.189,0,0,1,0,0,0,0.06,NA,NA,0%,0%
1472506,Jannik Jantzen,SC Staaken,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1842752,Florian Jaekel,SC Staaken,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1844074,Jakob Lummert,SC Staaken,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1849744,Pascal Uhl,SC Staaken,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1979461,Azad Cinar,SC Staaken,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1979466,Jan Heumer,SC Staaken,1,0,0,0,0,0,1,0,10,0,NA,0,0,0,0.111,0,0,1,0,0,0,0.03,NA,NA,0%,0%
1987202,Linus Hechtfisch,SC Staaken,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1988080,Justin Hoffmeister,SC Staaken,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2084373,Mohammed Younes,SC Staaken,1,0,0,0,0,0,0,1,45,0,NA,0,0,0,0.5,0,0,1,0,0,0,0.15,LV,NA,100%,0%
2101635,Max Anton Oberbach,SC Staaken,1,0,0,1,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,TW,NA,100%,0%
2114718,Florian Thamm,SC Staaken,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2211867,Nico Moretti,SC Staaken,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2328868,Finn Walter,SC Staaken,1,0,0,0,0,0,0,1,73,0,NA,0,0,0,0.811,0,0,1,0,0,0,0.24,ST,NA,100%,0%
2371702,Karim Abdel Hamid,SC Staaken,1,0,0,0,0,0,1,0,45,0,NA,0,0,0,0.5,0,0,1,0,0,0,0.15,NA,NA,0%,0%
2468205,Luca Förster,SC Staaken,1,1,0,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,IV,NA,100%,0%
500928,Efraim Koku Gakpeto,SC Staaken,1,0,0,0,0,0,0,1,80,0,NA,0,0,0,0.889,0,0,1,0,0,0,0.27,ST,NA,100%,0%
513919,Erhan Bahceci,SC Staaken,1,1,0,0,0,0,1,0,10,0,NA,0,0,0,0.111,0,0,1,0,0,0,0.03,NA,NA,0%,0%
519264,Deniz Aksakal,SC Staaken,1,0,1,1,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,IV,NA,100%,0%
556306,Tim Lampert,SC Staaken,1,0,0,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,RV,NA,100%,0%
61064,Benjamin Stein,SC Staaken,1,0,0,1,0,0,1,0,29,0,NA,0,0,0,0.322,0,0,1,0,0,0,0.1,NA,NA,0%,0%
835658,Sinan Ufak,SC Staaken,1,0,0,0,0,0,0,1,61,0,NA,0,0,0,0.678,0,0,1,0,0,0,0.2,ZM,NA,100%,0%
