ID,Name,Team,Spiele,Tore,Assists,Gelbe.Karten,Gelb.Rote.Karten,Rote.Karten,Einwechslung,Auswechslung,Spielzeit,X11.des.Tages,Nummer,team_goals,scorerpoints_ratio,match_played,playtime_ratio,total_points,matches_played,match_diff,points_per_game,best_player_appearances,best_player_ratio,weighted_score,most_position,second_position,position_percentage,second_position_percentage
2211450,Mohammed Aljorani,TSV Mariendorf 1897,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2239379,Wesa Den Araujo Van-Dunem,TSV Mariendorf 1897,1,0,0,0,0,0,1,0,28,0,NA,2,0,1,0.311,1,1,0,0.333,0,0,0.43,NA,NA,0%,0%
2406638,Arad Zardoshtian,TSV Mariendorf 1897,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,LM,NA,0%,0%
2463234,Jegor Kiuskins,TSV Mariendorf 1897,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2469874,Daniel Veilert,TSV Mariendorf 1897,1,0,0,0,0,0,0,1,58,0,NA,2,0,1,0.644,1,1,0,0.333,0,0,0.53,RM,NA,100%,0%
2469879,Bendix Kadji,TSV Mariendorf 1897,1,0,0,0,0,0,1,0,9,0,NA,2,0,0,0.1,0,0,1,0,0,0,0.03,NA,NA,0%,0%
260745,Pascal Jan Wedemann,TSV Mariendorf 1897,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
602026,Alianni Urgelles Montoya,TSV Mariendorf 1897,1,1,0,0,0,0,1,0,32,0,NA,2,0.5,1,0.356,1,1,0,0.333,0,0,0.52,NA,NA,0%,0%
626155,Erik-Paul Pfannschmidt,TSV Mariendorf 1897,1,0,0,0,0,0,0,0,90,0,NA,2,0,1,1,1,1,0,0.333,0,0,0.63,ZM,NA,100%,0%
665385,Yusuf Yorguner,TSV Mariendorf 1897,1,0,0,0,0,0,1,0,16,0,NA,2,0,1,0.178,1,1,0,0.333,0,0,0.39,NA,NA,0%,0%
678219,David Rosner,TSV Mariendorf 1897,1,0,0,0,0,0,0,1,81,0,NA,2,0,1,0.9,1,1,0,0.333,0,0,0.6,IV,NA,100%,0%
733543,Eren Özer,TSV Mariendorf 1897,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
767982,Benjamin Tutic,TSV Mariendorf 1897,1,0,0,0,0,0,0,1,66,0,NA,2,0,1,0.733,1,1,0,0.333,0,0,0.55,RV,NA,100%,0%
870865,Jannis Krieger,TSV Mariendorf 1897,1,0,0,0,0,0,0,0,90,0,NA,2,0,1,1,1,1,0,0.333,0,0,0.63,ST,NA,100%,0%
94532,Julian Austermann,TSV Mariendorf 1897,1,0,0,0,0,0,0,0,90,0,NA,2,0,1,1,1,1,0,0.333,0,0,0.63,IV,NA,100%,0%
94712,Pascal Matthias,TSV Mariendorf 1897,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
114838,Süleyman Kapan,Berlin Türkspor,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1264965,Umut Satici,Berlin Türkspor,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1378159,Nesta Gabriel Jean-Louis,Berlin Türkspor,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1551632,Mame Cheikh Diop,Berlin Türkspor,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1555043,Aristotelis Dougalis,Berlin Türkspor,1,0,0,0,0,0,1,0,45,0,NA,3,0,1,0.5,3,1,0,1,0,0,0.65,NA,NA,0%,0%
1617091,Tristan Krien,Berlin Türkspor,1,0,0,0,0,0,1,0,7,0,NA,3,0,1,0.078,3,1,0,1,0,0,0.52,NA,NA,0%,0%
1697525,Leon Haake,Berlin Türkspor,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1844070,Jonas Mukuku Zola,Berlin Türkspor,1,0,0,1,0,0,0,1,45,0,NA,3,0,1,0.5,3,1,0,1,0,0,0.65,ST,NA,100%,0%
1873213,Mapalo Korntreff,Berlin Türkspor,1,0,0,0,0,0,0,1,83,0,NA,3,0,0,0.922,0,0,1,0,0,0,0.28,NA,NA,0%,0%
1915207,Frank Maikoga,Berlin Türkspor,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2188843,Artin Zardoshtian,Berlin Türkspor,1,0,2,0,0,0,0,0,90,0,NA,3,0.667,1,1,3,1,0,1,1,1,0.95,LM,NA,100%,0%
2239946,Viktor Pokataiev,Berlin Türkspor,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2291260,Benjamin Heymann,Berlin Türkspor,1,1,0,1,0,0,0,0,90,0,NA,3,0.333,1,1,3,1,0,1,0,0,0.85,ZM,NA,100%,0%
2355034,King David Yeboah Frimpong Szigath,Berlin Türkspor,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2426055,Prince Collins Idemudia,Berlin Türkspor,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
420083,Leon Bätge,Berlin Türkspor,1,0,0,0,0,0,0,0,90,0,NA,3,0,1,1,3,1,0,1,0,0,0.8,TW,NA,100%,0%
45029,Emre Turan,Berlin Türkspor,1,0,0,0,0,0,0,0,90,0,NA,3,0,1,1,3,1,0,1,0,0,0.8,IV,NA,100%,0%
537868,Sefa Kahraman,Berlin Türkspor,1,1,0,1,0,0,0,0,90,0,NA,3,0.333,1,1,3,1,0,1,0,0,0.85,IV,NA,100%,0%
670797,Kürsat Mahmut Cicek,Berlin Türkspor,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
838407,Panagiotis Vassiliadis,Berlin Türkspor,1,1,0,0,0,0,0,0,90,0,NA,3,0.333,1,1,3,1,0,1,0,0,0.85,IV,NA,100%,0%
870836,Joe Williams,Berlin Türkspor,1,0,0,0,0,0,0,0,90,0,NA,3,0,1,1,3,1,0,1,1,1,0.85,ZM,NA,100%,0%
889415,Ahmad Rmieh,Berlin Türkspor,1,0,0,0,1,0,0,0,86,0,NA,3,0,1,0.956,3,1,0,1,1,1,0.84,ZM,NA,100%,0%
939992,Halit Bacak,Berlin Türkspor,1,0,0,0,0,0,0,0,90,0,NA,3,0,1,1,3,1,0,1,0,0,0.8,RM,NA,100%,0%
1052222,Nils Ehritt,Frohnauer SC 1946,1,0,0,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,RV,NA,100%,0%
1426545,Marlon Mörcke,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1439799,Philipp Walter,Frohnauer SC 1946,1,0,0,0,0,0,1,0,45,0,NA,0,0,0,0.5,0,0,1,0,0,0,0.15,ST,NA,100%,0%
1439801,Lasse Eickhoff,Frohnauer SC 1946,1,0,0,0,0,0,1,0,17,0,NA,0,0,0,0.189,0,0,1,0,0,0,0.06,NA,NA,0%,0%
1439802,Lucas Rindermann,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1439803,Levi Arend,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1602549,Luis Seiffert,Frohnauer SC 1946,1,0,1,0,0,0,0,1,45,0,NA,0,0,0,0.5,0,0,1,0,0,0,0.15,NA,NA,0%,0%
1617836,Amir Sassi,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1819221,Lars Weber,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1892793,Tidjan Barnes,Frohnauer SC 1946,1,0,0,0,0,0,1,0,28,0,NA,0,0,0,0.311,0,0,1,0,0,0,0.09,NA,NA,0%,0%
1905237,Maximilian Mundt,Frohnauer SC 1946,1,0,0,0,0,0,0,1,62,0,NA,0,0,0,0.689,0,0,1,0,0,0,0.21,RM,NA,100%,0%
1917045,Buba Ceesay,Frohnauer SC 1946,1,1,1,0,0,0,0,1,73,0,NA,0,0,0,0.811,0,0,1,0,0,0,0.24,ST,NA,100%,0%
2044780,Jacob Schäfer,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2061473,Oscar Adams Llorente,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2170597,Benjamin Ritschl,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2194620,Isaac Manu Kyere,Frohnauer SC 1946,1,2,0,0,0,0,0,1,85,0,NA,0,0,0,0.944,0,0,1,0,0,0,0.28,LM,NA,100%,0%
2315596,Rangga Musiol,Frohnauer SC 1946,1,0,0,1,0,0,0,1,64,0,NA,0,0,0,0.711,0,0,1,0,0,0,0.21,ZOM,NA,100%,0%
2327023,Said Bachar,Frohnauer SC 1946,1,0,0,0,0,0,1,0,26,0,NA,0,0,0,0.289,0,0,1,0,0,0,0.09,NA,NA,0%,0%
2379250,Nico Horvat,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2396031,Charlie Werner,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2455807,Dominik Kuppler,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
273708,Tobias Hampel,Frohnauer SC 1946,1,0,0,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,IV,NA,100%,0%
363856,Mike Ryberg,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
364314,Simon Wollesen,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
496083,Sebastian Paul,Frohnauer SC 1946,1,0,0,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,TW,NA,100%,0%
554078,Dominik Lindhammer,Frohnauer SC 1946,1,0,0,0,0,0,1,0,5,0,NA,0,0,0,0.056,0,0,1,0,0,0,0.02,NA,NA,0%,0%
626171,Nando Hofmann,Frohnauer SC 1946,1,0,0,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,IV,NA,100%,0%
763421,Erik Hollnagel,Frohnauer SC 1946,1,0,0,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,ZDM,NA,100%,0%
777731,Adrian Domke,Frohnauer SC 1946,1,0,1,0,0,0,0,0,90,0,NA,0,0,0,1,0,0,1,0,0,0,0.3,LV,NA,100%,0%
848203,Andre Stache,Frohnauer SC 1946,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1081182,Marvin Michels,SC Charlottenburg,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,0,0,0.55,ZDM,NA,100%,0%
1105605,Leo Heye,SC Charlottenburg,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1117615,Justin Seidel,SC Charlottenburg,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,0,0,0.55,TW,NA,100%,0%
134714,Janos Löbe,SC Charlottenburg,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1488635,Adrian Droszczak,SC Charlottenburg,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,0,0,0.55,IV,NA,100%,0%
1585482,Omar Saif,SC Charlottenburg,1,0,0,0,0,0,0,1,69,0,NA,1,0,1,0.767,0,1,0,0,0,0,0.48,LM,NA,100%,0%
1710827,Eliot Tolaj,SC Charlottenburg,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1710831,Nana Kwame Badu-Amoah,SC Charlottenburg,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1826107,Lasse Engelsing,SC Charlottenburg,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,0,0,0.55,ZDM,NA,100%,0%
1980684,Nizar Mestetef,SC Charlottenburg,1,0,0,0,0,0,1,0,13,0,NA,1,0,1,0.144,0,1,0,0,0,0,0.29,NA,NA,0%,0%
1985784,Timo Henning Jasper,SC Charlottenburg,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2079666,Kingsley Chigozie Onyemaobi,SC Charlottenburg,1,0,0,0,0,0,1,0,21,0,NA,1,0,1,0.233,0,1,0,0,0,0,0.32,NA,NA,0%,0%
2181029,Jonathan Schäfer,SC Charlottenburg,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2280422,Lukas Neitzel,SC Charlottenburg,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2375517,Abdoul Moumouni Kader Traore,SC Charlottenburg,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2409749,Aron Mugerwa,SC Charlottenburg,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2449090,Micah Tim Helge,SC Charlottenburg,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,0,0,0.55,LV,NA,100%,0%
2452592,Noah Schmitt,SC Charlottenburg,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
434945,Marc Reichel,SC Charlottenburg,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,0,0,0.55,IV,NA,100%,0%
478528,Timo Brinkmann,SC Charlottenburg,1,0,0,0,0,0,0,1,77,0,NA,1,0,1,0.856,0,1,0,0,0,0,0.51,RV,NA,100%,0%
495616,Necmi Ulucay,SC Charlottenburg,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,0,1,0,0,1,1,0.6,ZOM,NA,100%,0%
508525,Tugay Göcer,SC Charlottenburg,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
554434,Kai Hörschlein,SC Charlottenburg,1,1,0,0,0,0,0,1,77,0,NA,1,1,1,0.856,0,1,0,0,1,1,0.71,RM,NA,100%,0%
554638,Patrick Maykowski,SC Charlottenburg,1,0,0,0,0,0,1,0,21,0,NA,1,0,1,0.233,0,1,0,0,0,0,0.32,NA,NA,0%,0%
557542,Ahmad Al-Khalaf,SC Charlottenburg,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
578440,Fatih Kücük,SC Charlottenburg,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
670925,Ahmad Selman,SC Charlottenburg,1,0,0,0,0,0,0,1,69,0,NA,1,0,1,0.767,0,1,0,0,1,1,0.53,ST,NA,100%,0%
718904,Ben Lehmann,SC Charlottenburg,1,0,0,0,0,0,1,0,13,0,NA,1,0,1,0.144,0,1,0,0,0,0,0.29,NA,NA,0%,0%
1034772,Simon von Hallen,SV Empor Berlin,1,0,0,1,0,0,0,0,90,0,NA,2,0,1,1,0,1,0,0,0,0,0.55,NA,NA,0%,0%
1084761,David Schäfer,SV Empor Berlin,1,0,1,0,0,0,1,0,26,0,NA,2,0.5,1,0.289,0,1,0,0,0,0,0.41,NA,NA,0%,0%
1256639,Falk Marquard,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1266763,Valentin Samuel Kurz,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1352216,Benedikt Mehl,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1404837,Paul Nickel,SV Empor Berlin,1,0,0,0,0,0,1,0,31,0,NA,2,0,1,0.344,0,1,0,0,0,0,0.35,NA,NA,0%,0%
154349,Max Zander,SV Empor Berlin,1,0,0,0,0,0,0,1,68,0,NA,2,0,1,0.756,0,1,0,0,0,0,0.48,ZOM,NA,100%,0%
1850728,Stanley Schulz,SV Empor Berlin,1,0,0,0,0,0,0,1,45,0,NA,2,0,1,0.5,0,1,0,0,0,0,0.4,ZOM,NA,100%,0%
1966211,Lucas Samuel Mc Isaac Ibanez,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1979836,Vincent Lange,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2055523,Arthur Pschyrembel,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2084397,Leopold Neumeier,SV Empor Berlin,1,0,0,0,0,0,1,0,45,0,NA,2,0,1,0.5,0,1,0,0,0,0,0.4,NA,NA,0%,0%
2233337,Luis Ploschenz,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2274248,Jason Kofi Appiah,SV Empor Berlin,1,0,0,0,0,0,0,0,90,0,NA,2,0,1,1,0,1,0,0,0,0,0.55,RM,NA,100%,0%
302247,Maurice Peitz,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
312159,Mathias Felix Wenger,SV Empor Berlin,1,0,1,0,0,0,0,1,64,0,NA,2,0.5,1,0.711,0,1,0,0,0,0,0.54,RV,NA,100%,0%
32364,Quentin Paul Albrecht,SV Empor Berlin,1,2,0,0,0,0,0,0,90,0,NA,2,1,1,1,0,1,0,0,1,1,0.75,ST,NA,100%,0%
441881,Daniel Alankus,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
485537,Michele La Pietra,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
495599,David Garnczarek,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
496045,Roman Hübner,SV Empor Berlin,1,0,0,0,0,0,1,0,13,0,NA,2,0,1,0.144,0,1,0,0,0,0,0.29,NA,NA,0%,0%
496051,Dennis Wegner,SV Empor Berlin,1,0,0,0,0,0,0,0,90,0,NA,2,0,1,1,0,1,0,0,0,0,0.55,ZDM,NA,100%,0%
508533,Trung Hieu Ngo,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
633055,Marian Ruhberg,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
665320,Can Sakar,SV Empor Berlin,1,0,0,1,0,0,1,0,22,0,NA,2,0,1,0.244,0,1,0,0,0,0,0.32,NA,NA,0%,0%
666810,Tom Stutzke,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
681126,Tarik Khettal,SV Empor Berlin,1,0,0,1,0,0,0,0,90,0,NA,2,0,1,1,0,1,0,0,0,0,0.55,IV,NA,100%,0%
681356,Hendrik Kühn,SV Empor Berlin,1,0,0,0,0,0,0,1,59,0,NA,2,0,1,0.656,0,1,0,0,0,0,0.45,IV,NA,100%,0%
681357,Leonardo Meirelles-Hartmann,SV Empor Berlin,1,0,0,0,0,0,0,1,77,0,NA,2,0,1,0.856,0,1,0,0,0,0,0.51,LV,NA,100%,0%
710855,Lukas Boateng,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
739799,Nikolai Wolany,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
763854,Arnaud Salla,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,LV,NA,0%,0%
832713,Tim Falk,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
890602,Simon Albrecht,SV Empor Berlin,0,0,0,0,0,0,0,0,0,0,NA,2,0,1,0,0,1,-1,0,1,0,0.25,ST,NA,0%,0%
939984,Joris Möller,SV Empor Berlin,1,0,0,0,0,0,0,0,90,0,NA,2,0,1,1,0,1,0,0,0,0,0.55,LM,NA,100%,0%
1045699,Florent Iseni,FSV Spandauer Kickers,1,0,0,1,0,0,0,1,66,0,NA,1,0,1,0.733,1,1,0,0.333,0,0,0.55,IV,NA,100%,0%
114001,Jack Krumnow,FSV Spandauer Kickers,1,0,0,0,0,0,0,0,90,0,NA,1,0,0,1,0,0,1,0,0,0,0.3,NA,NA,0%,0%
1353320,Max Steinfels,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1353384,Luke Möllers,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1370547,Tchanawe Tunde Kris-Walick Odoubiyi Cocou,FSV Spandauer Kickers,1,0,0,0,0,0,1,0,18,0,NA,1,0,1,0.2,1,1,0,0.333,0,0,0.39,NA,NA,0%,0%
1771761,Felix Erkelenz,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1771773,Matti-Arne Waltersdorf,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1842754,Jakub Ado Klepczynski,FSV Spandauer Kickers,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,1,1,0,0.333,0,0,0.63,IV,NA,100%,0%
1892822,Vincent Kuckei,FSV Spandauer Kickers,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,1,1,0,0.333,0,0,0.63,ZM,NA,100%,0%
1892906,Tiziano Szuwarski,FSV Spandauer Kickers,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,1,1,0,0.333,0,0,0.63,LV,NA,100%,0%
2030725,Isaac Vefonge Wana,FSV Spandauer Kickers,1,0,0,1,0,0,0,0,90,0,NA,1,0,0,1,0,0,1,0,0,0,0.3,NA,NA,0%,0%
2033298,Abbas Jizzini,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2096542,Serhii Zhemchuzhnyi,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2278345,Elias Wesner,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2417497,Zef Hassan,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2430153,Arda Sahin,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2446586,Matti Kittler,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2457649,Luca Pomorin,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
260743,Tugay Uzan,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
312633,Gino Krumnow,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
499200,Fabian Senninger,FSV Spandauer Kickers,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,1,1,0,0.333,0,0,0.63,ZM,NA,100%,0%
519258,Okan Tastan,FSV Spandauer Kickers,1,1,0,0,0,0,0,0,90,0,NA,1,1,1,1,1,1,0,0.333,0,0,0.78,ST,NA,100%,0%
557103,Julian Mosni,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
562750,Dominik Dampke,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
585513,Steffen Sawallich,FSV Spandauer Kickers,1,0,0,0,0,0,1,0,24,0,NA,1,0,1,0.267,1,1,0,0.333,0,0,0.41,NA,NA,0%,0%
665791,Samuel Agyei-Yeboah,FSV Spandauer Kickers,1,0,0,0,0,0,0,1,72,0,NA,1,0,1,0.8,1,1,0,0.333,0,0,0.57,ST,NA,100%,0%
755026,David Gezer,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
788680,Nils Gardeike,FSV Spandauer Kickers,1,0,0,1,0,0,0,0,90,0,NA,1,0,1,1,1,1,0,0.333,1,1,0.68,TW,NA,100%,0%
794970,Khasan Dzhaukhar,FSV Spandauer Kickers,1,0,0,0,0,0,0,0,90,0,NA,1,0,1,1,1,1,0,0.333,0,0,0.63,RV,NA,100%,0%
905766,Klaus Oldorff,FSV Spandauer Kickers,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1261234,Nico Samuel Wobeser,SFC Stern 1900,1,0,0,0,0,0,1,0,57,0,NA,1,0,1,0.633,0,1,0,0,0,0,0.44,NA,NA,0%,0%
1292090,Cihan Caliskan,SFC Stern 1900,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
