Team,Formation,Anzahl,Total_Spiele,Wahrscheinlichkeit,dreier_kette,vierer_kette,Starting11_Team,Starting11_Position,Starting11_Nummer,Starting11_Name,Starting11_Weighted_Score
VSG Altglienicke II,4-4-2,1,2,50%,Nein,Ja,VSG Altglienicke II,LM,NA,Mohammed Daniel Fayoumi,0.57
VSG Altglienicke II,4-4-2,1,2,50%,Nein,Ja,VSG Altglienicke II,ZM,NA,Niclas Senst,0.54
VSG Altglienicke II,4-4-2,1,2,50%,Nein,Ja,VSG Altglienicke II,IV,NA,Steve Klamkowski,0.52
VSG Altglienicke II,4-4-2,1,2,50%,Nein,Ja,VSG Altglienicke II,IV,NA,Jan Latzel,0.47
VfB Fortuna Biesdorf,4-4-2,2,3,67%,Nein,Ja,VfB Fortuna Biesdorf,TW,NA,Maximilian Sangel,0.59
VfB Fortuna Biesdorf,4-4-2,2,3,67%,Nein,Ja,VfB Fortuna Biesdorf,ST,NA,Alex Steinke,0.59
VfB Fortuna Biesdorf,4-4-2,2,3,67%,Nein,Ja,VfB Fortuna Biesdorf,RM,NA,Paulo Krause Barrufet,0.58
VfB Fortuna Biesdorf,4-4-2,2,3,67%,Nein,Ja,VfB Fortuna Biesdorf,IV,NA,Urim Nerjovaj,0.55
VfB Fortuna Biesdorf,4-4-2,2,3,67%,Nein,Ja,VfB Fortuna Biesdorf,LV,NA,Jonas Maroske,0.54
VfB Fortuna Biesdorf,4-4-2,2,3,67%,Nein,Ja,VfB Fortuna Biesdorf,RV,NA,Moritz Künne,0.53
VfB Fortuna Biesdorf,4-4-2,2,3,67%,Nein,Ja,VfB Fortuna Biesdorf,IV,NA,Miguel Hartwig,0.51
VfB Fortuna Biesdorf,4-4-2,2,3,67%,Nein,Ja,VfB Fortuna Biesdorf,ST,NA,Darvin Schramm,0.5
VfB Fortuna Biesdorf,4-4-2,2,3,67%,Nein,Ja,VfB Fortuna Biesdorf,ZM,NA,Ole Eric Petschner,0.5
VfB Fortuna Biesdorf,4-4-2,2,3,67%,Nein,Ja,VfB Fortuna Biesdorf,ZM,NA,Benjamin Sommer,0.46
