ID,Name,Team,Spiele,Tore,Assists,Gelbe.Karten,Gelb.Rote.Karten,Rote.Karten,Einwechslung,Auswechslung,Spielzeit,X11.des.Tages,Nummer,playtime_ratio,avg_playtime_per_game,scorerpoints_per_game,best_player_appearances,best_player_ratio,total_points,matches_played,match_diff,points_per_game,normalized_points_per_game,weighted_score,most_position,second_position,position_percentage,second_position_percentage
877594,Nico Hauf,SV Stern Britz 1889,17,0,0,0,0,1,4,4,1101,0,13,0.408,0.72,0,0,0,1,13,4,0.077,0.026,0.244,IV,ZDM,35%,18%
886558,Elias Thürigen,SV Empor Berlin II,15,1,0,0,0,0,2,1,1264,0,5,0.468,0.936,0.067,2,0.133,9,13,2,0.692,0.231,0.482,IV,NA,87%,0%
889788,Viktor Kreisel,FSV Berolina Stralau 1901,3,0,0,0,0,0,3,1,60,0,20,0.022,0.222,0,0,0,0,0,3,0,0,0.049,NA,NA,NA%,0%
890602,Simon Albrecht,SV Empor Berlin II,2,1,0,0,0,0,0,1,147,0,NA,0.054,0.817,0.5,0,0,3,2,0,1.5,0.5,0.524,ZM,NA,100%,0%
902391,Benjamin Trojahn,Berliner SC II,1,0,1,0,0,0,1,0,45,0,NA,0.017,0.5,1,0,0,0,0,1,0,0,0.103,NA,NA,NA%,0%
906538,Albert Bauder,FC Internationale Berlin 1980,10,2,0,0,0,0,7,3,357,0,9,0.132,0.397,0.2,1,0.1,4,3,7,1.333,0.444,0.447,ST,NA,30%,0%
908725,Robin Koller,SV Stern Britz 1889,2,0,0,0,0,0,1,0,111,0,NA,0.041,0.617,0,0,0,1,1,1,1,0.333,0.365,TW,NA,50%,0%
912413,Marc Michas,BSV Eintracht Mahlsdorf II,20,1,6,1,0,0,4,9,1350,2,10,0.5,0.75,0.35,1,0.05,23,16,4,1.438,0.479,0.601,ST,ZM,30%,30%
928175,Habib Jalloh,Türkiyemspor Berlin,7,4,0,0,1,0,1,3,519,1,16,0.192,0.824,0.571,0,0,6,5,2,1.2,0.4,0.483,LM,NA,71%,0%
929189,Domenic Schäfer,VfB Concordia Britz 1916,1,0,0,0,0,0,1,0,1,0,NA,0,0.011,0,2,2,28,21,-20,1.333,0.444,0.913,LV,LM,1500%,300%
931868,Mohammed Hassane,TSV Rudow Berlin,29,3,2,0,0,0,0,3,2545,2,17,0.943,0.975,0.172,5,0.172,68,28,1,2.429,0.81,1.002,ZDM,ZM,48%,24%
933040,Ian Häberle,FSV Berolina Stralau 1901,23,0,0,1,0,0,3,3,1796,1,22,0.665,0.868,0,0,0,21,19,4,1.105,0.368,0.564,IV,ZM,61%,9%
939983,Niklas Isberner,BSV Eintracht Mahlsdorf II,23,1,1,0,0,0,4,2,1669,0,4,0.618,0.806,0.087,2,0.087,21,19,4,1.105,0.368,0.569,IV,NA,61%,0%
939984,Joris Möller,SV Empor Berlin II,1,1,0,0,0,0,0,1,64,1,NA,0.024,0.711,1,0,0,3,1,0,3,1,0.847,LM,NA,100%,0%
939988,Leorant Abduli,BSV Al-Dersimspor,1,0,0,0,0,0,1,0,39,0,23,0.014,0.433,0,0,0,0,0,1,0,0,0.089,NA,NA,NA%,0%
946138,Ali Mert Koca,SV Stern Britz 1889,11,1,1,0,0,0,0,3,881,0,15,0.326,0.89,0.182,2,0.182,0,13,-2,0,0,0.298,ZOM,RM,82%,18%
946138,Ali Mert Koca,Türkiyemspor Berlin,6,0,0,0,0,0,3,1,288,0,15,0.107,0.533,0,2,0.333,0,13,-7,0,0,0.228,ZOM,RM,150%,33%
946153,Ertugrul Aktas,Türkiyemspor Berlin,18,0,0,1,0,0,0,0,1620,1,13,0.6,1,0,3,0.167,15,15,3,1,0.333,0.603,TW,ST,67%,6%
946158,Talha Sennur,TSV Rudow Berlin,23,11,0,0,0,0,2,14,1739,1,24,0.644,0.84,0.478,3,0.13,10,4,19,2.5,0.833,0.919,ST,ZOM,13%,4%
946160,Milan Daus,FC Internationale Berlin 1980,23,4,0,0,0,0,3,6,1790,1,10,0.663,0.865,0.174,7,0.304,28,20,3,1.4,0.467,0.723,ST,LM,35%,30%
952736,Devis Meißner,BSV Eintracht Mahlsdorf II,2,1,1,0,0,0,0,1,145,0,NA,0.054,0.806,1,3,1.5,16,13,-11,1.231,0.41,0.909,TW,NA,450%,0%
953241,Magnus Crone,SC Borsigwalde 1910,22,5,0,0,0,0,0,7,1801,1,14,0.667,0.91,0.227,4,0.182,29,23,-1,1.261,0.42,0.664,RM,ST,32%,18%
956353,Fabio Rondinelli,SC Borsigwalde 1910,21,5,0,0,0,0,7,9,1352,0,9,0.501,0.715,0.238,2,0.095,14,14,7,1,0.333,0.505,RM,LM,33%,14%
972936,Mehmet Tunay,Türkiyemspor Berlin,14,5,0,0,0,0,0,2,1231,2,NA,0.456,0.977,0.357,3,0.214,9,10,4,0.9,0.3,0.561,LM,ST,36%,14%
985352,Josè Francisco Cunto,FC Internationale Berlin 1980,3,0,0,0,0,0,3,0,11,0,NA,0.004,0.041,0,0,0,0,0,3,0,0,0.009,NA,NA,NA%,0%
990217,Tim Paschke,Berliner SV 1892,15,4,0,0,0,0,6,6,767,0,13,0.284,0.568,0.267,4,0.267,15,9,6,1.667,0.556,0.64,ST,ZM,20%,20%
990236,Stefano Tedesco,Berliner SV 1892,23,3,0,0,0,0,1,2,1920,1,22,0.711,0.928,0.13,4,0.174,46,22,1,2.091,0.697,0.868,IV,NA,87%,0%
994879,Simon Böhm,BFC Meteor 06,24,26,5,8,0,0,1,11,1990,15,11,0.737,0.921,1.292,10,0.417,54,22,2,2.455,0.818,1.03,ST,NA,92%,0%
1008335,Marcus Grund,BSV Eintracht Mahlsdorf II,4,0,0,0,0,0,3,0,155,1,NA,0.057,0.431,0,0,0,3,1,3,3,1,0.798,ZM,NA,25%,0%
1012823,Danilo Arsic,Berliner SC II,7,3,0,0,0,0,4,3,328,1,11,0.121,0.521,0.429,1,0.143,2,3,4,0.667,0.222,0.327,ST,NA,43%,0%
1019739,Philipp Macketanz,SV Empor Berlin II,17,0,1,0,0,0,5,2,1151,0,15,0.426,0.752,0.059,2,0.118,18,13,4,1.385,0.462,0.594,LV,IV,65%,12%
1021635,Patrick Büch,FC Viktoria 1889 Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1053158,Akiyasu Tsuchiya,FC Internationale Berlin 1980,7,1,0,0,0,0,0,2,608,1,6,0.225,0.965,0.143,3,0.429,16,12,-5,1.333,0.444,0.678,ZM,ZDM,114%,29%
1053158,Akiyasu Tsuchiya,FSV Berolina Stralau 1901,9,0,0,0,0,0,3,6,407,0,6,0.151,0.502,0,3,0.333,16,12,-3,1.333,0.444,0.541,ZM,ZDM,89%,22%
1057834,Fabio Findeisen,BSV Eintracht Mahlsdorf II,4,0,0,0,0,0,0,1,334,0,NA,0.124,0.928,0,0,0,4,4,0,1,0.333,0.444,ZM,NA,100%,0%
1059166,Kenan Halilcevic,BSV Eintracht Mahlsdorf II,13,8,2,0,0,0,0,9,1025,1,17,0.38,0.876,0.769,3,0.231,23,13,0,1.769,0.59,0.733,LM,RM,77%,15%
1074492,Demba Mendy,SV Empor Berlin II,18,5,0,0,0,0,3,6,1298,0,9,0.481,0.801,0.278,5,0.278,19,14,4,1.357,0.452,0.656,ST,ZM,56%,11%
1075243,Adrian Thiemann,Köpenicker FC,20,0,0,0,0,0,0,0,1800,1,1,0.667,1,0,7,0.35,28,20,0,1.4,0.467,0.765,TW,NA,100%,0%
1075753,Can Yildiz,BSV Al-Dersimspor,5,0,0,0,0,0,5,0,81,0,NA,0.03,0.18,0,0,0,0,0,5,0,0,0.042,NA,NA,NA%,0%
1077594,Daniel Mpembele Nzongo,SC Borsigwalde 1910,10,2,0,0,0,0,5,5,489,1,NA,0.181,0.543,0.2,0,0,0,1,9,0,0,0.145,ST,NA,10%,0%
1077595,David Mpembele Nzongo,SC Borsigwalde 1910,6,0,0,0,0,0,6,0,114,0,25,0.042,0.211,0,0,0,0,1,5,0,0,0.051,ST,NA,17%,0%
1080229,Tobias Reuter,FSV Berolina Stralau 1901,26,2,1,0,0,0,1,2,2230,1,4,0.826,0.953,0.115,6,0.231,31,25,1,1.24,0.413,0.714,ZM,IV,46%,23%
1081154,Achmed El-Noumeiri,BSV Al-Dersimspor,5,0,0,0,0,0,3,2,225,0,NA,0.083,0.5,0,0,0,0,0,5,0,0,0.117,NA,NA,NA%,0%
1083348,Darnell Bruns,VfB Concordia Britz 1916,8,1,0,0,0,0,2,2,520,0,11,0.193,0.722,0.125,0,0,0,6,2,0,0,0.183,ST,LM,38%,25%
1083352,Leon Ketel,VfB Concordia Britz 1916,14,0,0,0,0,0,0,1,1215,0,1,0.45,0.964,0,2,0.143,10,14,0,0.714,0.238,0.492,TW,NA,100%,0%
1083354,Merlin Schulz,VfB Concordia Britz 1916,1,0,0,0,0,0,1,0,13,0,8,0.005,0.144,0,8,8,10,23,-22,0.435,0.145,2.531,IV,LM,2400%,100%
1084756,Leon Ibrom,Berliner SC II,24,4,0,0,0,0,0,1,2083,0,4,0.771,0.964,0.167,4,0.167,29,24,0,1.208,0.403,0.679,IV,RV,88%,8%
1084761,David Schäfer,SV Empor Berlin II,3,3,0,0,0,0,0,1,231,0,NA,0.086,0.856,1,2,0.667,28,21,-18,1.333,0.444,0.7,LV,LM,500%,100%
1084792,Rene Lohmeier,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1084796,Sam Misgayski,SV Empor Berlin II,1,0,0,0,0,0,1,0,8,0,22,0.003,0.089,0,0,0,0,0,1,0,0,0.018,NA,NA,NA%,0%
1089199,Pablo Guillen,FSV Berolina Stralau 1901,17,0,0,0,0,0,6,8,1040,0,8,0.385,0.68,0,1,0.059,11,11,6,1,0.333,0.464,ZM,ST,35%,24%
1091094,Luca Wojan,SV Stern Britz 1889,17,1,0,2,0,0,0,7,1404,0,22,0.52,0.918,0.059,3,0.176,10,17,0,0.588,0.196,0.478,ZDM,ZM,47%,29%
1098901,Onur Kalkan,BSV Al-Dersimspor,15,0,0,0,0,0,3,5,944,0,63,0.35,0.699,0,0,0,9,12,3,0.75,0.25,0.385,IV,LV,60%,13%
1102126,Tarek Borchmeier,Köpenicker FC,21,1,0,0,0,0,3,5,1612,0,13,0.597,0.853,0.048,3,0.143,22,18,3,1.222,0.407,0.618,ZM,LM,71%,10%
1102130,Roman Ilinseer,Köpenicker FC,20,13,1,0,0,0,8,10,1183,3,18,0.438,0.657,0.7,3,0.15,18,12,8,1.5,0.5,0.614,ST,NA,60%,0%
1102140,Abdoulaye Djibril Diallo,BFC Meteor 06,13,2,4,2,0,0,0,5,1103,2,NA,0.409,0.943,0.462,9,0.692,35,19,-6,1.842,0.614,0.908,RV,RM,69%,54%
1102140,Abdoulaye Djibril Diallo,Türkiyemspor Berlin,5,2,0,0,0,0,0,2,439,1,NA,0.163,0.976,0.4,9,1.8,35,19,-14,1.842,0.614,1.198,RV,RM,180%,140%
1102174,Baris Güngör,BSV Al-Dersimspor,5,0,1,0,0,0,3,1,204,0,NA,0.076,0.453,0.2,0,0,3,2,3,1.5,0.5,0.456,ZM,ZOM,20%,20%
1102194,Pascal Bräkow,SV Empor Berlin II,27,0,0,0,0,0,1,12,2139,0,2,0.792,0.88,0,2,0.074,25,25,2,1,0.333,0.59,RV,RM,56%,15%
1102196,Malte Bohn,SV Empor Berlin II,1,0,0,0,0,0,1,0,11,0,NA,0.004,0.122,0,0,0,0,0,1,0,0,0.025,NA,NA,NA%,0%
1102198,Pjotr Xaver Strelets,SV Empor Berlin II,3,0,0,0,0,0,2,1,69,0,NA,0.026,0.256,0,1,0.333,1,1,2,1,0.333,0.39,LV,NA,33%,0%
1102215,Amin Malik Chahed,FC Internationale Berlin 1980,8,0,0,0,0,0,8,0,114,0,77,0.042,0.158,0,0,0,0,0,8,0,0,0.04,NA,NA,NA%,0%
1102271,Niklas Jost,Berliner SV 1892,24,1,0,0,0,0,1,0,2106,0,4,0.78,0.975,0.042,3,0.125,43,23,1,1.87,0.623,0.825,IV,NA,58%,0%
1102273,Mario Mikic,Berliner SV 1892,4,1,0,0,0,0,3,1,172,0,14,0.064,0.478,0.25,1,0.25,0,1,3,0,0,0.183,RV,NA,25%,0%
1102310,Paul Busche,Berliner SV 1892,26,9,1,0,0,0,9,13,1523,2,7,0.564,0.651,0.385,5,0.192,34,17,9,2,0.667,0.767,LM,ZM,19%,15%
1105603,Firooz Ahmadi,Berliner SV 1892,1,0,0,0,0,0,1,0,16,0,NA,0.006,0.178,0,0,0,0,0,1,0,0,0.037,NA,NA,NA%,0%
1109767,Oskar Schlembach,FC Viktoria 1889 Berlin II,12,1,0,0,0,0,5,7,623,0,21,0.231,0.577,0.083,0,0,18,7,5,2.571,0.857,0.762,ZDM,ZM,33%,8%
1116912,Ibrahim Hassan,BSV Al-Dersimspor,3,0,0,0,0,0,3,0,34,0,NA,0.013,0.126,0,1,0.333,3,4,-1,0.75,0.25,0.303,IV,ZM,100%,33%
1117044,Eric Herbst,Berliner SC II,1,1,0,0,0,0,1,0,25,0,NA,0.009,0.278,1,0,0,0,0,1,0,0,0.057,NA,NA,NA%,0%
1117050,Jonathan Maurer,Berliner SV 1892,13,1,0,0,0,0,0,4,1047,0,NA,0.388,0.895,0.077,3,0.231,30,13,0,2.308,0.769,0.864,ZM,NA,62%,0%
1117059,Baran Egilmez,BSV Al-Dersimspor,3,0,0,0,0,0,0,0,270,0,NA,0.1,1,0,1,0.333,1,2,1,0.5,0.167,0.437,LV,NA,33%,0%
1117104,Gianfranco Manzari,SV Stern Britz 1889,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1117111,Joshua Tröger,Berliner SV 1892,17,1,0,0,0,0,4,6,1174,0,24,0.435,0.767,0.059,4,0.235,31,13,4,2.385,0.795,0.867,RV,RM,29%,24%
1118199,Muzaffer Kirimoglu,Türkiyemspor Berlin,9,0,0,0,0,0,3,2,569,0,9,0.211,0.702,0,0,0,5,6,3,0.833,0.278,0.377,ST,NA,56%,0%
1118240,Samet Sennur,TSV Rudow Berlin,12,1,0,0,0,0,6,5,597,0,11,0.221,0.553,0.083,3,0.25,10,4,8,2.5,0.833,0.813,ST,ZOM,25%,8%
1119437,Jasper Büll,FC Internationale Berlin 1980,1,0,0,0,0,0,1,0,3,0,NA,0.001,0.033,0,0,0,0,0,1,0,0,0.007,NA,NA,NA%,0%
1119568,Ibrahim Diallo,FSV Berolina Stralau 1901,12,0,1,0,0,0,8,3,444,0,10,0.164,0.411,0.083,9,0.75,35,19,-7,1.842,0.614,0.77,RV,RM,75%,58%
1119607,Jordy Gase,VfB Concordia Britz 1916,23,2,0,0,0,0,7,12,1248,2,25,0.462,0.603,0.087,0,0,0,1,22,0,0,0.213,ST,NA,4%,0%
1119739,Dominik Thonfeld,TSV Rudow Berlin,16,0,1,0,0,0,14,1,358,0,23,0.133,0.249,0.062,0,0,1,2,14,0.5,0.167,0.193,ST,ZM,6%,6%
1123046,Safak Höbek,BSV Al-Dersimspor,1,0,0,0,0,0,1,1,28,0,NA,0.01,0.311,0,0,0,0,0,1,0,0,0.064,NA,NA,NA%,0%
1132985,Ayham Heimur,BFC Meteor 06,23,6,10,3,0,0,6,15,1435,2,92,0.531,0.693,0.696,2,0.087,34,17,6,2,0.667,0.738,LM,RM,35%,17%
1135576,Jakob Klautzsch,FC Viktoria 1889 Berlin II,3,0,0,0,0,0,0,1,225,0,NA,0.083,0.833,0,0,0,4,3,0,1.333,0.444,0.494,LV,ZM,67%,33%
1150915,Tilman Schinzel,SV Empor Berlin II,17,0,0,0,0,0,0,0,1530,0,14,0.567,1,0,2,0.118,8,16,1,0.5,0.167,0.465,IV,ZDM,47%,29%
1151082,Simon Stefanovic,FC Viktoria 1889 Berlin II,23,0,0,0,0,0,1,1,1989,0,7,0.737,0.961,0,4,0.174,38,23,0,1.652,0.551,0.777,LV,IV,70%,9%
1155862,Leon Schmeißer,BSV Eintracht Mahlsdorf II,7,3,1,0,0,0,1,4,470,0,20,0.174,0.746,0.571,1,0.143,12,6,1,2,0.667,0.694,RM,ST,43%,29%
1170035,Rayk Stahnke,Köpenicker FC,11,0,0,0,0,0,6,3,471,0,26,0.174,0.476,0,2,0.182,10,5,6,2,0.667,0.651,ZM,IV,27%,18%
1173011,Deniz Gassen,VfB Concordia Britz 1916,8,0,0,0,0,0,6,1,318,0,10,0.118,0.442,0,1,0.125,0,2,6,0,0,0.15,ZM,NA,25%,0%
1181874,Julius Böke,BFC Meteor 06,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1185789,Jakob Oevermann,Berliner SC II,4,1,0,0,0,0,2,0,261,0,15,0.097,0.725,0.25,1,0.25,4,2,2,2,0.667,0.706,IV,NA,50%,0%
1186665,Thomaz Klingl,FC Internationale Berlin 1980,1,0,0,0,0,0,0,0,90,0,10,0.033,1,0,0,0,3,1,0,3,1,0.907,ST,NA,100%,0%
1198078,Ole Bresemann,FSV Berolina Stralau 1901,23,9,5,0,0,0,7,11,1462,6,9,0.541,0.706,0.609,4,0.174,22,15,8,1.467,0.489,0.644,ST,NA,57%,0%
1202663,Eric Stier,FSV Berolina Stralau 1901,20,3,3,0,0,0,6,8,1287,2,5,0.477,0.715,0.3,2,0.1,14,14,6,1,0.333,0.502,ST,RM,65%,5%
1239218,Soner Gültepe,Berliner SV 1892,6,0,0,0,0,0,6,0,60,0,26,0.022,0.111,0,0,0,0,0,6,0,0,0.027,NA,NA,NA%,0%
1247065,Kevin Schneider,SV Stern Britz 1889,7,0,1,0,0,0,1,1,540,0,NA,0.2,0.857,0.143,6,0.857,18,17,-10,1.059,0.353,0.716,RM,ST,129%,86%
1256639,Falk Marquard,SV Empor Berlin II,4,2,0,0,0,0,0,0,360,0,NA,0.133,1,0.5,1,0.25,4,3,1,1.333,0.444,0.613,ZDM,ZM,50%,25%
1261237,Cengiz Devecioglu,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1263535,Jonathan Stolp,SV Empor Berlin II,10,3,0,0,0,0,3,4,679,0,7,0.251,0.754,0.3,0,0,4,7,3,0.571,0.19,0.334,RM,ST,30%,30%
1263543,Lucas Hufnagel,FSV Berolina Stralau 1901,1,0,0,0,0,0,1,0,21,0,NA,0.008,0.233,0,0,0,0,0,1,0,0,0.048,NA,NA,NA%,0%
1275859,Hong Phuc Dinh,SV Empor Berlin II,5,2,0,0,0,0,3,2,206,0,17,0.076,0.458,0.4,0,0,1,2,3,0.5,0.167,0.224,LM,ST,20%,20%
1296888,Oguzhan Codura,Türkiyemspor Berlin,5,0,0,0,0,0,1,3,312,0,10,0.116,0.693,0,0,0,6,4,1,1.5,0.5,0.512,ST,NA,80%,0%
1317878,Firat Yildirim,SC Borsigwalde 1910,15,0,0,0,0,1,2,2,1150,0,15,0.426,0.852,0,3,0.2,5,5,10,1,0.333,0.549,ZDM,ZOM,13%,13%
1325188,Marcel Frobenius,SV Stern Britz 1889,17,2,0,1,0,0,6,1,1083,0,37,0.401,0.708,0.118,1,0.059,1,11,6,0.091,0.03,0.261,RV,ZDM,41%,12%
1326499,Stefan Nicola,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1334973,Florian Nikolai Thalhofer,Türkiyemspor Berlin,19,0,0,0,0,0,7,3,1157,2,17,0.429,0.677,0,0,0,15,11,8,1.364,0.455,0.54,RV,LM,53%,5%
1336298,Fredy Balde,BFC Meteor 06,8,1,1,0,0,0,6,1,193,1,8,0.071,0.268,0.25,1,0.125,3,2,6,1.5,0.5,0.455,LM,NA,12%,0%
1336637,Alexander Gajda,BFC Preussen II,13,1,0,0,0,0,8,3,490,0,14,0.181,0.419,0.077,1,0.077,7,5,8,1.4,0.467,0.47,RV,NA,38%,0%
1338125,Nikolaos Kaggelidids,Berliner SC II,20,4,1,0,0,0,4,5,1442,1,3,0.534,0.801,0.25,1,0.05,22,16,4,1.375,0.458,0.603,LV,ZM,55%,15%
1338340,David Nagel,FC Viktoria 1889 Berlin II,11,2,1,0,0,0,5,5,431,0,4,0.16,0.435,0.273,2,0.182,13,8,3,1.625,0.542,0.553,IV,NA,64%,0%
1344500,Marius Schreiber,BSV Eintracht Mahlsdorf II,1,0,1,0,0,0,0,0,90,0,8,0.033,1,1,0,0,3,1,0,3,1,0.907,LV,NA,100%,0%
1344722,Nils Szerwinski,BFC Preussen II,12,1,0,0,0,0,11,1,367,0,21,0.136,0.34,0.083,0,0,3,1,11,3,1,0.795,ST,NA,8%,0%
1352394,Malte Meißner,VfB Concordia Britz 1916,12,0,0,0,0,0,1,0,1035,0,33,0.383,0.958,0,3,0.25,16,13,-1,1.231,0.41,0.63,TW,NA,75%,0%
1355989,Khaled El-Okkla,SC Borsigwalde 1910,21,0,0,0,0,0,6,4,1394,1,27,0.516,0.738,0,4,0.19,16,15,6,1.067,0.356,0.557,IV,NA,67%,0%
1358063,Tommes Diallo,SV Stern Britz 1889,7,0,0,0,0,0,0,0,630,0,2,0.233,1,0,9,1.286,35,19,-12,1.842,0.614,1.062,RV,RM,129%,100%
1359263,Marcos Terzopulos-Koutsoubas,BFC Meteor 06,3,0,0,2,0,0,1,1,157,0,5,0.058,0.581,0,0,0,3,1,2,3,1,0.828,RV,NA,33%,0%
1359284,Dennis Pyplatz,SV Stern Britz 1889,25,2,0,3,0,0,4,7,1821,0,24,0.674,0.809,0.08,4,0.16,3,20,5,0.15,0.05,0.38,ZDM,ZM,64%,12%
1362203,Stefan Glaser,Berliner SC II,18,1,6,0,0,0,4,6,1325,0,9,0.491,0.818,0.389,4,0.222,19,14,4,1.357,0.452,0.645,ST,LM,56%,11%
1366319,Omar Hajjaj,BFC Preussen II,2,1,0,0,1,0,0,0,167,0,NA,0.062,0.928,0.5,0,0,3,2,0,1.5,0.5,0.548,ZDM,NA,50%,0%
1368732,David Chukwu,SC Borsigwalde 1910,13,0,0,0,0,0,7,2,659,1,NA,0.244,0.563,0,1,0.077,10,6,7,1.667,0.556,0.574,LV,RV,15%,8%
1370831,Moreno Schneider,FC Internationale Berlin 1980,18,6,0,0,0,0,3,1,1393,1,19,0.516,0.86,0.333,6,0.333,18,17,1,1.059,0.353,0.622,RM,ST,50%,33%
1371280,Pascal-Rene Jüterbock,BFC Meteor 06,20,5,4,2,0,0,14,4,755,2,84,0.28,0.419,0.45,1,0.05,18,6,14,3,1,0.855,LM,RM,25%,5%
1371324,Leeroy-Life Leffke,FSV Berolina Stralau 1901,9,0,0,0,0,0,9,0,117,0,13,0.043,0.144,0,0,0,0,0,9,0,0,0.037,NA,NA,NA%,0%
1375485,Ferhat Ömür,Türkiyemspor Berlin,4,0,0,0,0,0,0,0,360,0,68,0.133,1,0,1,0.25,1,2,2,0.5,0.167,0.418,TW,NA,25%,0%
1384597,Nico Hasenbank,VfB Concordia Britz 1916,2,0,0,0,0,0,1,0,106,0,NA,0.039,0.589,0,0,0,0,1,1,0,0,0.126,ZM,NA,50%,0%
1384826,Benedikt Schmidtmann,VfB Concordia Britz 1916,24,0,0,0,0,0,2,7,1837,0,23,0.68,0.85,0,4,0.167,17,23,1,0.739,0.246,0.529,RV,LV,46%,29%
1389946,Arne-Luca Auctun,VfB Concordia Britz 1916,19,2,0,0,0,0,4,2,1357,0,19,0.503,0.794,0.105,3,0.158,8,15,4,0.533,0.178,0.431,IV,ST,68%,5%
1390295,Ömer Tanis,Türkiyemspor Berlin,24,1,2,0,0,0,3,2,1938,0,8,0.718,0.897,0.125,2,0.083,24,20,4,1.2,0.4,0.628,ZDM,RM,42%,12%
1395099,Marvin Knape,FC Viktoria 1889 Berlin II,7,0,0,0,0,0,6,1,151,0,20,0.056,0.24,0,0,0,0,1,6,0,0,0.059,RV,NA,14%,0%
1401763,Luca Carius,Köpenicker FC,22,0,0,0,0,0,0,1,1963,0,6,0.727,0.991,0,7,0.318,33,22,0,1.5,0.5,0.789,IV,LM,91%,5%
1404837,Paul Nickel,SV Empor Berlin II,3,1,2,0,0,0,0,0,270,0,NA,0.1,1,1,1,0.333,6,3,0,2,0.667,0.787,ZDM,IV,67%,33%
1405724,Stephan Ngah,Berliner SC II,1,0,0,0,0,0,0,1,59,0,NA,0.022,0.656,0,0,0,0,1,0,0,0,0.136,RM,NA,100%,0%
1423572,Meiko Hesse,BFC Preussen II,18,0,0,0,0,0,7,9,1018,0,6,0.377,0.628,0,0,0,25,10,8,2.5,0.833,0.784,ZDM,ZM,44%,11%
1423758,Johannes Schwarz,FC Viktoria 1889 Berlin II,6,0,0,0,0,0,6,0,35,0,NA,0.013,0.065,0,1,0.167,21,13,-7,1.615,0.538,0.442,ZM,NA,200%,0%
1424435,Alfredo-Manuel Villanueva Bravo,FSV Berolina Stralau 1901,3,1,0,0,0,0,0,2,230,0,10,0.085,0.852,0.333,0,0,1,2,1,0.5,0.167,0.304,LM,ST,33%,33%
1424468,Julian Bufe,BSV Eintracht Mahlsdorf II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1424472,Tom Rostock,Köpenicker FC,9,0,0,0,0,0,7,2,261,0,NA,0.097,0.322,0,0,0,4,2,7,2,0.667,0.55,RM,ZM,11%,11%
1424475,Oliver Spigaht,BSV Eintracht Mahlsdorf II,19,0,2,0,0,0,9,3,1003,0,6,0.371,0.587,0.105,0,0,6,9,10,0.667,0.222,0.347,RM,LV,26%,11%
1437978,Mehdi Jebali,Berliner SC II,1,0,0,0,0,0,0,0,90,0,NA,0.033,1,0,0,0,3,1,0,3,1,0.907,IV,NA,100%,0%
1442249,Jeremy Herrmann,FC Viktoria 1889 Berlin II,21,1,0,0,0,0,2,5,1665,0,26,0.617,0.881,0.048,1,0.048,35,19,2,1.842,0.614,0.744,ZDM,ZM,43%,24%
1442312,Lukas-Noah Littler,FC Viktoria 1889 Berlin II,15,0,0,0,0,0,3,0,1129,0,2,0.418,0.836,0,1,0.067,14,10,5,1.4,0.467,0.598,IV,NA,53%,0%
1442314,Mirko Wach,FC Viktoria 1889 Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1447154,Bryan Lilja,Berliner SC II,10,0,0,0,0,0,2,3,723,0,18,0.268,0.803,0,1,0.1,18,8,2,2.25,0.75,0.769,LM,RM,20%,20%
1450648,Kenan Özen,Türkiyemspor Berlin,18,0,0,0,0,0,12,5,623,0,6,0.231,0.385,0,0,0,9,7,11,1.286,0.429,0.423,ZDM,IV,22%,11%
1465520,Guilherme Henrique Lopes De Oliveira,BFC Preussen II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0%
1472494,Lennart Nerlich,BFC Meteor 06,26,1,1,5,1,0,0,1,2290,4,5,0.848,0.979,0.077,8,0.308,57,25,1,2.28,0.76,0.99,IV,NA,96%,0%
1472506,Jannik Jantzen,BFC Meteor 06,22,2,7,6,0,0,3,13,1517,4,27,0.562,0.766,0.409,4,0.182,39,18,4,2.167,0.722,0.826,ZDM,ZM,32%,18%
1474129,Milan Stricker,FSV Berolina Stralau 1901,11,0,0,0,0,0,6,5,451,0,NA,0.167,0.456,0,1,0.091,3,5,6,0.6,0.2,0.292,ST,ZM,27%,18%
1474135,Georg Schönfelder,FSV Berolina Stralau 1901,24,2,0,0,0,0,2,2,1997,1,3,0.74,0.925,0.083,3,0.125,30,22,2,1.364,0.455,0.689,IV,LV,83%,4%
