ID,Name,Team,Spiele,Tore,Assists,Gelbe.Karten,Gelb.Rote.Karten,Rote.Karten,Einwechslung,Auswechslung,Spielzeit,X11.des.Tages,Nummer,playtime_ratio,scorerpoints_ratio,best_player_appearances,best_player_ratio,total_points,matches_played,match_diff,points_per_game,weighted_score,most_position,second_position,position_percentage,second_position_percentage
1878754,Giovanni Marigo,FC Internationale Berlin 1980,1,0,0,0,0,0,0,1,79,0,NA,0.029,NA,0,0,3,1,0,3,NA,LM,NA,100%,0%
1878845,Henrik Kühne,DJK Schwarz-Weiß Neukölln,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1885287,Bela Roth,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1888501,Florian Bellabarba,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1888806,Adam Lamkaddam,BFC Preussen II,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1890422,Philip Bartoschek,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1891968,Aaron Yusuff,SV Empor Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1892792,Mohammed Yaqoobi,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1892794,Maximilian Schatz,BFC Preussen II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1892826,Leo Sommerfeld,BFC Preussen II,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,1,1,0,1,0,0,NA,IV,NA,100%,0%
1910460,Yannik Pilz,Sportfreunde Johannisthal,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,2,2,3,1,0,3,NA,IV,NA,200%,0%
1912348,Dorian Kühn,DJK Schwarz-Weiß Neukölln,1,1,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,LV,NA,100%,0%
1918595,Minh Dang Ngo,SV BW Berolina Mitte 49,1,0,0,0,0,0,1,0,10,0,NA,0.004,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1923253,Aimo Weber,SC Berliner Amateure,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1928266,Felix Klebe,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1928343,Niklas Rother,Friedenauer TSC,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,NA,NA,0%,0%
1928823,Dolunay Sabahat,1. FC Schöneberg 1913,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1930198,Islam Umalatov,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1933467,Emin Musa Cetintas,1. FC Schöneberg 1913,1,0,1,0,0,0,0,1,80,0,NA,0.03,NA,0,0,3,1,0,3,NA,NA,NA,0%,0%
1935153,Joshua Ridzewski,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1935179,Jaromil Essers,SC Berliner Amateure,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
1938432,Fridtjof Müller,SC Berliner Amateure,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,1,-1,3,1,ZM,NA,0%,0%
1939439,Hussein Ahmo,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1946020,Milo Lippe,SV Empor Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1946021,Nico Bochnia,SV Empor Berlin II,1,1,0,0,0,0,1,0,45,0,NA,0.017,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1946024,Emile Ako,SV Empor Berlin II,1,0,0,0,0,0,1,0,45,0,NA,0.017,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1955784,Leon Drannaschk,SV Empor Berlin II,1,0,0,0,0,0,0,1,80,0,NA,0.03,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
1956428,Mohammad Sabra,SF Charlottenburg-Wilmersdorf 03,1,0,0,0,0,0,1,0,6,0,NA,0.002,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1962898,Lars Tasche,SC Berliner Amateure,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
1968199,Yildiray Demir,1. FC Schöneberg 1913,1,1,1,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,NA,NA,0%,0%
1975500,Tobias Schleyer,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1979834,Stephan Arbelaez Rodriguez,SV BW Berolina Mitte 49,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1980181,Tiago de Sousa Oliveira,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1980611,Oskar Kühn,SV Empor Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,1,-1,3,1,LV,NA,0%,0%
1983812,Atacan Özcan,BFC Preussen II,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,ZDM,NA,100%,0%
1987343,Matteo Topal,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1989875,Oskar Lauriac,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1992306,Lennard Schröder,Berliner SC II,1,0,0,0,0,0,1,0,1,0,NA,0,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1992356,Hebun Aslan,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,-1,0,0.25,ZM,NA,0%,0%
1992467,Wilfred Arnaud Njankou Tchouwa,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1993494,Alessandro Tamburo,Berliner SC II,1,0,0,0,0,0,1,0,3,0,NA,0.001,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1995391,Elias Ulsamer,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1997901,Linus Debrodt,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2003282,Jhon Fernando Garces Daza,SV BW Berolina Mitte 49,1,0,0,0,0,0,0,1,64,0,NA,0.024,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2003784,Benjamin Mujic,Sportfreunde Johannisthal,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2021713,Chehine Chaieb,Sportfreunde Johannisthal,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2028321,Colin Gonda,Sportfreunde Johannisthal,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2036096,Janne Henrik Bloch,SV Empor Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2055022,Saif Merabti,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2057632,Ömer Yavuz,BSV Hürtürkel,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2058677,Moritz Brune,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2058733,Franzisko Bätz,FC Internationale Berlin 1980,1,0,0,0,0,0,1,0,35,0,NA,0.013,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2062502,Toni Schulz,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2064524,Koffi Ange Mickael Hermann Yao,SF Charlottenburg-Wilmersdorf 03,1,0,0,0,0,0,0,1,77,0,NA,0.029,NA,0,0,0,1,0,0,NA,RM,NA,100%,0%
2064532,Hans Siegmund-Schultze,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2065608,Christian Müller,BFC Preussen II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,1,-1,3,1,ZM,NA,0%,0%
2070457,Lasslo Jacobs,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2071635,Yigit Öncü,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2071667,Nicolas Costa Echeverria,FC Internationale Berlin 1980,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,1,1,3,1,0,3,NA,IV,NA,100%,0%
2080553,Ilya Hadari,SV BW Berolina Mitte 49,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2099301,Juan José Swett Barros,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2111864,Finley Fuchs,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,1,-1,3,1,NA,NA,0%,0%
2115448,Dominic Kranz,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2123107,Gaston Ignacio Nieto,FC Internationale Berlin 1980,1,3,0,0,0,0,0,1,79,0,NA,0.029,NA,1,1,3,1,0,3,NA,ST,NA,100%,0%
2124899,Justus Häger,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2124901,Philipp Aufschlag,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2133061,Simon Riedel,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2138825,Ibrahim Baba Aliyu,1. FC Schöneberg 1913,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2141000,Felix Opoku,SV BW Berolina Mitte 49,1,0,0,0,0,0,0,1,80,0,NA,0.03,NA,0,0,0,1,0,0,NA,ST,NA,100%,0%
2143547,Joscha Schulte-Holtey,SC Berliner Amateure,1,0,0,0,0,0,0,1,12,0,NA,0.004,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
2158715,Mohammad Barakat,Pfeffersport,1,0,0,0,0,0,1,0,18,0,NA,0.007,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2169394,Julian Duczmal,SV Empor Berlin II,1,0,0,0,0,0,0,1,59,0,NA,0.022,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
2169555,Eray Krüger,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2174514,Prince Selemani Angali,SC Borsigwalde 1910,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,RV,NA,100%,0%
2179211,Mehdi Bencheikh,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2181075,Oskar Denis Cuesta,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2182604,Billy Bradley Tuckerman,SV Empor Berlin II,1,1,0,0,0,0,0,1,45,0,NA,0.017,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2189087,Cristobal Del Fierro,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2189089,Ilker Samed Yigit,BSV Hürtürkel,1,0,0,0,0,0,0,1,60,0,NA,0.022,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
2189090,Ryan Max Robert French,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2192965,Romaric Moumeni Taffou,BFC Preussen II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2196597,Talha Diken,Berlin Hilalspor,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2199337,Dogus Güngör,Berlin Hilalspor,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2200063,Rafael Mentrup,SV Empor Berlin II,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
2200783,Dominik Vukoja,Friedenauer TSC,1,0,0,0,0,0,1,0,12,0,NA,0.004,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2202103,Laszlo Braun,SV Empor Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2203181,Teoman Saatci,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2204177,Maximilian De Rosnay,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2204950,Bakary Diakite,SF Charlottenburg-Wilmersdorf 03,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,1,1,0,1,0,0,NA,LM,NA,100%,0%
2205011,Emmanuel Sokowonci Daniel,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2206016,Tarkan Taskiran,Friedenauer TSC,1,0,1,0,0,0,1,0,24,0,NA,0.009,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2208340,Tarek Moussa,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2208660,Lars Werner,SC Berliner Amateure,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,1,1,0,1,0,0,NA,NA,NA,0%,0%
2211864,Abdallah Ferchichi,BFC Preussen II,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,1,1,0,1,0,0,NA,LV,NA,100%,0%
2215683,Carlos Huambo,Berliner SC II,1,0,0,0,0,0,1,0,1,0,NA,0,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2217487,Taha Acar,Sportfreunde Johannisthal,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,1,-1,3,1,IV,NA,0%,0%
2221430,Roger Gonzalez Hermosa,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2237515,Daiwy Chioccarelli,SV BW Berolina Mitte 49,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,LM,NA,100%,0%
2254117,Soulemane Imorou,SC Berliner Amateure,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
2264004,Maximilian Louis Alexis Caspar de Rosnay,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2267120,Ezher Akbulut,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2279859,Nicholas Cartwright Stanley,FC Internationale Berlin 1980,1,1,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,ST,NA,100%,0%
2292517,Hussein Sabah,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2294556,Oscar Reinaldo Avendano Leon,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2294557,Sebastian Basaure Larrain,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2306070,Bruno Ebert,Berliner SV 1892,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2306071,Arthur Stephan,Berliner SV 1892,1,0,0,0,0,0,1,0,14,0,NA,0.005,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2309439,Jannik Kuß,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2309888,Niklas Höhne,SF Charlottenburg-Wilmersdorf 03,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,TW,NA,100%,0%
2309889,Lasse Kollof,SF Charlottenburg-Wilmersdorf 03,1,0,0,0,0,0,1,0,13,0,NA,0.005,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2309891,Oskar Dornheim,SF Charlottenburg-Wilmersdorf 03,1,0,0,0,0,0,0,1,84,0,NA,0.031,NA,0,0,0,1,0,0,NA,ZM,NA,100%,0%
2309893,Nuno Tyrese Nuamah Dos Santos,SF Charlottenburg-Wilmersdorf 03,1,0,0,0,0,0,0,1,45,0,NA,0.017,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2313599,Dhia Mayel,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2314861,Nick Thalke,SC Borsigwalde 1910,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,1,1,3,1,0,3,NA,RM,NA,100%,0%
2319724,Adam Barnat,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2321604,Mavin Wandel,SV Empor Berlin II,1,0,0,0,0,0,1,0,14,0,NA,0.005,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2323402,Ensar Gün,Berlin Hilalspor,1,0,0,0,0,0,1,0,1,0,NA,0,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2323965,Levin Grabher,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2327551,Tobias Kneppe,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2327553,Yakup Yasar,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2327555,Bünyamin Maras,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2327843,Bonke Andresen,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2328217,Mathis Aust,Sportfreunde Johannisthal,1,0,0,0,0,0,1,0,33,0,NA,0.012,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2332711,Joel Santiago Knopf,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2339227,Harun Efe Kurnaz,BSV Hürtürkel,1,0,0,0,0,0,0,1,75,0,NA,0.028,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
2339579,Eike Barth,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2341687,Jamie Dell Bullock,FC Internationale Berlin 1980,1,0,0,0,0,0,1,0,11,0,NA,0.004,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2341689,Joel Broughton Weeks,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2342342,Bekar Hoeri,DJK Schwarz-Weiß Neukölln,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2342395,Paul Kleinfeldt,Friedenauer TSC,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,NA,NA,0%,0%
2342399,Tim Gandert,Friedenauer TSC,1,1,0,0,0,0,1,0,35,0,NA,0.013,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2342434,Keita Udo,SV Empor Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2344872,Can Kelesoglu,BFC Preussen II,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2349129,Daniel Brüggemann,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2356828,Zachariah Mohamed Dukuly,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2356838,Glian Hoeri,DJK Schwarz-Weiß Neukölln,1,1,1,0,0,0,1,0,33,0,NA,0.012,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2359467,Laurens Cerny,SV Empor Berlin II,1,0,0,0,0,0,1,0,31,0,NA,0.011,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2369259,Marlon Mayen Guzman,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2369305,Iven Stritzke,Friedenauer TSC,1,0,0,0,0,0,0,1,66,0,NA,0.024,NA,0,0,3,1,0,3,NA,NA,NA,0%,0%
2378543,Konstantin Joseski,Berliner SC II,1,1,0,0,0,0,0,1,89,0,NA,0.033,NA,0,0,3,1,0,3,NA,RV,NA,100%,0%
2378545,Alexander Lorenz,Berliner SC II,1,0,0,0,0,0,0,1,69,0,NA,0.026,NA,0,0,3,1,0,3,NA,ST,NA,100%,0%
2378546,Nino Zamorano,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2381684,Armin Asotic,Berlin Hilalspor,1,0,0,0,0,0,0,1,82,0,NA,0.03,NA,0,0,0,1,0,0,NA,RV,NA,100%,0%
2385100,Kassem El-Ahmad,Berlin Hilalspor,1,0,0,0,0,0,1,0,8,0,NA,0.003,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2389685,Sadjad Rassuli,SC Borsigwalde 1910,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,ZOM,NA,100%,0%
2393328,Matthäus Schmidt,SV BW Berolina Mitte 49,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,1,-1,3,1,RM,NA,0%,0%
2393415,Nikita Ovcharov,FC Internationale Berlin 1980,1,0,0,0,0,0,1,0,23,0,NA,0.009,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2394633,Mohammad Kassem,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,1,-1,3,1,LV,NA,0%,0%
2402225,Alexander Schulze,FC Internationale Berlin 1980,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,TW,NA,100%,0%
2405583,Willy Akanakimana,Berlin Hilalspor,1,0,0,0,0,0,0,1,61,0,NA,0.023,NA,1,1,0,1,0,0,NA,ZM,NA,100%,0%
2405584,Johan Ferney Marin Macareno,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2410966,Tristan Baron,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2415119,Hussein Barbich,Berlin Hilalspor,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2415862,Bedran Gökce,Berlin Hilalspor,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2426242,Furkan Arslan,BSV Hürtürkel,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
2428571,Diego Joaquin Lopez Martinez,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2439259,Dogukan Degirmenci,1. FC Schöneberg 1913,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,NA,NA,0%,0%
2440741,Abdallah Khattab,Berlin Hilalspor,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2442717,Mohammed Fadel,Berlin Hilalspor,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2446787,Sercan Fallmann,Berlin Hilalspor,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2446788,Okan Ekmekci,Berlin Hilalspor,1,1,0,0,0,0,1,0,20,0,NA,0.007,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
2449964,Dominik Hinze,Berliner SV 1892,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2452941,Baran Aykut,BFC Preussen II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2453103,Mohammed Khalid Qaderi,Berlin Hilalspor,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2458568,Luca Wendt,Sportfreunde Johannisthal,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,-1,0,0.25,IV,NA,0%,0%
2459054,Nazir Boukari Yabara,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2461232,Caspar Ropers,SC Berliner Amateure,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
2461233,Baboucarr Jammeh,SC Berliner Amateure,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
