ID,Name,Team,Spiele,Tore,Assists,Gelbe.Karten,Gelb.Rote.Karten,Rote.Karten,Einwechslung,Auswechslung,Spielzeit,X11.des.Tages,Nummer,playtime_ratio,scorerpoints_ratio,best_player_appearances,best_player_ratio,total_points,matches_played,match_diff,points_per_game,weighted_score,most_position,second_position,position_percentage,second_position_percentage
990236,Stefano Tedesco,Berliner SV 1892,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1012823,Danilo Arsic,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1019739,Philipp Macketanz,SV Empor Berlin II,1,0,0,0,0,0,0,1,76,0,NA,0.028,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
1026651,Younes Missaoui,BSV Hürtürkel,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1041408,Soeren Kissner,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1044798,Jacob Ahrendt,BSV Hürtürkel,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1051733,Lukas Elszel,DJK Schwarz-Weiß Neukölln,1,0,0,0,0,0,1,0,16,0,NA,0.006,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1053158,Akiyasu Tsuchiya,FC Internationale Berlin 1980,1,0,0,0,0,0,0,1,55,0,NA,0.02,NA,0,0,3,1,0,3,NA,ZM,NA,100%,0%
1054693,Robin Gorr,SF Charlottenburg-Wilmersdorf 03,1,0,0,0,0,0,1,0,45,0,NA,0.017,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1059050,Moritz Müller,SV BW Berolina Mitte 49,1,0,0,0,0,0,1,0,26,0,NA,0.01,NA,0,0,3,1,0,3,NA,ZM,NA,100%,0%
1075121,Samer Abou Khalil,1. FC Schöneberg 1913,1,0,1,0,0,0,0,1,44,0,NA,0.016,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1077594,Daniel Mpembele Nzongo,SC Borsigwalde 1910,1,1,0,0,0,0,1,0,45,0,NA,0.017,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1077595,David Mpembele Nzongo,SC Borsigwalde 1910,1,0,0,0,0,0,0,1,79,0,NA,0.029,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1084756,Leon Ibrom,Berliner SC II,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,IV,NA,100%,0%
1084858,Kevin Woithe,Friedenauer TSC,1,0,0,0,0,0,1,0,3,0,NA,0.001,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1092281,Julian Fleige,SC Berliner Amateure,1,0,0,0,0,0,1,0,78,0,NA,0.029,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1101033,Theodor Richter,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1101097,Carl Rupprich,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1102194,Pascal Bräkow,SV Empor Berlin II,1,0,0,0,0,0,0,1,45,0,NA,0.017,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
1102196,Malte Bohn,SV Empor Berlin II,1,0,0,0,0,0,1,0,10,0,NA,0.004,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1102198,Pjotr Xaver Strelets,SV Empor Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1102215,Amin Malik Chahed,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1102232,Alisan Erdogan,DJK Schwarz-Weiß Neukölln,1,0,0,0,0,0,1,0,18,0,NA,0.007,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1102237,Cosmo Bandilla,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1102254,Nikolas Müller,Sportfreunde Johannisthal,1,0,1,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,ZM,NA,100%,0%
1102258,Max Mittelstädt,Sportfreunde Johannisthal,1,0,1,1,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,ZM,NA,100%,0%
1102261,Tim Meyer,Sportfreunde Johannisthal,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,-1,0,0.25,NA,NA,0%,0%
1102263,Yoshua Lüdtke,Sportfreunde Johannisthal,1,3,0,1,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,LM,NA,100%,0%
1102271,Niklas Jost,Berliner SV 1892,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,IV,NA,100%,0%
1102310,Paul Busche,Berliner SV 1892,1,1,0,0,0,0,0,0,90,0,NA,0.033,NA,1,1,0,1,0,0,NA,ST,NA,100%,0%
1105603,Firooz Ahmadi,Berliner SV 1892,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1113886,Julian Marcell,Pfeffersport,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,ZM,NA,100%,0%
1116917,Sascha Ginkel,DJK Schwarz-Weiß Neukölln,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1116993,Robin Law,SC Berliner Amateure,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1117036,Nerzihoua Moussa Kone,SC Berliner Amateure,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
1117044,Eric Herbst,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1117112,Niklas Kühne,DJK Schwarz-Weiß Neukölln,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1117134,Jakob Baum,Berliner SC II,1,0,0,0,0,0,0,1,69,0,NA,0.026,NA,0,0,3,1,0,3,NA,LM,NA,100%,0%
1117575,Niklas Wittjen,SC Berliner Amateure,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1118027,Emre Gedek,1. FC Schöneberg 1913,1,0,1,0,0,0,1,0,14,0,NA,0.005,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1118143,Friedrich Würzner,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1118148,Carl Zimmering,Pfeffersport,1,0,0,0,0,0,0,1,89,0,NA,0.033,NA,0,0,3,1,0,3,NA,RV,NA,100%,0%
1118152,Tamino Brendel,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1118199,Muzaffer Kirimoglu,BSV Hürtürkel,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1118235,David Langer,BSV Hürtürkel,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
1119437,Jasper Büll,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1121133,Ismael Mrad,1. FC Schöneberg 1913,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1150915,Tilman Schinzel,SV Empor Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1150921,Atakan Gündogdu,1. FC Schöneberg 1913,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1169385,Dursun Tunahan Akdag,BSV Hürtürkel,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,1,1,0,1,0,0,NA,NA,NA,0%,0%
1171175,Leopold Antonius Bussmann,BSV Hürtürkel,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
1171414,Eric Berthold,Sportfreunde Johannisthal,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1186665,Thomaz Klingl,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1186751,Nico Scholz,1. FC Schöneberg 1913,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1188878,Kemal Tosun,BSV Hürtürkel,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1196445,Finn Kurt Bielenberg,SC Berliner Amateure,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1239093,Görkem-Alp Zeren,BSV Hürtürkel,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1239102,Emre Kücükodabasi,BSV Hürtürkel,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
1261239,Radovan-Damjan Stojanovic,1. FC Schöneberg 1913,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,NA,NA,0%,0%
1262597,Ole Benjamin Will,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1263535,Jonathan Stolp,SV Empor Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1283252,Tobias Weckeck,1. FC Schöneberg 1913,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1286923,Mohamed Boudlal,Pfeffersport,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,LV,NA,100%,0%
1296896,Kubilay Yilmaz,BSV Hürtürkel,1,0,0,0,0,0,1,0,30,0,NA,0.011,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1326499,Stefan Nicola,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1335447,Ilker Hasret Demir,Berlin Hilalspor,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,1,-1,3,1,NA,NA,0%,0%
1338125,Nikolaos Kaggelidids,Berliner SC II,1,0,0,0,0,0,1,0,21,0,NA,0.008,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1338127,Muhammed Yildirgan,BSV Hürtürkel,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1341627,Rasmus Jakob Thomas Kasimir Kriesel,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1345213,Cihat Birol,Berlin Hilalspor,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1355388,Nikolai Kemlein,SC Berliner Amateure,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
1355414,Alwin Hunger,Berliner SC II,1,0,0,0,0,0,1,0,21,0,NA,0.008,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1355989,Khaled El-Okkla,SC Borsigwalde 1910,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,IV,NA,100%,0%
1356168,Tim Schliemann,SC Berliner Amateure,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1357422,Paul Becker,SC Berliner Amateure,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1362203,Stefan Glaser,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1366372,Sadri Can Ekmekci,Berlin Hilalspor,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1368732,David Chukwu,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1369060,David Viedt,SC Borsigwalde 1910,1,0,0,0,0,0,1,0,2,0,NA,0.001,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1369292,Floris Lucas Georgi,SV BW Berolina Mitte 49,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,IV,NA,100%,0%
1370800,Santiago Henrich Paya,FC Internationale Berlin 1980,1,3,0,0,0,0,0,1,67,0,NA,0.025,NA,1,1,3,1,0,3,NA,RM,NA,100%,0%
1370826,Ali Oguzhan,BSV Hürtürkel,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1370831,Moreno Schneider,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1371159,Erik Kosky,SF Charlottenburg-Wilmersdorf 03,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,RV,NA,100%,0%
1378712,Noah Roitzsch,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1384607,Justin Schmiedel,SV Empor Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1384717,Nicholas Jean-Louis,SF Charlottenburg-Wilmersdorf 03,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,LV,NA,100%,0%
1384839,Justin Hecke,DJK Schwarz-Weiß Neukölln,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1386229,Charles Gisede,Berlin Hilalspor,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1414721,Srour Al Saadi,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1414722,Suleyman Osman,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1416595,Armin Ghassemi Yeganeh,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1426781,Onur Yüksek,BSV Hürtürkel,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1428135,Cihan Ilter,1. FC Schöneberg 1913,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1435288,Jerome Kortebusch,BFC Preussen II,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,RV,NA,100%,0%
1436359,Felix Mehring,SC Berliner Amateure,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1441166,Maximilian Kocher,SF Charlottenburg-Wilmersdorf 03,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,ZM,NA,100%,0%
1442323,Yunus Malik,Berliner SV 1892,1,1,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,LV,NA,100%,0%
1447154,Bryan Lilja,Berliner SC II,1,0,0,0,0,0,0,1,89,0,NA,0.033,NA,0,0,3,1,0,3,NA,RM,NA,100%,0%
1469692,Donte Williams,Berlin Hilalspor,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1485516,Julian Horwarth,1. FC Schöneberg 1913,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1501291,Lennart-Ole Neuber,SV BW Berolina Mitte 49,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1529180,Pascal Eckert,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1530030,Ahmad El-Mustapha,BFC Preussen II,1,0,0,0,0,0,0,1,25,0,NA,0.009,NA,0,0,0,1,0,0,NA,RM,NA,100%,0%
1532217,Marius Schreiber,Pfeffersport,1,0,0,0,0,0,1,0,1,0,NA,0,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1532549,Leandro Ngomane,SV BW Berolina Mitte 49,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1533860,Gabriel Dahm,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1537526,Chakourou Garba,Berlin Hilalspor,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1549055,Ali Tanis,BSV Hürtürkel,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
1554681,Bruno Beuchel,SV BW Berolina Mitte 49,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1554689,Fabio Benabid,SV BW Berolina Mitte 49,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1554713,Tim Oettle,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1555188,Toni Ölke,Sportfreunde Johannisthal,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,TW,NA,100%,0%
1556419,Jesse Kreuschner,Berliner SC II,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,1,1,3,1,0,3,NA,TW,NA,100%,0%
1556424,Maximilian Reinhard Schubart,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1576914,Barkan Köprülügil,DJK Schwarz-Weiß Neukölln,1,0,0,0,0,0,1,0,45,0,NA,0.017,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1585477,Ben Fidanboy,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1589025,Marc Weinmann,SF Charlottenburg-Wilmersdorf 03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1602543,Anton Vossen,SC Berliner Amateure,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1608375,Chidera Iwuozor,Berliner SV 1892,1,0,0,0,0,0,1,0,14,0,NA,0.005,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1611107,Erhan Kücükosman,Berliner SC II,1,0,0,0,0,0,0,1,87,0,NA,0.032,NA,0,0,3,1,0,3,NA,ST,NA,100%,0%
1634597,Justice Igiebor,BSV Hürtürkel,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1653357,Yann Metzmacher,SV BW Berolina Mitte 49,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,ZDM,NA,100%,0%
1662157,Moritz Kahl,SV BW Berolina Mitte 49,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1665462,Serhan Arslani,BFC Preussen II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1678228,Rio Wermer,SV BW Berolina Mitte 49,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1710620,Lionel Vowinckel,Friedenauer TSC,1,0,0,0,0,0,0,1,78,0,NA,0.029,NA,0,0,3,1,0,3,NA,NA,NA,0%,0%
1710625,Sebastian Smith,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1711190,Jakob Dörre,Sportfreunde Johannisthal,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,LV,NA,100%,0%
1711344,Umut Yüksek,BSV Hürtürkel,1,1,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1713621,Marcos Adrian Castro Barbera,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1741145,Theo Prümke,Friedenauer TSC,1,0,0,0,0,0,1,0,1,0,NA,0,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1741546,Leo Suilmann,Berliner SV 1892,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1742325,Jonas Tilmann,SV BW Berolina Mitte 49,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1752402,Mostafa Kassem,SC Borsigwalde 1910,1,0,0,0,0,0,0,1,88,0,NA,0.033,NA,0,0,3,1,0,3,NA,LV,NA,100%,0%
1753581,Anton Weber,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1753585,Antonin Urban,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1753586,Jonathan Grunert,Pfeffersport,1,1,0,0,0,0,0,1,84,0,NA,0.031,NA,0,0,3,1,0,3,NA,ST,NA,100%,0%
1753606,Jascha Robin Wörteler,FC Internationale Berlin 1980,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,IV,NA,100%,0%
1754021,Eric Mohorn,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1754404,Valentin Wiegand,SV BW Berolina Mitte 49,1,1,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,ZDM,NA,100%,0%
1754407,Justin Kretschmer,SV BW Berolina Mitte 49,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1754454,Jim Bratschke,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1754487,Paul Linus van Bürck,SC Berliner Amateure,1,0,0,0,0,0,0,1,79,0,NA,0.029,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1754489,Niclas Nixdorf,SV Empor Berlin II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1754490,Jannick Wollmann,SV Empor Berlin II,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
1754493,Tom Kozak,SC Berliner Amateure,1,0,0,0,0,0,0,1,61,0,NA,0.023,NA,0,0,0,1,0,0,NA,NA,NA,0%,0%
1754494,Yannik Rosenberg,SC Berliner Amateure,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1756662,Paul Schlicht,Berliner SC II,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1759696,Julian Baumeister,DJK Schwarz-Weiß Neukölln,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1775810,Marvin Pawel,Sportfreunde Johannisthal,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,ZM,NA,100%,0%
1776199,Tom Franke,Sportfreunde Johannisthal,1,0,0,0,0,0,0,1,57,0,NA,0.021,NA,0,0,3,1,0,3,NA,ST,NA,100%,0%
1776202,Max Hoffmann,Sportfreunde Johannisthal,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1776212,Leander Wachholz,Sportfreunde Johannisthal,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1778316,Bryson Rodney Pink,FC Internationale Berlin 1980,1,0,0,0,0,0,1,0,11,0,NA,0.004,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1788843,Janek Wieland,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1788844,Manuel Goudjo Aguigah,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,1,-1,3,1,LM,NA,0%,0%
1832319,Carl Prümke,Friedenauer TSC,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1836112,Miran Aykus,DJK Schwarz-Weiß Neukölln,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1836287,Asbjørn Kistrup Barfod,SC Berliner Amateure,1,1,0,0,0,0,1,0,29,0,NA,0.011,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1839447,Julian Kirsch,DJK Schwarz-Weiß Neukölln,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,1,1,3,1,0,3,NA,ZDM,NA,100%,0%
1859663,Johannes Gehring,SF Charlottenburg-Wilmersdorf 03,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,0,1,0,0,NA,ZM,NA,100%,0%
1867754,William Scarlett,Pfeffersport,1,1,0,0,0,0,1,0,66,0,NA,0.024,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1867769,Florian Möller,Pfeffersport,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1870634,Kaan Ucbaglar,FC Internationale Berlin 1980,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1873208,Shaker Shawrdi,DJK Schwarz-Weiß Neukölln,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
1873370,Tim Henseler,BFC Preussen II,1,0,0,0,0,0,0,1,62,0,NA,0.023,NA,0,0,0,1,0,0,NA,ZDM,NA,100%,0%
1876695,Morrez Nhacuonga,1. FC Schöneberg 1913,1,1,0,0,0,0,1,0,46,0,NA,0.017,NA,0,0,0,0,1,0,NA,NA,NA,0%,0%
1877276,Zafer Kaan Göksar,1. FC Schöneberg 1913,1,0,0,0,0,0,0,0,90,0,NA,0.033,NA,0,0,3,1,0,3,NA,NA,NA,0%,0%
1878341,Ahmad Chehade,SC Borsigwalde 1910,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0%,0%
