Team,Formation,Anzahl,Total_Spiele,Wahrscheinlichkeit,dreier_kette,vierer_kette,Starting11_Team,Starting11_Position,Starting11_Nummer,Starting11_Name,Starting11_Weighted_Score
BSV 1892,4-4-2,2,4,50%,Nein,Ja,BSV 1892,ZM,NA,Tim Paschke,0.61
BSV 1892,4-4-2,2,4,50%,Nein,Ja,BSV 1892,RM,NA,Nikita Charkov,0.56
BSV 1892,4-4-2,2,4,50%,Nein,Ja,BSV 1892,LV,NA,Chidera Iwuozor,0.5
BSV 1892,4-4-2,2,4,50%,Nein,Ja,BSV 1892,LM,NA,Joscha Yanar,0.46
BSV 1892,5-3-2,1,4,25%,Nein,Nein,BSV 1892,TW,NA,Hendrik Lüttschwager,0.69
BSV 1892,5-3-2,1,4,25%,Nein,Nein,BSV 1892,IV,NA,Niklas Jost,0.67
BSV 1892,5-3-2,1,4,25%,Nein,Nein,BSV 1892,ST,NA,David Bellin,0.67
BSV 1892,5-3-2,1,4,25%,Nein,Nein,BSV 1892,IV,NA,Stefano Tedesco,0.66
BSV 1892,5-3-2,1,4,25%,Nein,Nein,BSV 1892,ST,NA,Julius Zauner,0.65
BSV 1892,5-3-2,1,4,25%,Nein,Nein,BSV 1892,ZM,NA,Lennard Schleifenbaum,0.65
BSV 1892,5-3-2,1,4,25%,Nein,Nein,BSV 1892,RV,NA,Karl Anker,0.62
BSV 1892,5-3-2,1,4,25%,Nein,Nein,BSV 1892,ZM,NA,Tim Paschke,0.61
BSV 1892,5-3-2,1,4,25%,Nein,Nein,BSV 1892,IV,NA,Nick Bechler,0.59
BSV 1892,5-3-2,1,4,25%,Nein,Nein,BSV 1892,LV,NA,Chidera Iwuozor,0.5
BSV 1892,5-3-2,1,4,25%,Nein,Nein,BSV 1892,ZM,NA,Benjamin Schnack,0.46
BSV Hürtürkel,4-2-3-1,3,4,75%,Nein,Ja,BSV Hürtürkel,RM,NA,Leopold Antonius Bussmann,0.68
BSV Hürtürkel,4-2-3-1,3,4,75%,Nein,Ja,BSV Hürtürkel,IV,NA,Ali Tanis,0.61
BSV Hürtürkel,4-2-3-1,3,4,75%,Nein,Ja,BSV Hürtürkel,TW,NA,Abdullah Usame Karadeniz,0.58
BSV Hürtürkel,4-2-3-1,3,4,75%,Nein,Ja,BSV Hürtürkel,ST,NA,Kubilay Yilmaz,0.57
BSV Hürtürkel,4-2-3-1,3,4,75%,Nein,Ja,BSV Hürtürkel,IV,NA,Serkan Türkoglu,0.57
BSV Hürtürkel,4-2-3-1,3,4,75%,Nein,Ja,BSV Hürtürkel,ZDM,NA,Harun Efe Kurnaz,0.56
BSV Hürtürkel,4-2-3-1,3,4,75%,Nein,Ja,BSV Hürtürkel,ZDM,NA,Dursun Tunahan Akdag,0.53
BSV Hürtürkel,4-2-3-1,3,4,75%,Nein,Ja,BSV Hürtürkel,RV,NA,Emre Kücükodabasi,0.52
BSV Hürtürkel,4-2-3-1,3,4,75%,Nein,Ja,BSV Hürtürkel,LV,NA,Younes Missaoui,0.41
Berlin Hilalspor,4-2-3-1,1,4,25%,Nein,Ja,Berlin Hilalspor,ST,NA,Volkan Neziroglu,0.73
Berlin Hilalspor,4-2-3-1,1,4,25%,Nein,Ja,Berlin Hilalspor,RV,NA,Mortaza Rahimi,0.66
Berlin Hilalspor,4-2-3-1,1,4,25%,Nein,Ja,Berlin Hilalspor,IV,NA,Görkem Yilmaz,0.66
Berlin Hilalspor,4-2-3-1,1,4,25%,Nein,Ja,Berlin Hilalspor,ZOM,NA,Bilgehan Hancer,0.65
Berlin Hilalspor,4-2-3-1,1,4,25%,Nein,Ja,Berlin Hilalspor,IV,NA,Ömer Tanis,0.62
Berlin Hilalspor,4-2-3-1,1,4,25%,Nein,Ja,Berlin Hilalspor,LM,NA,Mohamad-Ali Chawraba,0.62
Berlin Hilalspor,4-2-3-1,1,4,25%,Nein,Ja,Berlin Hilalspor,TW,NA,Chakourou Garba,0.61
Berlin Hilalspor,4-2-3-1,1,4,25%,Nein,Ja,Berlin Hilalspor,RM,NA,Ramdane Wahabou,0.59
Berlin Hilalspor,4-2-3-1,1,4,25%,Nein,Ja,Berlin Hilalspor,LV,NA,Willy Akanakimana,0.55
Berlin Hilalspor,4-2-3-1,1,4,25%,Nein,Ja,Berlin Hilalspor,ZDM,NA,Samet Balci,0.41
Berlin Hilalspor,4-2-3-1,1,4,25%,Nein,Ja,Berlin Hilalspor,ZDM,NA,Ilker Hasret Demir,0.32
Berlin Hilalspor,4-4-1-1,1,4,25%,Nein,Ja,Berlin Hilalspor,ST,NA,Volkan Neziroglu,0.73
Berlin Hilalspor,4-4-1-1,1,4,25%,Nein,Ja,Berlin Hilalspor,RV,NA,Mortaza Rahimi,0.66
Berlin Hilalspor,4-4-1-1,1,4,25%,Nein,Ja,Berlin Hilalspor,ST,NA,Görkem Yilmaz,0.66
Berlin Hilalspor,4-4-1-1,1,4,25%,Nein,Ja,Berlin Hilalspor,IV,NA,Ömer Tanis,0.62
Berlin Hilalspor,4-4-1-1,1,4,25%,Nein,Ja,Berlin Hilalspor,LM,NA,Mohamad-Ali Chawraba,0.62
Berlin Hilalspor,4-4-1-1,1,4,25%,Nein,Ja,Berlin Hilalspor,TW,NA,Chakourou Garba,0.61
Berlin Hilalspor,4-4-1-1,1,4,25%,Nein,Ja,Berlin Hilalspor,RM,NA,Ramdane Wahabou,0.59
Berlin Hilalspor,4-4-1-1,1,4,25%,Nein,Ja,Berlin Hilalspor,LV,NA,Willy Akanakimana,0.55
Berlin Hilalspor,4-4-1-1,1,4,25%,Nein,Ja,Berlin Hilalspor,IV,NA,Ensar Gün,0.45
Berlin Hilalspor,4-4-1-1,1,4,25%,Nein,Ja,Berlin Hilalspor,ZM,NA,Taha Aslan,0.41
Berlin Hilalspor,4-4-1-1,1,4,25%,Nein,Ja,Berlin Hilalspor,ZM,NA,Hasan Köse,0.41
Berlin Hilalspor,4-4-2,2,4,50%,Nein,Ja,Berlin Hilalspor,ST,NA,Volkan Neziroglu,0.73
Berlin Hilalspor,4-4-2,2,4,50%,Nein,Ja,Berlin Hilalspor,RV,NA,Mortaza Rahimi,0.66
Berlin Hilalspor,4-4-2,2,4,50%,Nein,Ja,Berlin Hilalspor,ST,NA,Görkem Yilmaz,0.66
Berlin Hilalspor,4-4-2,2,4,50%,Nein,Ja,Berlin Hilalspor,IV,NA,Ömer Tanis,0.62
Berlin Hilalspor,4-4-2,2,4,50%,Nein,Ja,Berlin Hilalspor,LM,NA,Mohamad-Ali Chawraba,0.62
Berlin Hilalspor,4-4-2,2,4,50%,Nein,Ja,Berlin Hilalspor,TW,NA,Chakourou Garba,0.61
Berlin Hilalspor,4-4-2,2,4,50%,Nein,Ja,Berlin Hilalspor,RM,NA,Ramdane Wahabou,0.59
Berlin Hilalspor,4-4-2,2,4,50%,Nein,Ja,Berlin Hilalspor,LV,NA,Willy Akanakimana,0.55
Berlin Hilalspor,4-4-2,2,4,50%,Nein,Ja,Berlin Hilalspor,IV,NA,Ensar Gün,0.45
Berlin Hilalspor,4-4-2,2,4,50%,Nein,Ja,Berlin Hilalspor,ZM,NA,Taha Aslan,0.41
Berlin Hilalspor,4-4-2,2,4,50%,Nein,Ja,Berlin Hilalspor,ZM,NA,Hasan Köse,0.41
Berliner SC II,4-2-2-2,3,4,75%,Nein,Ja,Berliner SC II,ZM,6,Kevin Uwe Einspannier,0.77
Berliner SC II,4-2-2-2,3,4,75%,Nein,Ja,Berliner SC II,RM,14,Konstantin Joseski,0.75
Berliner SC II,4-2-2-2,3,4,75%,Nein,Ja,Berliner SC II,IV,5,Dominique Leitner,0.74
Berliner SC II,4-2-2-2,3,4,75%,Nein,Ja,Berliner SC II,ST,10,Erhan Kücükosman,0.73
Berliner SC II,4-2-2-2,3,4,75%,Nein,Ja,Berliner SC II,LV,2,Jakob Heilmann,0.72
Berliner SC II,4-2-2-2,3,4,75%,Nein,Ja,Berliner SC II,IV,19,Tim Niedenhoff,0.72
Berliner SC II,4-2-2-2,3,4,75%,Nein,Ja,Berliner SC II,RV,0,Simon Riedel,0.7
Berliner SC II,4-2-2-2,3,4,75%,Nein,Ja,Berliner SC II,ST,7,Linus Dersch,0.7
Berliner SC II,4-2-2-2,3,4,75%,Nein,Ja,Berliner SC II,TW,21,Jesse Kreuschner,0.69
Berliner SC II,4-2-2-2,3,4,75%,Nein,Ja,Berliner SC II,ZM,15,Nikolaos Kaggelidids,0.66
Berliner SC II,4-2-2-2,3,4,75%,Nein,Ja,Berliner SC II,LM,18,Bryan Lilja,0.61
Berliner SC II,4-4-2,1,4,25%,Nein,Ja,Berliner SC II,ZM,6,Kevin Uwe Einspannier,0.77
Berliner SC II,4-4-2,1,4,25%,Nein,Ja,Berliner SC II,RM,14,Konstantin Joseski,0.75
Berliner SC II,4-4-2,1,4,25%,Nein,Ja,Berliner SC II,IV,5,Dominique Leitner,0.74
Berliner SC II,4-4-2,1,4,25%,Nein,Ja,Berliner SC II,ST,10,Erhan Kücükosman,0.73
Berliner SC II,4-4-2,1,4,25%,Nein,Ja,Berliner SC II,LV,2,Jakob Heilmann,0.72
Berliner SC II,4-4-2,1,4,25%,Nein,Ja,Berliner SC II,IV,19,Tim Niedenhoff,0.72
Berliner SC II,4-4-2,1,4,25%,Nein,Ja,Berliner SC II,RV,0,Simon Riedel,0.7
Berliner SC II,4-4-2,1,4,25%,Nein,Ja,Berliner SC II,ST,7,Linus Dersch,0.7
Berliner SC II,4-4-2,1,4,25%,Nein,Ja,Berliner SC II,TW,21,Jesse Kreuschner,0.69
Berliner SC II,4-4-2,1,4,25%,Nein,Ja,Berliner SC II,ZM,15,Nikolaos Kaggelidids,0.66
Berliner SC II,4-4-2,1,4,25%,Nein,Ja,Berliner SC II,LM,18,Bryan Lilja,0.61
Berolina Mitte,4-2-3-1,4,4,100%,Nein,Ja,Berolina Mitte,ZDM,NA,Rio Wermer,0.6
Berolina Mitte,4-2-3-1,4,4,100%,Nein,Ja,Berolina Mitte,RV,5,Marc Oliver Schlarmann,0.59
Berolina Mitte,4-2-3-1,4,4,100%,Nein,Ja,Berolina Mitte,IV,3,Floris Lucas Georgi,0.58
Berolina Mitte,4-2-3-1,4,4,100%,Nein,Ja,Berolina Mitte,IV,NA,Fabio Benabid,0.58
Berolina Mitte,4-2-3-1,4,4,100%,Nein,Ja,Berolina Mitte,ST,14,Felix Opoku,0.57
Berolina Mitte,4-2-3-1,4,4,100%,Nein,Ja,Berolina Mitte,ZDM,4,Yann Metzmacher,0.54
Berolina Mitte,4-2-3-1,4,4,100%,Nein,Ja,Berolina Mitte,RM,NA,Leandro Ngomane,0.52
Berolina Mitte,4-2-3-1,4,4,100%,Nein,Ja,Berolina Mitte,TW,20,Tim Wolf-Triebel,0.51
Berolina Mitte,4-2-3-1,4,4,100%,Nein,Ja,Berolina Mitte,LV,NA,Andreas Gefnider,0.5
Berolina Mitte,4-2-3-1,4,4,100%,Nein,Ja,Berolina Mitte,ZOM,19,Steven Buchweitz,0.49
Berolina Mitte,4-2-3-1,4,4,100%,Nein,Ja,Berolina Mitte,LM,9,Moritz Müller,0.48
DJK Schwarz-Weiß Neukölln,4-2-3-1,4,4,100%,Nein,Ja,DJK Schwarz-Weiß Neukölln,LV,NA,Dorian Kühn,0.65
DJK Schwarz-Weiß Neukölln,4-2-3-1,4,4,100%,Nein,Ja,DJK Schwarz-Weiß Neukölln,RM,NA,Tobias Schmidt,0.64
DJK Schwarz-Weiß Neukölln,4-2-3-1,4,4,100%,Nein,Ja,DJK Schwarz-Weiß Neukölln,TW,NA,Patrick Boel,0.64
DJK Schwarz-Weiß Neukölln,4-2-3-1,4,4,100%,Nein,Ja,DJK Schwarz-Weiß Neukölln,ZDM,NA,Christoph Ruden,0.61
DJK Schwarz-Weiß Neukölln,4-2-3-1,4,4,100%,Nein,Ja,DJK Schwarz-Weiß Neukölln,RV,NA,Barkan Köprülügil,0.58
DJK Schwarz-Weiß Neukölln,4-2-3-1,4,4,100%,Nein,Ja,DJK Schwarz-Weiß Neukölln,LM,NA,Vittorio Achour,0.57
DJK Schwarz-Weiß Neukölln,4-2-3-1,4,4,100%,Nein,Ja,DJK Schwarz-Weiß Neukölln,ST,NA,Norman Guski,0.53
DJK Schwarz-Weiß Neukölln,4-2-3-1,4,4,100%,Nein,Ja,DJK Schwarz-Weiß Neukölln,IV,NA,Josip Ramljak,0.53
DJK Schwarz-Weiß Neukölln,4-2-3-1,4,4,100%,Nein,Ja,DJK Schwarz-Weiß Neukölln,ZDM,NA,Julian Kirsch,0.49
DJK Schwarz-Weiß Neukölln,4-2-3-1,4,4,100%,Nein,Ja,DJK Schwarz-Weiß Neukölln,IV,NA,Nico Lindner,0.45
DJK Schwarz-Weiß Neukölln,4-2-3-1,4,4,100%,Nein,Ja,DJK Schwarz-Weiß Neukölln,ZOM,NA,Alisan Erdogan,0.42
FC Internationale Berlin,3-4-3,2,4,50%,Ja,Nein,FC Internationale Berlin,ST,NA,Gaston Ignacio Nieto,0.84
FC Internationale Berlin,3-4-3,2,4,50%,Ja,Nein,FC Internationale Berlin,RM,NA,Santiago Henrich Paya,0.83
FC Internationale Berlin,3-4-3,2,4,50%,Ja,Nein,FC Internationale Berlin,ST,NA,Nicholas Cartwright Stanley,0.82
FC Internationale Berlin,3-4-3,2,4,50%,Ja,Nein,FC Internationale Berlin,LM,NA,Giovanni Marigo,0.77
FC Internationale Berlin,3-4-3,2,4,50%,Ja,Nein,FC Internationale Berlin,IV,NA,Jascha Robin Wörteler,0.75
FC Internationale Berlin,3-4-3,2,4,50%,Ja,Nein,FC Internationale Berlin,IV,NA,Nicolas Costa Echeverria,0.75
FC Internationale Berlin,3-4-3,2,4,50%,Ja,Nein,FC Internationale Berlin,TW,NA,Alexander Schulze,0.74
FC Internationale Berlin,3-4-3,2,4,50%,Ja,Nein,FC Internationale Berlin,IV,NA,Luis Driemel,0.74
FC Internationale Berlin,3-4-3,2,4,50%,Ja,Nein,FC Internationale Berlin,ST,NA,Maxwell Stanley,0.67
FC Internationale Berlin,3-4-3,2,4,50%,Ja,Nein,FC Internationale Berlin,ZM,NA,Enrique Freitag,0.66
FC Internationale Berlin,3-4-3,2,4,50%,Ja,Nein,FC Internationale Berlin,ZM,NA,Akiyasu Tsuchiya,0.65
FC Internationale Berlin,3-5-2,1,4,25%,Ja,Nein,FC Internationale Berlin,ST,NA,Gaston Ignacio Nieto,0.84
FC Internationale Berlin,3-5-2,1,4,25%,Ja,Nein,FC Internationale Berlin,RM,NA,Santiago Henrich Paya,0.83
FC Internationale Berlin,3-5-2,1,4,25%,Ja,Nein,FC Internationale Berlin,ST,NA,Nicholas Cartwright Stanley,0.82
FC Internationale Berlin,3-5-2,1,4,25%,Ja,Nein,FC Internationale Berlin,LM,NA,Giovanni Marigo,0.77
FC Internationale Berlin,3-5-2,1,4,25%,Ja,Nein,FC Internationale Berlin,IV,NA,Jascha Robin Wörteler,0.75
FC Internationale Berlin,3-5-2,1,4,25%,Ja,Nein,FC Internationale Berlin,IV,NA,Nicolas Costa Echeverria,0.75
FC Internationale Berlin,3-5-2,1,4,25%,Ja,Nein,FC Internationale Berlin,TW,NA,Alexander Schulze,0.74
FC Internationale Berlin,3-5-2,1,4,25%,Ja,Nein,FC Internationale Berlin,IV,NA,Luis Driemel,0.74
FC Internationale Berlin,3-5-2,1,4,25%,Ja,Nein,FC Internationale Berlin,ZM,NA,Enrique Freitag,0.66
FC Internationale Berlin,3-5-2,1,4,25%,Ja,Nein,FC Internationale Berlin,ZM,NA,Akiyasu Tsuchiya,0.65
FC Internationale Berlin,3-5-2,1,4,25%,Ja,Nein,FC Internationale Berlin,ZM,NA,Franzisko Bätz,0.56
FC Internationale Berlin,4-1-4-1,1,4,25%,Nein,Ja,FC Internationale Berlin,ST,NA,Gaston Ignacio Nieto,0.84
FC Internationale Berlin,4-1-4-1,1,4,25%,Nein,Ja,FC Internationale Berlin,RM,NA,Santiago Henrich Paya,0.83
FC Internationale Berlin,4-1-4-1,1,4,25%,Nein,Ja,FC Internationale Berlin,LM,NA,Giovanni Marigo,0.77
FC Internationale Berlin,4-1-4-1,1,4,25%,Nein,Ja,FC Internationale Berlin,IV,NA,Jascha Robin Wörteler,0.75
FC Internationale Berlin,4-1-4-1,1,4,25%,Nein,Ja,FC Internationale Berlin,IV,NA,Nicolas Costa Echeverria,0.75
FC Internationale Berlin,4-1-4-1,1,4,25%,Nein,Ja,FC Internationale Berlin,TW,NA,Alexander Schulze,0.74
FC Internationale Berlin,4-1-4-1,1,4,25%,Nein,Ja,FC Internationale Berlin,LV,NA,Antonio Boeddinghaus,0.74
FC Internationale Berlin,4-1-4-1,1,4,25%,Nein,Ja,FC Internationale Berlin,ZOM,NA,Akiyasu Tsuchiya,0.65
Friedenauer TSC,3-4-3,1,4,25%,Ja,Nein,Friedenauer TSC,ZM,NA,Louis Anthony Guske,0.77
Friedenauer TSC,3-4-3,1,4,25%,Ja,Nein,Friedenauer TSC,IV,NA,Paul Kleinfeldt,0.75
Friedenauer TSC,3-4-3,1,4,25%,Ja,Nein,Friedenauer TSC,IV,NA,Kenney Kojo Sey,0.72
Friedenauer TSC,3-4-3,1,4,25%,Ja,Nein,Friedenauer TSC,ST,NA,Ihab Al-Khalaf,0.69
Friedenauer TSC,3-4-3,1,4,25%,Ja,Nein,Friedenauer TSC,TW,NA,Teoman Saatci,0.68
Friedenauer TSC,3-4-3,1,4,25%,Ja,Nein,Friedenauer TSC,IV,NA,Joshua Fuchs,0.63
Friedenauer TSC,3-4-3,1,4,25%,Ja,Nein,Friedenauer TSC,LM,NA,Finley Fuchs,0.61
Friedenauer TSC,3-4-3,1,4,25%,Ja,Nein,Friedenauer TSC,ZM,NA,Kevin Woithe,0.6
Friedenauer TSC,3-4-3,1,4,25%,Ja,Nein,Friedenauer TSC,ST,NA,Eray Krüger,0.59
Friedenauer TSC,3-4-3,1,4,25%,Ja,Nein,Friedenauer TSC,RM,NA,Iven Stritzke,0.58
Friedenauer TSC,3-4-3,1,4,25%,Ja,Nein,Friedenauer TSC,ST,NA,Maximilian Reinhard Schubart,0.49
Friedenauer TSC,4-1-4-1,1,4,25%,Nein,Ja,Friedenauer TSC,IV,NA,Paul Kleinfeldt,0.75
Friedenauer TSC,4-1-4-1,1,4,25%,Nein,Ja,Friedenauer TSC,IV,NA,Kenney Kojo Sey,0.72
Friedenauer TSC,4-1-4-1,1,4,25%,Nein,Ja,Friedenauer TSC,ST,NA,Ihab Al-Khalaf,0.69
Friedenauer TSC,4-1-4-1,1,4,25%,Nein,Ja,Friedenauer TSC,TW,NA,Teoman Saatci,0.68
Friedenauer TSC,4-1-4-1,1,4,25%,Nein,Ja,Friedenauer TSC,ZOM,NA,Marten Niemeyer,0.65
Friedenauer TSC,4-1-4-1,1,4,25%,Nein,Ja,Friedenauer TSC,LM,NA,Joshua Fuchs,0.63
Friedenauer TSC,4-1-4-1,1,4,25%,Nein,Ja,Friedenauer TSC,LV,NA,Kevin Woithe,0.6
Friedenauer TSC,4-1-4-1,1,4,25%,Nein,Ja,Friedenauer TSC,RM,NA,Iven Stritzke,0.58
Friedenauer TSC,4-1-4-1,1,4,25%,Nein,Ja,Friedenauer TSC,ZDM,NA,Theo Prümke,0.53
Friedenauer TSC,4-1-4-1,1,4,25%,Nein,Ja,Friedenauer TSC,ZOM,NA,Patrick Magiera,0.36
Pfeffersport,4-1-2-3,1,4,25%,Nein,Ja,Pfeffersport,LM,NA,Manuel Goudjo Aguigah,0.74
Pfeffersport,4-1-2-3,1,4,25%,Nein,Ja,Pfeffersport,RV,NA,Carl Zimmering,0.73
Pfeffersport,4-1-2-3,1,4,25%,Nein,Ja,Pfeffersport,ST,NA,William Scarlett,0.71
Pfeffersport,4-1-2-3,1,4,25%,Nein,Ja,Pfeffersport,LV,NA,Mohamed Boudlal,0.7
Pfeffersport,4-1-2-3,1,4,25%,Nein,Ja,Pfeffersport,IV,NA,Philipp Pilz,0.69
Pfeffersport,4-1-2-3,1,4,25%,Nein,Ja,Pfeffersport,IV,NA,Heinrich Sander,0.65
Pfeffersport,4-1-2-3,1,4,25%,Nein,Ja,Pfeffersport,TW,NA,Zorc Kolfenbach,0.61
Pfeffersport,4-1-2-3,1,4,25%,Nein,Ja,Pfeffersport,ZOM,NA,Linus Debrodt,0.59
Pfeffersport,4-1-2-3,1,4,25%,Nein,Ja,Pfeffersport,ZOM,NA,Friedrich Würzner,0.56
Pfeffersport,4-1-2-3,1,4,25%,Nein,Ja,Pfeffersport,RM,NA,Mohammad Barakat,0.56
Pfeffersport,4-3-3,2,4,50%,Nein,Ja,Pfeffersport,LM,NA,Manuel Goudjo Aguigah,0.74
