Spieltag,Heim,Auswärts,H_tore,A_tore,HeimFormation,HeimStartelf,HeimSubs,ToreRaw,where,size,AuswaertsFormation,AuswaertsStartelf,AuswaertsSubs
22,SC Berliner Amateure,FC Internationale Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
22,SV Empor Berlin II,Berliner SC II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
22,SF Johannisthal,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,home,NA,formation unclear,,
22,SC Borsigwalde,BSV 1892,NA,NA,formation unclear,,,,home,NA,formation unclear,,
22,SF Charlottenburg-Wilmersdorf 03,BSV Hürtürkel,NA,NA,formation unclear,,,,home,NA,formation unclear,,
22,Berolina Mitte,Berlin Hilalspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
22,Pfeffersport,Friedenauer TSC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
22,BFC Preussen II,1.FC Schöneberg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
22,FC Internationale Berlin,SC Berliner Amateure,NA,NA,formation unclear,,,,away,NA,formation unclear,,
22,Berliner SC II,SV Empor Berlin II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
22,DJK Schwarz-Weiß Neukölln,SF Johannisthal,NA,NA,formation unclear,,,,away,NA,formation unclear,,
22,BSV 1892,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
22,BSV Hürtürkel,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,away,NA,formation unclear,,
22,Berlin Hilalspor,Berolina Mitte,NA,NA,formation unclear,,,,away,NA,formation unclear,,
22,Friedenauer TSC,Pfeffersport,NA,NA,formation unclear,,,,away,NA,formation unclear,,
23,BSV 1892,BFC Preussen II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
23,Berliner SC II,Friedenauer TSC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
23,DJK Schwarz-Weiß Neukölln,Pfeffersport,NA,NA,formation unclear,,,,home,NA,formation unclear,,
23,SF Johannisthal,SV Empor Berlin II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
23,Berlin Hilalspor,BSV Hürtürkel,NA,NA,formation unclear,,,,home,NA,formation unclear,,
23,Berolina Mitte,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,home,NA,formation unclear,,
23,FC Internationale Berlin,1.FC Schöneberg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
23,SC Berliner Amateure,SC Borsigwalde,NA,NA,formation unclear,,,,home,NA,formation unclear,,
23,BFC Preussen II,BSV 1892,NA,NA,formation unclear,,,,away,NA,formation unclear,,
23,Friedenauer TSC,Berliner SC II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
23,Pfeffersport,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,away,NA,formation unclear,,
23,SV Empor Berlin II,SF Johannisthal,NA,NA,formation unclear,,,,away,NA,formation unclear,,
23,BSV Hürtürkel,Berlin Hilalspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
23,SF Charlottenburg-Wilmersdorf 03,Berolina Mitte,NA,NA,formation unclear,,,,away,NA,formation unclear,,
23,1.FC Schöneberg,FC Internationale Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
23,SC Borsigwalde,SC Berliner Amateure,NA,NA,formation unclear,,,,away,NA,formation unclear,,
24,Pfeffersport,FC Internationale Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
24,BFC Preussen II,Berliner SC II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
24,SF Charlottenburg-Wilmersdorf 03,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,home,NA,formation unclear,,
24,1.FC Schöneberg,BSV 1892,NA,NA,formation unclear,,,,home,NA,formation unclear,,
24,Friedenauer TSC,BSV Hürtürkel,NA,NA,formation unclear,,,,home,NA,formation unclear,,
24,SC Berliner Amateure,Berlin Hilalspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
24,SC Borsigwalde,SF Johannisthal,NA,NA,formation unclear,,,,home,NA,formation unclear,,
24,SV Empor Berlin II,Berolina Mitte,NA,NA,formation unclear,,,,home,NA,formation unclear,,
24,FC Internationale Berlin,Pfeffersport,NA,NA,formation unclear,,,,away,NA,formation unclear,,
24,Berliner SC II,BFC Preussen II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
24,DJK Schwarz-Weiß Neukölln,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,away,NA,formation unclear,,
24,BSV 1892,1.FC Schöneberg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
24,BSV Hürtürkel,Friedenauer TSC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
24,Berlin Hilalspor,SC Berliner Amateure,NA,NA,formation unclear,,,,away,NA,formation unclear,,
24,SF Johannisthal,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
24,Berolina Mitte,SV Empor Berlin II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
25,BSV Hürtürkel,BFC Preussen II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
25,BSV 1892,Pfeffersport,NA,NA,formation unclear,,,,home,NA,formation unclear,,
25,DJK Schwarz-Weiß Neukölln,SV Empor Berlin II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
25,Berliner SC II,1.FC Schöneberg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
25,FC Internationale Berlin,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,home,NA,formation unclear,,
25,SF Johannisthal,SC Berliner Amateure,NA,NA,formation unclear,,,,home,NA,formation unclear,,
25,Berlin Hilalspor,Friedenauer TSC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
25,Berolina Mitte,SC Borsigwalde,NA,NA,formation unclear,,,,home,NA,formation unclear,,
25,BFC Preussen II,BSV Hürtürkel,NA,NA,formation unclear,,,,away,NA,formation unclear,,
25,Pfeffersport,BSV 1892,NA,NA,formation unclear,,,,away,NA,formation unclear,,
25,SV Empor Berlin II,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,away,NA,formation unclear,,
25,1.FC Schöneberg,Berliner SC II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
25,SF Charlottenburg-Wilmersdorf 03,FC Internationale Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
25,SC Berliner Amateure,SF Johannisthal,NA,NA,formation unclear,,,,away,NA,formation unclear,,
25,Friedenauer TSC,Berlin Hilalspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
25,SC Borsigwalde,Berolina Mitte,NA,NA,formation unclear,,,,away,NA,formation unclear,,
26,BFC Preussen II,SV Empor Berlin II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
26,FC Internationale Berlin,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,home,NA,formation unclear,,
26,1.FC Schöneberg,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,home,NA,formation unclear,,
26,Pfeffersport,Berlin Hilalspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
26,BSV Hürtürkel,SC Berliner Amateure,NA,NA,formation unclear,,,,home,NA,formation unclear,,
26,Berliner SC II,SF Johannisthal,NA,NA,formation unclear,,,,home,NA,formation unclear,,
26,Friedenauer TSC,SC Borsigwalde,NA,NA,formation unclear,,,,home,NA,formation unclear,,
26,BSV 1892,Berolina Mitte,NA,NA,formation unclear,,,,home,NA,formation unclear,,
26,SV Empor Berlin II,BFC Preussen II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
26,DJK Schwarz-Weiß Neukölln,FC Internationale Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
26,SF Charlottenburg-Wilmersdorf 03,1.FC Schöneberg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
26,Berlin Hilalspor,Pfeffersport,NA,NA,formation unclear,,,,away,NA,formation unclear,,
26,SC Berliner Amateure,BSV Hürtürkel,NA,NA,formation unclear,,,,away,NA,formation unclear,,
26,SF Johannisthal,Berliner SC II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
26,SC Borsigwalde,Friedenauer TSC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
26,Berolina Mitte,BSV 1892,NA,NA,formation unclear,,,,away,NA,formation unclear,,
27,SV Empor Berlin II,FC Internationale Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
27,SC Borsigwalde,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,home,NA,formation unclear,,
27,SF Charlottenburg-Wilmersdorf 03,BSV 1892,NA,NA,formation unclear,,,,home,NA,formation unclear,,
27,1.FC Schöneberg,BSV Hürtürkel,NA,NA,formation unclear,,,,home,NA,formation unclear,,
27,Pfeffersport,Berliner SC II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
27,SF Johannisthal,Berlin Hilalspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
27,BFC Preussen II,Friedenauer TSC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
27,SC Berliner Amateure,Berolina Mitte,NA,NA,formation unclear,,,,home,NA,formation unclear,,
27,FC Internationale Berlin,SV Empor Berlin II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
27,DJK Schwarz-Weiß Neukölln,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
27,BSV 1892,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,away,NA,formation unclear,,
27,BSV Hürtürkel,1.FC Schöneberg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
27,Berliner SC II,Pfeffersport,NA,NA,formation unclear,,,,away,NA,formation unclear,,
27,Berlin Hilalspor,SF Johannisthal,NA,NA,formation unclear,,,,away,NA,formation unclear,,
27,Friedenauer TSC,BFC Preussen II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
27,Berolina Mitte,SC Berliner Amateure,NA,NA,formation unclear,,,,away,NA,formation unclear,,
28,BFC Preussen II,Pfeffersport,NA,NA,formation unclear,,,,home,NA,formation unclear,,
28,BSV Hürtürkel,SV Empor Berlin II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
28,Friedenauer TSC,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,home,NA,formation unclear,,
28,1.FC Schöneberg,Berlin Hilalspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
28,BSV 1892,SC Berliner Amateure,NA,NA,formation unclear,,,,home,NA,formation unclear,,
28,FC Internationale Berlin,SF Johannisthal,NA,NA,formation unclear,,,,home,NA,formation unclear,,
28,Berliner SC II,SC Borsigwalde,NA,NA,formation unclear,,,,home,NA,formation unclear,,
28,DJK Schwarz-Weiß Neukölln,Berolina Mitte,NA,NA,formation unclear,,,,home,NA,formation unclear,,
28,Pfeffersport,BFC Preussen II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
28,SV Empor Berlin II,BSV Hürtürkel,NA,NA,formation unclear,,,,away,NA,formation unclear,,
28,SF Charlottenburg-Wilmersdorf 03,Friedenauer TSC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
28,Berlin Hilalspor,1.FC Schöneberg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
28,SC Berliner Amateure,BSV 1892,NA,NA,formation unclear,,,,away,NA,formation unclear,,
28,SF Johannisthal,FC Internationale Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
28,SC Borsigwalde,Berliner SC II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
28,Berolina Mitte,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,away,NA,formation unclear,,
29,SF Charlottenburg-Wilmersdorf 03,BFC Preussen II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
29,Berolina Mitte,FC Internationale Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
29,SC Berliner Amateure,Berliner SC II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
29,Berlin Hilalspor,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,home,NA,formation unclear,,
29,SF Johannisthal,BSV 1892,NA,NA,formation unclear,,,,home,NA,formation unclear,,
29,SC Borsigwalde,BSV Hürtürkel,NA,NA,formation unclear,,,,home,NA,formation unclear,,
29,Pfeffersport,1.FC Schöneberg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
29,SV Empor Berlin II,Friedenauer TSC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
29,BFC Preussen II,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,away,NA,formation unclear,,
29,FC Internationale Berlin,Berolina Mitte,NA,NA,formation unclear,,,,away,NA,formation unclear,,
29,Berliner SC II,SC Berliner Amateure,NA,NA,formation unclear,,,,away,NA,formation unclear,,
29,DJK Schwarz-Weiß Neukölln,Berlin Hilalspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
29,BSV 1892,SF Johannisthal,NA,NA,formation unclear,,,,away,NA,formation unclear,,
29,BSV Hürtürkel,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
29,1.FC Schöneberg,Pfeffersport,NA,NA,formation unclear,,,,away,NA,formation unclear,,
29,Friedenauer TSC,SV Empor Berlin II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
30,Friedenauer TSC,1.FC Schöneberg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
30,Berlin Hilalspor,BFC Preussen II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
30,Berolina Mitte,SF Johannisthal,NA,NA,formation unclear,,,,home,NA,formation unclear,,
30,DJK Schwarz-Weiß Neukölln,SC Berliner Amateure,NA,NA,formation unclear,,,,home,NA,formation unclear,,
30,FC Internationale Berlin,SC Borsigwalde,NA,NA,formation unclear,,,,home,NA,formation unclear,,
30,BSV 1892,SV Empor Berlin II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
30,Berliner SC II,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,home,NA,formation unclear,,
30,BSV Hürtürkel,Pfeffersport,NA,NA,formation unclear,,,,home,NA,formation unclear,,
30,1.FC Schöneberg,Friedenauer TSC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
30,BFC Preussen II,Berlin Hilalspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
30,SF Johannisthal,Berolina Mitte,NA,NA,formation unclear,,,,away,NA,formation unclear,,
30,SC Berliner Amateure,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,away,NA,formation unclear,,
30,SC Borsigwalde,FC Internationale Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
30,SV Empor Berlin II,BSV 1892,NA,NA,formation unclear,,,,away,NA,formation unclear,,
30,SF Charlottenburg-Wilmersdorf 03,Berliner SC II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
30,Pfeffersport,BSV Hürtürkel,NA,NA,formation unclear,,,,away,NA,formation unclear,,
